countyFIPS,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years,Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years,Percent Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years,Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female,Percent Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female,Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married,Percent Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married
9009,16950.0,16950.0,4993.0,29.5,513.0,3.0,1378.0,8.1,920.0,5.4,2182.0,12.9,4993.0,4993.0,3389.0,67.9,3058.0,61.2
9011,4686.0,4686.0,1611.0,34.4,282.0,6.0,373.0,8.0,312.0,6.7,644.0,13.7,1611.0,1611.0,1014.0,62.9,1114.0,69.1
9013,1783.0,1783.0,598.0,33.5,111.0,6.2,151.0,8.5,111.0,6.2,225.0,12.6,598.0,598.0,367.0,61.4,416.0,69.6
9015,2448.0,2448.0,713.0,29.1,159.0,6.5,175.0,7.1,119.0,4.9,260.0,10.6,713.0,713.0,343.0,48.1,594.0,83.3
10001,5206.0,5206.0,2254.0,43.3,365.0,7.0,362.0,7.0,408.0,7.8,1119.0,21.5,2254.0,2254.0,1463.0,64.9,1691.0,75.0
10003,12077.0,12077.0,4479.0,37.1,909.0,7.5,837.0,6.9,773.0,6.4,1960.0,16.2,4479.0,4479.0,2967.0,66.2,3037.0,67.8
10005,4917.0,4917.0,1917.0,39.0,294.0,6.0,313.0,6.4,318.0,6.5,992.0,20.2,1917.0,1917.0,1098.0,57.3,1429.0,74.5
11001,10704.0,10704.0,3679.0,34.4,652.0,6.1,1011.0,9.4,500.0,4.7,1516.0,14.2,3679.0,3679.0,2736.0,74.4,1646.0,44.7
12001,3886.0,3886.0,1755.0,45.2,426.0,11.0,296.0,7.6,275.0,7.1,758.0,19.5,1755.0,1755.0,1106.0,63.0,1281.0,73.0
12003,1208.0,1208.0,490.0,40.6,170.0,14.1,20.0,1.7,0.0,0.0,300.0,24.8,490.0,490.0,214.0,43.7,380.0,77.6
12005,4413.0,4413.0,2051.0,46.5,422.0,9.6,508.0,11.5,271.0,6.1,850.0,19.3,2051.0,2051.0,1213.0,59.1,1363.0,66.5
12007,591.0,591.0,213.0,36.0,26.0,4.4,31.0,5.2,42.0,7.1,114.0,19.3,213.0,213.0,151.0,70.9,165.0,77.5
12009,11364.0,11364.0,4970.0,43.7,1075.0,9.5,952.0,8.4,867.0,7.6,2076.0,18.3,4970.0,4970.0,3045.0,61.3,3578.0,72.0
12011,52797.0,52797.0,11732.0,22.2,2001.0,3.8,2909.0,5.5,1641.0,3.1,5181.0,9.8,11732.0,11732.0,7676.0,65.4,7059.0,60.2
12013,333.0,333.0,265.0,79.6,34.0,10.2,44.0,13.2,5.0,1.5,182.0,54.7,265.0,265.0,160.0,60.4,174.0,65.7
12015,2706.0,2706.0,1326.0,49.0,315.0,11.6,458.0,16.9,97.0,3.6,456.0,16.9,1326.0,1326.0,774.0,58.4,915.0,69.0
12017,2970.0,2970.0,1480.0,49.8,347.0,11.7,268.0,9.0,144.0,4.8,721.0,24.3,1480.0,1480.0,997.0,67.4,1041.0,70.3
12019,6184.0,6184.0,2278.0,36.8,450.0,7.3,462.0,7.5,343.0,5.5,1023.0,16.5,2278.0,2278.0,1403.0,61.6,1689.0,74.1
12021,7980.0,7980.0,1945.0,24.4,599.0,7.5,545.0,6.8,91.0,1.1,710.0,8.9,1945.0,1945.0,1266.0,65.1,1531.0,78.7
12023,1511.0,1511.0,907.0,60.0,96.0,6.4,163.0,10.8,253.0,16.7,395.0,26.1,907.0,907.0,553.0,61.0,667.0,73.5
12027,823.0,823.0,433.0,52.6,101.0,12.3,74.0,9.0,97.0,11.8,161.0,19.6,433.0,433.0,251.0,58.0,394.0,91.0
12029,348.0,348.0,268.0,77.0,0.0,0.0,9.0,2.6,12.0,3.4,247.0,71.0,268.0,268.0,204.0,76.1,136.0,50.7
12031,19202.0,19202.0,7007.0,36.5,1695.0,8.8,1456.0,7.6,1061.0,5.5,2795.0,14.6,7007.0,7007.0,4757.0,67.9,4496.0,64.2
12033,5105.0,5105.0,1963.0,38.5,169.0,3.3,301.0,5.9,592.0,11.6,901.0,17.6,1963.0,1963.0,1222.0,62.3,1322.0,67.3
12035,2142.0,2142.0,852.0,39.8,250.0,11.7,164.0,7.7,59.0,2.8,379.0,17.7,852.0,852.0,571.0,67.0,592.0,69.5
12037,293.0,293.0,220.0,75.1,48.0,16.4,0.0,0.0,23.0,7.8,149.0,50.9,220.0,220.0,141.0,64.1,172.0,78.2
12039,1300.0,1300.0,431.0,33.2,57.0,4.4,45.0,3.5,136.0,10.5,193.0,14.8,431.0,431.0,264.0,61.3,305.0,70.8
12041,511.0,511.0,230.0,45.0,17.0,3.3,8.0,1.6,81.0,15.9,124.0,24.3,230.0,230.0,124.0,53.9,197.0,85.7
12043,239.0,239.0,109.0,45.6,0.0,0.0,51.0,21.3,6.0,2.5,52.0,21.8,109.0,109.0,40.0,36.7,54.0,49.5
12045,431.0,431.0,223.0,51.7,12.0,2.8,0.0,0.0,101.0,23.4,110.0,25.5,223.0,223.0,73.0,32.7,209.0,93.7
12047,526.0,526.0,284.0,54.0,62.0,11.8,5.0,1.0,0.0,0.0,217.0,41.3,284.0,284.0,174.0,61.3,175.0,61.6
12049,596.0,596.0,303.0,50.8,24.0,4.0,121.0,20.3,53.0,8.9,105.0,17.6,303.0,303.0,184.0,60.7,226.0,74.6
12051,1630.0,1630.0,531.0,32.6,162.0,9.9,222.0,13.6,54.0,3.3,93.0,5.7,531.0,531.0,291.0,54.8,357.0,67.2
12053,4678.0,4678.0,2262.0,48.4,693.0,14.8,454.0,9.7,162.0,3.5,953.0,20.4,2262.0,2262.0,1274.0,56.3,1821.0,80.5
12055,1740.0,1740.0,712.0,40.9,55.0,3.2,187.0,10.7,136.0,7.8,334.0,19.2,712.0,712.0,500.0,70.2,448.0,62.9
12057,31447.0,31447.0,10194.0,32.4,2340.0,7.4,2220.0,7.1,1499.0,4.8,4135.0,13.1,10194.0,10194.0,6598.0,64.7,7087.0,69.5
12059,337.0,337.0,162.0,48.1,17.0,5.0,27.0,8.0,66.0,19.6,52.0,15.4,162.0,162.0,88.0,54.3,112.0,69.1
12061,2944.0,2944.0,1074.0,36.5,126.0,4.3,230.0,7.8,333.0,11.3,385.0,13.1,1074.0,1074.0,652.0,60.7,775.0,72.2
12063,982.0,982.0,433.0,44.1,42.0,4.3,70.0,7.1,13.0,1.3,308.0,31.4,433.0,433.0,266.0,61.4,341.0,78.8
12065,298.0,298.0,115.0,38.6,53.0,17.8,0.0,0.0,11.0,3.7,51.0,17.1,115.0,115.0,94.0,81.7,53.0,46.1
12067,380.0,380.0,247.0,65.0,18.0,4.7,0.0,0.0,9.0,2.4,220.0,57.9,247.0,247.0,152.0,61.5,206.0,83.4
12069,8015.0,8015.0,2937.0,36.6,611.0,7.6,461.0,5.8,495.0,6.2,1370.0,17.1,2937.0,2937.0,1712.0,58.3,2155.0,73.4
12071,14987.0,14987.0,5030.0,33.6,1092.0,7.3,1009.0,6.7,670.0,4.5,2259.0,15.1,5030.0,5030.0,3219.0,64.0,3656.0,72.7
12073,3593.0,3593.0,1844.0,51.3,407.0,11.3,363.0,10.1,352.0,9.8,722.0,20.1,1844.0,1844.0,1272.0,69.0,1139.0,61.8
12075,983.0,983.0,536.0,54.5,51.0,5.2,87.0,8.9,71.0,7.2,327.0,33.3,536.0,536.0,328.0,61.2,278.0,51.9
12077,170.0,170.0,73.0,42.9,6.0,3.5,42.0,24.7,11.0,6.5,14.0,8.2,73.0,73.0,24.0,32.9,29.0,39.7
12079,369.0,369.0,147.0,39.8,0.0,0.0,14.0,3.8,35.0,9.5,98.0,26.6,147.0,147.0,102.0,69.4,69.0,46.9
12081,7921.0,7921.0,2740.0,34.6,650.0,8.2,605.0,7.6,436.0,5.5,1049.0,13.2,2740.0,2740.0,1660.0,60.6,1799.0,65.7
12083,7320.0,7320.0,3205.0,43.8,541.0,7.4,645.0,8.8,272.0,3.7,1747.0,23.9,3205.0,3205.0,2005.0,62.6,2190.0,68.3
12085,2350.0,2350.0,815.0,34.7,181.0,7.7,158.0,6.7,119.0,5.1,357.0,15.2,815.0,815.0,555.0,68.1,525.0,64.4
12086,92604.0,92604.0,16068.0,17.4,2350.0,2.5,4116.0,4.4,2140.0,2.3,7462.0,8.1,16068.0,16068.0,10516.0,65.4,10529.0,65.5
12087,765.0,765.0,186.0,24.3,90.0,11.8,9.0,1.2,11.0,1.4,76.0,9.9,186.0,186.0,107.0,57.5,84.0,45.2
12089,1593.0,1593.0,758.0,47.6,95.0,6.0,157.0,9.9,56.0,3.5,450.0,28.2,758.0,758.0,459.0,60.6,597.0,78.8
12091,3871.0,3871.0,1965.0,50.8,400.0,10.3,592.0,15.3,207.0,5.3,766.0,19.8,1965.0,1965.0,1095.0,55.7,1478.0,75.2
12093,850.0,850.0,444.0,52.2,34.0,4.0,115.0,13.5,80.0,9.4,215.0,25.3,444.0,444.0,343.0,77.3,303.0,68.2
12095,33297.0,33297.0,9153.0,27.5,2258.0,6.8,2012.0,6.0,1551.0,4.7,3332.0,10.0,9153.0,9153.0,5905.0,64.5,5903.0,64.5
12097,11838.0,11838.0,2892.0,24.4,616.0,5.2,1050.0,8.9,264.0,2.2,962.0,8.1,2892.0,2892.0,1820.0,62.9,2156.0,74.6
12099,32324.0,32324.0,9378.0,29.0,2006.0,6.2,1750.0,5.4,1369.0,4.2,4253.0,13.2,9378.0,9378.0,5989.0,63.9,5941.0,63.4
12101,11780.0,11780.0,4269.0,36.2,897.0,7.6,660.0,5.6,587.0,5.0,2125.0,18.0,4269.0,4269.0,2743.0,64.3,3116.0,73.0
12103,17194.0,17194.0,6246.0,36.3,1213.0,7.1,1250.0,7.3,1360.0,7.9,2423.0,14.1,6246.0,6246.0,4181.0,66.9,3871.0,62.0
12105,18350.0,18350.0,5218.0,28.4,806.0,4.4,1057.0,5.8,1104.0,6.0,2251.0,12.3,5218.0,5218.0,3234.0,62.0,3670.0,70.3
12107,1833.0,1833.0,1059.0,57.8,254.0,13.9,282.0,15.4,159.0,8.7,364.0,19.9,1059.0,1059.0,640.0,60.4,727.0,68.6
12109,4357.0,4357.0,1014.0,23.3,192.0,4.4,289.0,6.6,206.0,4.7,327.0,7.5,1014.0,1014.0,505.0,49.8,745.0,73.5
12111,8478.0,8478.0,2807.0,33.1,532.0,6.3,921.0,10.9,513.0,6.1,841.0,9.9,2807.0,2807.0,1545.0,55.0,2117.0,75.4
12113,4142.0,4142.0,2029.0,49.0,478.0,11.5,379.0,9.2,302.0,7.3,870.0,21.0,2029.0,2029.0,1236.0,60.9,1689.0,83.2
12115,7031.0,7031.0,2354.0,33.5,378.0,5.4,505.0,7.2,434.0,6.2,1037.0,14.7,2354.0,2354.0,1440.0,61.2,1637.0,69.5
12117,8723.0,8723.0,2628.0,30.1,522.0,6.0,621.0,7.1,378.0,4.3,1107.0,12.7,2628.0,2628.0,1688.0,64.2,1953.0,74.3
12119,1117.0,1117.0,502.0,44.9,84.0,7.5,37.0,3.3,99.0,8.9,282.0,25.2,502.0,502.0,310.0,61.8,437.0,87.1
12121,1070.0,1070.0,461.0,43.1,35.0,3.3,135.0,12.6,42.0,3.9,249.0,23.3,461.0,461.0,301.0,65.3,294.0,63.8
12123,605.0,605.0,318.0,52.6,0.0,0.0,62.0,10.2,67.0,11.1,189.0,31.2,318.0,318.0,198.0,62.3,247.0,77.7
12125,181.0,181.0,121.0,66.9,19.0,10.5,70.0,38.7,14.0,7.7,18.0,9.9,121.0,121.0,83.0,68.6,95.0,78.5
12127,10517.0,10517.0,3813.0,36.3,729.0,6.9,1133.0,10.8,482.0,4.6,1469.0,14.0,3813.0,3813.0,2469.0,64.8,2561.0,67.2
12129,559.0,559.0,306.0,54.7,126.0,22.5,99.0,17.7,15.0,2.7,66.0,11.8,306.0,306.0,190.0,62.1,226.0,73.9
12131,1477.0,1477.0,737.0,49.9,188.0,12.7,101.0,6.8,66.0,4.5,382.0,25.9,737.0,737.0,469.0,63.6,534.0,72.5
12133,754.0,754.0,299.0,39.7,49.0,6.5,29.0,3.8,92.0,12.2,129.0,17.1,299.0,299.0,169.0,56.5,240.0,80.3
13001,444.0,444.0,296.0,66.7,64.0,14.4,63.0,14.2,47.0,10.6,122.0,27.5,296.0,296.0,186.0,62.8,192.0,64.9
13003,288.0,288.0,131.0,45.5,48.0,16.7,17.0,5.9,25.0,8.7,41.0,14.2,131.0,131.0,85.0,64.9,86.0,65.6
13005,291.0,291.0,164.0,56.4,0.0,0.0,29.0,10.0,7.0,2.4,128.0,44.0,164.0,164.0,117.0,71.3,113.0,68.9
13007,107.0,107.0,51.0,47.7,0.0,0.0,0.0,0.0,0.0,0.0,51.0,47.7,51.0,51.0,36.0,70.6,29.0,56.9
13009,783.0,783.0,266.0,34.0,54.0,6.9,87.0,11.1,26.0,3.3,99.0,12.6,266.0,266.0,209.0,78.6,145.0,54.5
13011,769.0,769.0,212.0,27.6,71.0,9.2,95.0,12.4,12.0,1.6,34.0,4.4,212.0,212.0,97.0,45.8,182.0,85.8
13013,2411.0,2411.0,810.0,33.6,166.0,6.9,171.0,7.1,168.0,7.0,305.0,12.7,810.0,810.0,487.0,60.1,578.0,71.4
13015,3554.0,3554.0,1427.0,40.2,242.0,6.8,259.0,7.3,320.0,9.0,606.0,17.1,1427.0,1427.0,743.0,52.1,996.0,69.8
13017,451.0,451.0,248.0,55.0,48.0,10.6,114.0,25.3,11.0,2.4,75.0,16.6,248.0,248.0,192.0,77.4,109.0,44.0
13019,511.0,511.0,277.0,54.2,78.0,15.3,39.0,7.6,43.0,8.4,117.0,22.9,277.0,277.0,164.0,59.2,191.0,69.0
13021,3265.0,3265.0,1691.0,51.8,345.0,10.6,455.0,13.9,233.0,7.1,658.0,20.2,1691.0,1691.0,1274.0,75.3,846.0,50.0
13023,428.0,428.0,290.0,67.8,7.0,1.6,43.0,10.0,10.0,2.3,230.0,53.7,290.0,290.0,194.0,66.9,144.0,49.7
13025,667.0,667.0,307.0,46.0,13.0,1.9,0.0,0.0,60.0,9.0,234.0,35.1,307.0,307.0,183.0,59.6,218.0,71.0
13027,345.0,345.0,174.0,50.4,53.0,15.4,17.0,4.9,30.0,8.7,74.0,21.4,174.0,174.0,170.0,97.7,34.0,19.5
13029,808.0,808.0,621.0,76.9,189.0,23.4,134.0,16.6,99.0,12.3,199.0,24.6,621.0,621.0,402.0,64.7,462.0,74.4
13031,1578.0,1578.0,637.0,40.4,227.0,14.4,61.0,3.9,46.0,2.9,303.0,19.2,637.0,637.0,395.0,62.0,478.0,75.0
13033,600.0,600.0,317.0,52.8,17.0,2.8,55.0,9.2,37.0,6.2,208.0,34.7,317.0,317.0,237.0,74.8,150.0,47.3
13035,539.0,539.0,297.0,55.1,73.0,13.5,54.0,10.0,35.0,6.5,135.0,25.0,297.0,297.0,162.0,54.5,223.0,75.1
13037,170.0,170.0,130.0,76.5,38.0,22.4,32.0,18.8,8.0,4.7,52.0,30.6,130.0,130.0,82.0,63.1,99.0,76.2
13039,724.0,724.0,325.0,44.9,19.0,2.6,132.0,18.2,40.0,5.5,134.0,18.5,325.0,325.0,191.0,58.8,244.0,75.1
13043,330.0,330.0,208.0,63.0,0.0,0.0,78.0,23.6,0.0,0.0,130.0,39.4,208.0,208.0,103.0,49.5,189.0,90.9
13045,2955.0,2955.0,1488.0,50.4,302.0,10.2,361.0,12.2,206.0,7.0,619.0,20.9,1488.0,1488.0,1046.0,70.3,960.0,64.5
13047,1558.0,1558.0,798.0,51.2,189.0,12.1,295.0,18.9,25.0,1.6,289.0,18.5,798.0,798.0,475.0,59.5,702.0,88.0
13049,259.0,259.0,182.0,70.3,71.0,27.4,3.0,1.2,10.0,3.9,98.0,37.8,182.0,182.0,89.0,48.9,157.0,86.3
13051,7150.0,7150.0,2395.0,33.5,286.0,4.0,468.0,6.5,494.0,6.9,1147.0,16.0,2395.0,2395.0,1612.0,67.3,1606.0,67.1
13053,60.0,60.0,50.0,83.3,35.0,58.3,0.0,0.0,15.0,25.0,0.0,0.0,50.0,50.0,25.0,50.0,35.0,70.0
13055,833.0,833.0,484.0,58.1,84.0,10.1,193.0,23.2,122.0,14.6,85.0,10.2,484.0,484.0,314.0,64.9,328.0,67.8
13057,5291.0,5291.0,1643.0,31.1,286.0,5.4,168.0,3.2,143.0,2.7,1046.0,19.8,1643.0,1643.0,793.0,48.3,1343.0,81.7
