countyFIPS,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years,Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years,Percent Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years,Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female,Percent Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female,Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married,Percent Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married
27109,1768.0,1768.0,729.0,41.2,159.0,9.0,223.0,12.6,211.0,11.9,136.0,7.7,729.0,729.0,479.0,65.7,535.0,73.4
27111,624.0,624.0,283.0,45.4,121.0,19.4,74.0,11.9,2.0,0.3,86.0,13.8,283.0,283.0,145.0,51.2,243.0,85.9
27113,83.0,83.0,40.0,48.2,3.0,3.6,0.0,0.0,14.0,16.9,23.0,27.7,40.0,40.0,35.0,87.5,20.0,50.0
27115,409.0,409.0,150.0,36.7,11.0,2.7,67.0,16.4,34.0,8.3,38.0,9.3,150.0,150.0,98.0,65.3,91.0,60.7
27117,63.0,63.0,33.0,52.4,6.0,9.5,0.0,0.0,0.0,0.0,27.0,42.9,33.0,33.0,29.0,87.9,4.0,12.1
27119,260.0,260.0,84.0,32.3,9.0,3.5,38.0,14.6,10.0,3.8,27.0,10.4,84.0,84.0,41.0,48.8,50.0,59.5
27121,80.0,80.0,36.0,45.0,5.0,6.3,5.0,6.3,6.0,7.5,20.0,25.0,36.0,36.0,18.0,50.0,27.0,75.0
27123,8894.0,8894.0,2107.0,23.7,436.0,4.9,407.0,4.6,329.0,3.7,935.0,10.5,2107.0,2107.0,1381.0,65.5,1526.0,72.4
27125,43.0,43.0,18.0,41.9,0.0,0.0,3.0,7.0,15.0,34.9,0.0,0.0,18.0,18.0,6.0,33.3,18.0,100.0
27127,116.0,116.0,26.0,22.4,8.0,6.9,15.0,12.9,0.0,0.0,3.0,2.6,26.0,26.0,13.0,50.0,23.0,88.5
27129,124.0,124.0,49.0,39.5,12.0,9.7,13.0,10.5,8.0,6.5,16.0,12.9,49.0,49.0,22.0,44.9,44.0,89.8
27131,567.0,567.0,185.0,32.6,41.0,7.2,62.0,10.9,50.0,8.8,32.0,5.6,185.0,185.0,107.0,57.8,144.0,77.8
27133,65.0,65.0,28.0,43.1,0.0,0.0,0.0,0.0,17.0,26.2,11.0,16.9,28.0,28.0,18.0,64.3,22.0,78.6
27135,123.0,123.0,56.0,45.5,23.0,18.7,7.0,5.7,6.0,4.9,20.0,16.3,56.0,56.0,29.0,51.8,44.0,78.6
27137,2072.0,2072.0,897.0,43.3,205.0,9.9,236.0,11.4,180.0,8.7,276.0,13.3,897.0,897.0,503.0,56.1,689.0,76.8
27139,2170.0,2170.0,560.0,25.8,153.0,7.1,99.0,4.6,140.0,6.5,168.0,7.7,560.0,560.0,382.0,68.2,351.0,62.7
27141,1022.0,1022.0,391.0,38.3,67.0,6.6,34.0,3.3,52.0,5.1,238.0,23.3,391.0,391.0,234.0,59.8,322.0,82.4
27143,194.0,194.0,84.0,43.3,16.0,8.2,24.0,12.4,24.0,12.4,20.0,10.3,84.0,84.0,42.0,50.0,75.0,89.3
27145,1312.0,1312.0,653.0,49.8,141.0,10.7,198.0,15.1,83.0,6.3,231.0,17.6,653.0,653.0,428.0,65.5,449.0,68.8
27147,272.0,272.0,100.0,36.8,30.0,11.0,1.0,0.4,4.0,1.5,65.0,23.9,100.0,100.0,53.0,53.0,93.0,93.0
27149,66.0,66.0,9.0,13.6,3.0,4.5,3.0,4.5,0.0,0.0,3.0,4.5,9.0,9.0,4.0,44.4,9.0,100.0
27151,124.0,124.0,89.0,71.8,4.0,3.2,58.0,46.8,0.0,0.0,27.0,21.8,89.0,89.0,50.0,56.2,76.0,85.4
27153,389.0,389.0,179.0,46.0,70.0,18.0,6.0,1.5,6.0,1.5,97.0,24.9,179.0,179.0,87.0,48.6,153.0,85.5
27155,41.0,41.0,29.0,70.7,9.0,22.0,0.0,0.0,4.0,9.8,16.0,39.0,29.0,29.0,27.0,93.1,4.0,13.8
27157,250.0,250.0,74.0,29.6,0.0,0.0,37.0,14.8,8.0,3.2,29.0,11.6,74.0,74.0,38.0,51.4,57.0,77.0
27159,125.0,125.0,62.0,49.6,23.0,18.4,10.0,8.0,25.0,20.0,4.0,3.2,62.0,62.0,40.0,64.5,50.0,80.6
27161,191.0,191.0,127.0,66.5,0.0,0.0,3.0,1.6,62.0,32.5,62.0,32.5,127.0,127.0,68.0,53.5,111.0,87.4
27163,3473.0,3473.0,935.0,26.9,64.0,1.8,245.0,7.1,204.0,5.9,422.0,12.2,935.0,935.0,482.0,51.6,825.0,88.2
27165,197.0,197.0,132.0,67.0,36.0,18.3,41.0,20.8,25.0,12.7,30.0,15.2,132.0,132.0,51.0,38.6,132.0,100.0
27167,33.0,33.0,14.0,42.4,0.0,0.0,6.0,18.2,8.0,24.2,0.0,0.0,14.0,14.0,7.0,50.0,14.0,100.0
27169,419.0,419.0,204.0,48.7,23.0,5.5,26.0,6.2,28.0,6.7,127.0,30.3,204.0,204.0,114.0,55.9,156.0,76.5
27171,1346.0,1346.0,406.0,30.2,122.0,9.1,64.0,4.8,138.0,10.3,82.0,6.1,406.0,406.0,236.0,58.1,297.0,73.2
27173,103.0,103.0,60.0,58.3,9.0,8.7,0.0,0.0,0.0,0.0,51.0,49.5,60.0,60.0,33.0,55.0,59.0,98.3
28001,934.0,934.0,645.0,69.1,172.0,18.4,45.0,4.8,122.0,13.1,306.0,32.8,645.0,645.0,461.0,71.5,393.0,60.9
28003,890.0,890.0,471.0,52.9,5.0,0.6,41.0,4.6,119.0,13.4,306.0,34.4,471.0,471.0,340.0,72.2,273.0,58.0
28005,306.0,306.0,230.0,75.2,40.0,13.1,28.0,9.2,103.0,33.7,59.0,19.3,230.0,230.0,158.0,68.7,148.0,64.3
28007,769.0,769.0,487.0,63.3,153.0,19.9,92.0,12.0,22.0,2.9,220.0,28.6,487.0,487.0,362.0,74.3,298.0,61.2
28009,131.0,131.0,77.0,58.8,5.0,3.8,60.0,45.8,0.0,0.0,12.0,9.2,77.0,77.0,55.0,71.4,65.0,84.4
28011,864.0,864.0,515.0,59.6,40.0,4.6,147.0,17.0,89.0,10.3,239.0,27.7,515.0,515.0,344.0,66.8,310.0,60.2
28013,449.0,449.0,276.0,61.5,25.0,5.6,28.0,6.2,22.0,4.9,201.0,44.8,276.0,276.0,157.0,56.9,190.0,68.8
28015,167.0,167.0,77.0,46.1,0.0,0.0,40.0,24.0,0.0,0.0,37.0,22.2,77.0,77.0,23.0,29.9,54.0,70.1
28017,445.0,445.0,229.0,51.5,6.0,1.3,71.0,16.0,21.0,4.7,131.0,29.4,229.0,229.0,183.0,79.9,103.0,45.0
28019,217.0,217.0,120.0,55.3,21.0,9.7,15.0,6.9,6.0,2.8,78.0,35.9,120.0,120.0,79.0,65.8,95.0,79.2
28021,373.0,373.0,194.0,52.0,13.0,3.5,64.0,17.2,33.0,8.8,84.0,22.5,194.0,194.0,179.0,92.3,125.0,64.4
28023,403.0,403.0,296.0,73.4,82.0,20.3,21.0,5.2,0.0,0.0,193.0,47.9,296.0,296.0,227.0,76.7,231.0,78.0
28025,652.0,652.0,520.0,79.8,136.0,20.9,173.0,26.5,65.0,10.0,146.0,22.4,520.0,520.0,296.0,56.9,414.0,79.6
28027,969.0,969.0,536.0,55.3,66.0,6.8,56.0,5.8,114.0,11.8,300.0,31.0,536.0,536.0,345.0,64.4,384.0,71.6
28029,1090.0,1090.0,337.0,30.9,100.0,9.2,54.0,5.0,45.0,4.1,138.0,12.7,337.0,337.0,197.0,58.5,286.0,84.9
28031,719.0,719.0,415.0,57.7,88.0,12.2,54.0,7.5,111.0,15.4,162.0,22.5,415.0,415.0,250.0,60.2,309.0,74.5
28033,5201.0,5201.0,2413.0,46.4,302.0,5.8,722.0,13.9,281.0,5.4,1108.0,21.3,2413.0,2413.0,1590.0,65.9,1653.0,68.5
28035,1841.0,1841.0,867.0,47.1,183.0,9.9,62.0,3.4,254.0,13.8,368.0,20.0,867.0,867.0,628.0,72.4,383.0,44.2
28037,349.0,349.0,269.0,77.1,88.0,25.2,4.0,1.1,0.0,0.0,177.0,50.7,269.0,269.0,151.0,56.1,253.0,94.1
28039,522.0,522.0,272.0,52.1,26.0,5.0,36.0,6.9,42.0,8.0,168.0,32.2,272.0,272.0,172.0,63.2,239.0,87.9
28041,196.0,196.0,123.0,62.8,61.0,31.1,3.0,1.5,0.0,0.0,59.0,30.1,123.0,123.0,74.0,60.2,121.0,98.4
28043,771.0,771.0,292.0,37.9,57.0,7.4,45.0,5.8,43.0,5.6,147.0,19.1,292.0,292.0,198.0,67.8,216.0,74.0
28045,1767.0,1767.0,720.0,40.7,137.0,7.8,207.0,11.7,83.0,4.7,293.0,16.6,720.0,720.0,479.0,66.5,422.0,58.6
28047,4646.0,4646.0,2106.0,45.3,489.0,10.5,505.0,10.9,229.0,4.9,883.0,19.0,2106.0,2106.0,1526.0,72.5,1229.0,58.4
28049,7526.0,7526.0,3906.0,51.9,732.0,9.7,863.0,11.5,642.0,8.5,1669.0,22.2,3906.0,3906.0,2843.0,72.8,2253.0,57.7
28051,823.0,823.0,348.0,42.3,33.0,4.0,59.0,7.2,23.0,2.8,233.0,28.3,348.0,348.0,278.0,79.9,150.0,43.1
28053,397.0,397.0,203.0,51.1,48.0,12.1,21.0,5.3,31.0,7.8,103.0,25.9,203.0,203.0,133.0,65.5,116.0,57.1
28055,26.0,26.0,16.0,61.5,0.0,0.0,3.0,11.5,0.0,0.0,13.0,50.0,16.0,16.0,12.0,75.0,13.0,81.3
28057,923.0,923.0,563.0,61.0,46.0,5.0,176.0,19.1,28.0,3.0,313.0,33.9,563.0,563.0,295.0,52.4,485.0,86.1
28059,4040.0,4040.0,1966.0,48.7,525.0,13.0,414.0,10.2,111.0,2.7,916.0,22.7,1966.0,1966.0,1270.0,64.6,1253.0,63.7
28061,549.0,549.0,308.0,56.1,44.0,8.0,32.0,5.8,67.0,12.2,165.0,30.1,308.0,308.0,188.0,61.0,147.0,47.7
28063,305.0,305.0,207.0,67.9,65.0,21.3,27.0,8.9,0.0,0.0,115.0,37.7,207.0,207.0,198.0,95.7,98.0,47.3
28065,502.0,502.0,321.0,63.9,39.0,7.8,14.0,2.8,56.0,11.2,212.0,42.2,321.0,321.0,249.0,77.6,177.0,55.1
28067,1890.0,1890.0,1073.0,56.8,203.0,10.7,255.0,13.5,196.0,10.4,419.0,22.2,1073.0,1073.0,633.0,59.0,719.0,67.0
28069,384.0,384.0,265.0,69.0,29.0,7.6,28.0,7.3,19.0,4.9,189.0,49.2,265.0,265.0,164.0,61.9,225.0,84.9
28071,827.0,827.0,472.0,57.1,67.0,8.1,84.0,10.2,141.0,17.0,180.0,21.8,472.0,472.0,257.0,54.4,373.0,79.0
28073,1253.0,1253.0,463.0,37.0,30.0,2.4,107.0,8.5,197.0,15.7,129.0,10.3,463.0,463.0,287.0,62.0,228.0,49.2
28075,1796.0,1796.0,1031.0,57.4,230.0,12.8,184.0,10.2,89.0,5.0,528.0,29.4,1031.0,1031.0,627.0,60.8,817.0,79.2
28077,356.0,356.0,86.0,24.2,21.0,5.9,29.0,8.1,0.0,0.0,36.0,10.1,86.0,86.0,51.0,59.3,64.0,74.4
28079,707.0,707.0,409.0,57.9,32.0,4.5,0.0,0.0,84.0,11.9,293.0,41.4,409.0,409.0,233.0,57.0,259.0,63.3
28081,2299.0,2299.0,1083.0,47.1,320.0,13.9,227.0,9.9,105.0,4.6,431.0,18.7,1083.0,1083.0,713.0,65.8,727.0,67.1
28083,1146.0,1146.0,350.0,30.5,66.0,5.8,114.0,9.9,19.0,1.7,151.0,13.2,350.0,350.0,274.0,78.3,171.0,48.9
28085,814.0,814.0,347.0,42.6,47.0,5.8,210.0,25.8,0.0,0.0,90.0,11.1,347.0,347.0,204.0,58.8,269.0,77.5
28087,1712.0,1712.0,1063.0,62.1,264.0,15.4,220.0,12.9,146.0,8.5,433.0,25.3,1063.0,1063.0,691.0,65.0,781.0,73.5
28089,1888.0,1888.0,998.0,52.9,289.0,15.3,89.0,4.7,229.0,12.1,391.0,20.7,998.0,998.0,634.0,63.5,649.0,65.0
28091,747.0,747.0,395.0,52.9,34.0,4.6,170.0,22.8,41.0,5.5,150.0,20.1,395.0,395.0,315.0,79.7,203.0,51.4
28093,876.0,876.0,539.0,61.5,60.0,6.8,124.0,14.2,87.0,9.9,268.0,30.6,539.0,539.0,367.0,68.1,404.0,75.0
28095,914.0,914.0,497.0,54.4,13.0,1.4,28.0,3.1,82.0,9.0,374.0,40.9,497.0,497.0,363.0,73.0,306.0,61.6
28097,158.0,158.0,126.0,79.7,23.0,14.6,29.0,18.4,0.0,0.0,74.0,46.8,126.0,126.0,94.0,74.6,108.0,85.7
28099,1330.0,1330.0,998.0,75.0,227.0,17.1,108.0,8.1,260.0,19.5,403.0,30.3,998.0,998.0,646.0,64.7,713.0,71.4
28101,726.0,726.0,380.0,52.3,20.0,2.8,25.0,3.4,111.0,15.3,224.0,30.9,380.0,380.0,255.0,67.1,256.0,67.4
28103,304.0,304.0,81.0,26.6,5.0,1.6,49.0,16.1,8.0,2.6,19.0,6.3,81.0,81.0,81.0,100.0,44.0,54.3
28105,742.0,742.0,499.0,67.3,79.0,10.6,13.0,1.8,114.0,15.4,293.0,39.5,499.0,499.0,343.0,68.7,329.0,65.9
28107,1340.0,1340.0,898.0,67.0,127.0,9.5,274.0,20.4,97.0,7.2,400.0,29.9,898.0,898.0,579.0,64.5,723.0,80.5
28109,2115.0,2115.0,1384.0,65.4,162.0,7.7,596.0,28.2,162.0,7.7,464.0,21.9,1384.0,1384.0,886.0,64.0,1160.0,83.8
28111,425.0,425.0,238.0,56.0,33.0,7.8,39.0,9.2,68.0,16.0,98.0,23.1,238.0,238.0,192.0,80.7,125.0,52.5
28113,1172.0,1172.0,689.0,58.8,133.0,11.3,162.0,13.8,152.0,13.0,242.0,20.6,689.0,689.0,562.0,81.6,391.0,56.7
28115,910.0,910.0,388.0,42.6,44.0,4.8,59.0,6.5,21.0,2.3,264.0,29.0,388.0,388.0,283.0,72.9,279.0,71.9
28117,1282.0,1282.0,721.0,56.2,171.0,13.3,246.0,19.2,61.0,4.8,243.0,19.0,721.0,721.0,410.0,56.9,588.0,81.6
28119,296.0,296.0,200.0,67.6,38.0,12.8,19.0,6.4,55.0,18.6,88.0,29.7,200.0,200.0,160.0,80.0,89.0,44.5
28121,3856.0,3856.0,1887.0,48.9,378.0,9.8,287.0,7.4,246.0,6.4,976.0,25.3,1887.0,1887.0,1170.0,62.0,1412.0,74.8
28123,849.0,849.0,372.0,43.8,3.0,0.4,135.0,15.9,96.0,11.3,138.0,16.3,372.0,372.0,293.0,78.8,253.0,68.0
28125,258.0,258.0,156.0,60.5,0.0,0.0,3.0,1.2,31.0,12.0,122.0,47.3,156.0,156.0,116.0,74.4,58.0,37.2
28127,1411.0,1411.0,644.0,45.6,173.0,12.3,140.0,9.9,68.0,4.8,263.0,18.6,644.0,644.0,396.0,61.5,469.0,72.8
28129,539.0,539.0,257.0,47.7,35.0,6.5,38.0,7.1,39.0,7.2,145.0,26.9,257.0,257.0,144.0,56.0,195.0,75.9
28131,476.0,476.0,189.0,39.7,85.0,17.9,0.0,0.0,8.0,1.7,96.0,20.2,189.0,189.0,176.0,93.1,169.0,89.4
28133,1182.0,1182.0,637.0,53.9,65.0,5.5,63.0,5.3,36.0,3.0,473.0,40.0,637.0,637.0,428.0,67.2,433.0,68.0
28135,540.0,540.0,354.0,65.6,66.0,12.2,46.0,8.5,47.0,8.7,195.0,36.1,354.0,354.0,296.0,83.6,204.0,57.6
28137,1254.0,1254.0,528.0,42.1,28.0,2.2,133.0,10.6,187.0,14.9,180.0,14.4,528.0,528.0,358.0,67.8,337.0,63.8
28139,755.0,755.0,303.0,40.1,3.0,0.4,142.0,18.8,53.0,7.0,105.0,13.9,303.0,303.0,164.0,54.1,231.0,76.2
28141,267.0,267.0,203.0,76.0,0.0,0.0,39.0,14.6,38.0,14.2,126.0,47.2,203.0,203.0,101.0,49.8,158.0,77.8
28143,345.0,345.0,203.0,58.8,59.0,17.1,56.0,16.2,4.0,1.2,84.0,24.3,203.0,203.0,147.0,72.4,83.0,40.9
28145,552.0,552.0,246.0,44.6,18.0,3.3,88.0,15.9,16.0,2.9,124.0,22.5,246.0,246.0,118.0,48.0,200.0,81.3
28147,392.0,392.0,220.0,56.1,46.0,11.7,67.0,17.1,22.0,5.6,85.0,21.7,220.0,220.0,145.0,65.9,171.0,77.7
28149,1342.0,1342.0,667.0,49.7,50.0,3.7,111.0,8.3,42.0,3.1,464.0,34.6,667.0,667.0,395.0,59.2,560.0,84.0
28151,1951.0,1951.0,1145.0,58.7,108.0,5.5,171.0,8.8,201.0,10.3,665.0,34.1,1145.0,1145.0,782.0,68.3,678.0,59.2
28153,549.0,549.0,397.0,72.3,6.0,1.1,128.0,23.3,104.0,18.9,159.0,29.0,397.0,397.0,215.0,54.2,289.0,72.8
28155,186.0,186.0,87.0,46.8,12.0,6.5,0.0,0.0,13.0,7.0,62.0,33.3,87.0,87.0,61.0,70.1,79.0,90.8
28157,410.0,410.0,248.0,60.5,9.0,2.2,45.0,11.0,57.0,13.9,137.0,33.4,248.0,248.0,160.0,64.5,139.0,56.0
28159,538.0,538.0,448.0,83.3,37.0,6.9,44.0,8.2,110.0,20.4,257.0,47.8,448.0,448.0,275.0,61.4,269.0,60.0
28161,250.0,250.0,106.0,42.4,9.0,3.6,11.0,4.4,12.0,4.8,74.0,29.6,106.0,106.0,40.0,37.7,95.0,89.6
28163,1078.0,1078.0,468.0,43.4,51.0,4.7,199.0,18.5,44.0,4.1,174.0,16.1,468.0,468.0,431.0,92.1,200.0,42.7
29001,265.0,265.0,154.0,58.1,31.0,11.7,87.0,32.8,26.0,9.8,10.0,3.8,154.0,154.0,73.0,47.4,136.0,88.3
29003,455.0,455.0,245.0,53.8,61.0,13.4,26.0,5.7,35.0,7.7,123.0,27.0,245.0,245.0,126.0,51.4,187.0,76.3
29005,53.0,53.0,31.0,58.5,0.0,0.0,5.0,9.4,1.0,1.9,25.0,47.2,31.0,31.0,8.0,25.8,25.0,80.6
29007,462.0,462.0,303.0,65.6,85.0,18.4,64.0,13.9,20.0,4.3,134.0,29.0,303.0,303.0,186.0,61.4,268.0,88.4
29009,883.0,883.0,518.0,58.7,87.0,9.9,65.0,7.4,45.0,5.1,321.0,36.4,518.0,518.0,279.0,53.9,455.0,87.8
29011,448.0,448.0,213.0,47.5,113.0,25.2,11.0,2.5,51.0,11.4,38.0,8.5,213.0,213.0,99.0,46.5,190.0,89.2
29013,404.0,404.0,155.0,38.4,21.0,5.2,64.0,15.8,20.0,5.0,50.0,12.4,155.0,155.0,70.0,45.2,110.0,71.0
29015,216.0,216.0,80.0,37.0,6.0,2.8,11.0,5.1,20.0,9.3,43.0,19.9,80.0,80.0,54.0,67.5,47.0,58.8
29017,225.0,225.0,138.0,61.3,0.0,0.0,42.0,18.7,23.0,10.2,73.0,32.4,138.0,138.0,98.0,71.0,114.0,82.6
29019,2440.0,2440.0,1130.0,46.3,324.0,13.3,413.0,16.9,113.0,4.6,280.0,11.5,1130.0,1130.0,714.0,63.2,899.0,79.6
29021,1964.0,1964.0,947.0,48.2,91.0,4.6,114.0,5.8,357.0,18.2,385.0,19.6,947.0,947.0,600.0,63.4,744.0,78.6
29023,1492.0,1492.0,830.0,55.6,83.0,5.6,165.0,11.1,310.0,20.8,272.0,18.2,830.0,830.0,580.0,69.9,519.0,62.5
29025,163.0,163.0,105.0,64.4,24.0,14.7,22.0,13.5,19.0,11.7,40.0,24.5,105.0,105.0,55.0,52.4,82.0,78.1
29027,1263.0,1263.0,733.0,58.0,156.0,12.4,80.0,6.3,125.0,9.9,372.0,29.5,733.0,733.0,393.0,53.6,607.0,82.8
29029,641.0,641.0,349.0,54.4,42.0,6.6,186.0,29.0,48.0,7.5,73.0,11.4,349.0,349.0,237.0,67.9,269.0,77.1
29031,840.0,840.0,427.0,50.8,26.0,3.1,123.0,14.6,56.0,6.7,222.0,26.4,427.0,427.0,218.0,51.1,364.0,85.2
29033,204.0,204.0,142.0,69.6,23.0,11.3,19.0,9.3,34.0,16.7,66.0,32.4,142.0,142.0,82.0,57.7,135.0,95.1
29035,97.0,97.0,14.0,14.4,0.0,0.0,5.0,5.2,0.0,0.0,9.0,9.3,14.0,14.0,8.0,57.1,11.0,78.6
29037,2101.0,2101.0,891.0,42.4,246.0,11.7,148.0,7.0,80.0,3.8,417.0,19.8,891.0,891.0,506.0,56.8,714.0,80.1
29039,219.0,219.0,137.0,62.6,0.0,0.0,0.0,0.0,0.0,0.0,137.0,62.6,137.0,137.0,85.0,62.0,96.0,70.1
29041,155.0,155.0,57.0,36.8,8.0,5.2,5.0,3.2,7.0,4.5,37.0,23.9,57.0,57.0,30.0,52.6,54.0,94.7
29043,1125.0,1125.0,394.0,35.0,80.0,7.1,66.0,5.9,84.0,7.5,164.0,14.6,394.0,394.0,231.0,58.6,285.0,72.3
29045,139.0,139.0,84.0,60.4,15.0,10.8,0.0,0.0,0.0,0.0,69.0,49.6,84.0,84.0,46.0,54.8,73.0,86.9
29047,4813.0,4813.0,1792.0,37.2,424.0,8.8,234.0,4.9,505.0,10.5,629.0,13.1,1792.0,1792.0,1082.0,60.4,1264.0,70.5
29049,250.0,250.0,168.0,67.2,11.0,4.4,18.0,7.2,40.0,16.0,99.0,39.6,168.0,168.0,113.0,67.3,126.0,75.0
29051,757.0,757.0,295.0,39.0,100.0,13.2,28.0,3.7,34.0,4.5,133.0,17.6,295.0,295.0,193.0,65.4,182.0,61.7
29053,248.0,248.0,89.0,35.9,34.0,13.7,29.0,11.7,9.0,3.6,17.0,6.9,89.0,89.0,68.0,76.4,38.0,42.7
29055,739.0,739.0,386.0,52.2,75.0,10.1,113.0,15.3,11.0,1.5,187.0,25.3,386.0,386.0,196.0,50.8,303.0,78.5
29057,197.0,197.0,97.0,49.2,40.0,20.3,10.0,5.1,27.0,13.7,20.0,10.2,97.0,97.0,59.0,60.8,62.0,63.9
29059,354.0,354.0,73.0,20.6,15.0,4.2,15.0,4.2,12.0,3.4,31.0,8.8,73.0,73.0,65.0,89.0,8.0,11.0
29061,250.0,250.0,111.0,44.4,26.0,10.4,6.0,2.4,9.0,3.6,70.0,28.0,111.0,111.0,62.0,55.9,94.0,84.7
29063,144.0,144.0,34.0,23.6,24.0,16.7,6.0,4.2,0.0,0.0,4.0,2.8,34.0,34.0,31.0,91.2,30.0,88.2
29065,231.0,231.0,176.0,76.2,49.0,21.2,0.0,0.0,25.0,10.8,102.0,44.2,176.0,176.0,72.0,40.9,151.0,85.8
29067,138.0,138.0,104.0,75.4,43.0,31.2,13.0,9.4,11.0,8.0,37.0,26.8,104.0,104.0,36.0,34.6,58.0,55.8
29069,656.0,656.0,487.0,74.2,16.0,2.4,95.0,14.5,115.0,17.5,261.0,39.8,487.0,487.0,323.0,66.3,375.0,77.0
29071,2492.0,2492.0,1319.0,52.9,378.0,15.2,53.0,2.1,260.0,10.4,628.0,25.2,1319.0,1319.0,785.0,59.5,870.0,66.0
29073,295.0,295.0,111.0,37.6,22.0,7.5,16.0,5.4,13.0,4.4,60.0,20.3,111.0,111.0,63.0,56.8,82.0,73.9
29075,94.0,94.0,49.0,52.1,14.0,14.9,12.0,12.8,0.0,0.0,23.0,24.5,49.0,49.0,33.0,67.3,35.0,71.4
29077,3762.0,3762.0,1826.0,48.5,433.0,11.5,331.0,8.8,278.0,7.4,784.0,20.8,1826.0,1826.0,1081.0,59.2,1289.0,70.6
29079,159.0,159.0,52.0,32.7,17.0,10.7,2.0,1.3,6.0,3.8,27.0,17.0,52.0,52.0,26.0,50.0,52.0,100.0
29081,94.0,94.0,63.0,67.0,10.0,10.6,12.0,12.8,3.0,3.2,38.0,40.4,63.0,63.0,37.0,58.7,45.0,71.4
29083,609.0,609.0,270.0,44.3,11.0,1.8,55.0,9.0,19.0,3.1,185.0,30.4,270.0,270.0,152.0,56.3,212.0,78.5
29085,197.0,197.0,15.0,7.6,3.0,1.5,8.0,4.1,4.0,2.0,0.0,0.0,15.0,15.0,9.0,60.0,10.0,66.7
29087,85.0,85.0,69.0,81.2,8.0,9.4,10.0,11.8,23.0,27.1,28.0,32.9,69.0,69.0,31.0,44.9,57.0,82.6
29089,215.0,215.0,82.0,38.1,20.0,9.3,10.0,4.7,20.0,9.3,32.0,14.9,82.0,82.0,40.0,48.8,59.0,72.0
29091,756.0,756.0,360.0,47.6,99.0,13.1,82.0,10.8,96.0,12.7,83.0,11.0,360.0,360.0,235.0,65.3,293.0,81.4
29093,320.0,320.0,136.0,42.5,17.0,5.3,50.0,15.6,35.0,10.9,34.0,10.6,136.0,136.0,77.0,56.6,122.0,89.7
29095,12655.0,12655.0,4971.0,39.3,740.0,5.8,1227.0,9.7,903.0,7.1,2101.0,16.6,4971.0,4971.0,3098.0,62.3,3222.0,64.8
29097,2497.0,2497.0,1334.0,53.4,214.0,8.6,339.0,13.6,416.0,16.7,365.0,14.6,1334.0,1334.0,726.0,54.4,876.0,65.7
29099,4672.0,4672.0,1840.0,39.4,300.0,6.4,300.0,6.4,370.0,7.9,870.0,18.6,1840.0,1840.0,1035.0,56.3,1420.0,77.2
29101,1011.0,1011.0,407.0,40.3,69.0,6.8,77.0,7.6,29.0,2.9,232.0,22.9,407.0,407.0,235.0,57.7,334.0,82.1
29103,71.0,71.0,19.0,26.8,6.0,8.5,0.0,0.0,6.0,8.5,7.0,9.9,19.0,19.0,7.0,36.8,8.0,42.1
29105,667.0,667.0,324.0,48.6,22.0,3.3,149.0,22.3,39.0,5.8,114.0,17.1,324.0,324.0,154.0,47.5,291.0,89.8
29107,721.0,721.0,267.0,37.0,20.0,2.8,42.0,5.8,126.0,17.5,79.0,11.0,267.0,267.0,147.0,55.1,162.0,60.7
29109,1055.0,1055.0,644.0,61.0,213.0,20.2,104.0,9.9,67.0,6.4,260.0,24.6,644.0,644.0,330.0,51.2,534.0,82.9
29111,196.0,196.0,47.0,24.0,8.0,4.1,4.0,2.0,0.0,0.0,35.0,17.9,47.0,47.0,26.0,55.3,47.0,100.0
