countyFIPS,Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school,Percent Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school,"Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool","Percent Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool",Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten,Percent Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten,Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8),Percent Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8),Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12),Percent Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12),Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school,Percent Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school
20099,4347.0,4347.0,189.0,4.3,311.0,7.2,2050.0,47.2,1156.0,26.6,641.0,14.7
20101,321.0,321.0,21.0,6.5,20.0,6.2,158.0,49.2,51.0,15.9,71.0,22.1
20103,21722.0,21722.0,1549.0,7.1,1268.0,5.8,8326.0,38.3,4465.0,20.6,6114.0,28.1
20105,707.0,707.0,56.0,7.9,29.0,4.1,362.0,51.2,196.0,27.7,64.0,9.1
20107,2050.0,2050.0,122.0,6.0,101.0,4.9,946.0,46.1,583.0,28.4,298.0,14.5
20109,643.0,643.0,35.0,5.4,18.0,2.8,345.0,53.7,154.0,24.0,91.0,14.2
20111,10568.0,10568.0,698.0,6.6,389.0,3.7,3332.0,31.5,1616.0,15.3,4533.0,42.9
20113,6946.0,6946.0,318.0,4.6,372.0,5.4,3149.0,45.3,1321.0,19.0,1786.0,25.7
20115,2964.0,2964.0,204.0,6.9,191.0,6.4,1135.0,38.3,597.0,20.1,837.0,28.2
20117,2155.0,2155.0,177.0,8.2,137.0,6.4,1081.0,50.2,467.0,21.7,293.0,13.6
20119,936.0,936.0,46.0,4.9,44.0,4.7,493.0,52.7,258.0,27.6,95.0,10.1
20121,8313.0,8313.0,542.0,6.5,415.0,5.0,4034.0,48.5,2071.0,24.9,1251.0,15.0
20123,1566.0,1566.0,77.0,4.9,82.0,5.2,547.0,34.9,368.0,23.5,492.0,31.4
20125,7814.0,7814.0,435.0,5.6,629.0,8.0,3568.0,45.7,1585.0,20.3,1597.0,20.4
20127,1190.0,1190.0,62.0,5.2,79.0,6.6,573.0,48.2,352.0,29.6,124.0,10.4
20129,558.0,558.0,23.0,4.1,28.0,5.0,272.0,48.7,178.0,31.9,57.0,10.2
20131,2490.0,2490.0,192.0,7.7,132.0,5.3,1191.0,47.8,609.0,24.5,366.0,14.7
20133,4136.0,4136.0,224.0,5.4,353.0,8.5,1748.0,42.3,905.0,21.9,906.0,21.9
20135,619.0,619.0,58.0,9.4,30.0,4.8,307.0,49.6,133.0,21.5,91.0,14.7
20137,1044.0,1044.0,109.0,10.4,59.0,5.7,419.0,40.1,281.0,26.9,176.0,16.9
20139,3510.0,3510.0,376.0,10.7,208.0,5.9,1618.0,46.1,868.0,24.7,440.0,12.5
20141,657.0,657.0,25.0,3.8,95.0,14.5,309.0,47.0,146.0,22.2,82.0,12.5
20143,1314.0,1314.0,106.0,8.1,39.0,3.0,648.0,49.3,378.0,28.8,143.0,10.9
20145,1278.0,1278.0,80.0,6.3,91.0,7.1,422.0,33.0,393.0,30.8,292.0,22.8
20147,1218.0,1218.0,88.0,7.2,79.0,6.5,558.0,45.8,323.0,26.5,170.0,14.0
20149,6596.0,6596.0,350.0,5.3,386.0,5.9,3195.0,48.4,1315.0,19.9,1350.0,20.5
20151,2490.0,2490.0,268.0,10.8,109.0,4.4,1044.0,41.9,481.0,19.3,588.0,23.6
20153,530.0,530.0,40.0,7.5,38.0,7.2,237.0,44.7,118.0,22.3,97.0,18.3
20155,15440.0,15440.0,1335.0,8.6,741.0,4.8,6646.0,43.0,3429.0,22.2,3289.0,21.3
20157,911.0,911.0,84.0,9.2,50.0,5.5,431.0,47.3,199.0,21.8,147.0,16.1
20159,2636.0,2636.0,202.0,7.7,129.0,4.9,1003.0,38.1,441.0,16.7,861.0,32.7
20161,30185.0,30185.0,909.0,3.0,630.0,2.1,5080.0,16.8,2192.0,7.3,21374.0,70.8
20163,1168.0,1168.0,139.0,11.9,40.0,3.4,534.0,45.7,281.0,24.1,174.0,14.9
20165,730.0,730.0,83.0,11.4,27.0,3.7,294.0,40.3,182.0,24.9,144.0,19.7
20167,1307.0,1307.0,45.0,3.4,39.0,3.0,671.0,51.3,375.0,28.7,177.0,13.5
20169,13539.0,13539.0,636.0,4.7,621.0,4.6,5832.0,43.1,3090.0,22.8,3360.0,24.8
20171,1164.0,1164.0,73.0,6.3,36.0,3.1,701.0,60.2,296.0,25.4,58.0,5.0
20173,139519.0,139519.0,8894.0,6.4,7423.0,5.3,58740.0,42.1,29793.0,21.4,34669.0,24.8
20175,6730.0,6730.0,453.0,6.7,479.0,7.1,3265.0,48.5,1452.0,21.6,1081.0,16.1
20177,43215.0,43215.0,2791.0,6.5,2610.0,6.0,18595.0,43.0,9309.0,21.5,9910.0,22.9
20179,509.0,509.0,33.0,6.5,37.0,7.3,283.0,55.6,112.0,22.0,44.0,8.6
20181,1544.0,1544.0,88.0,5.7,78.0,5.1,655.0,42.4,272.0,17.6,451.0,29.2
20183,715.0,715.0,80.0,11.2,38.0,5.3,314.0,43.9,148.0,20.7,135.0,18.9
20185,942.0,942.0,72.0,7.6,51.0,5.4,447.0,47.5,243.0,25.8,129.0,13.7
20187,575.0,575.0,39.0,6.8,31.0,5.4,259.0,45.0,202.0,35.1,44.0,7.7
20189,1523.0,1523.0,104.0,6.8,80.0,5.3,817.0,53.6,380.0,25.0,142.0,9.3
20191,5870.0,5870.0,407.0,6.9,375.0,6.4,2659.0,45.3,1547.0,26.4,882.0,15.0
20193,1834.0,1834.0,79.0,4.3,49.0,2.7,812.0,44.3,318.0,17.3,576.0,31.4
20195,514.0,514.0,16.0,3.1,49.0,9.5,221.0,43.0,140.0,27.2,88.0,17.1
20197,1625.0,1625.0,120.0,7.4,137.0,8.4,722.0,44.4,359.0,22.1,287.0,17.7
20199,352.0,352.0,39.0,11.1,32.0,9.1,163.0,46.3,79.0,22.4,39.0,11.1
20201,1097.0,1097.0,109.0,9.9,61.0,5.6,533.0,48.6,283.0,25.8,111.0,10.1
20203,469.0,469.0,23.0,4.9,64.0,13.6,202.0,43.1,145.0,30.9,35.0,7.5
20205,1744.0,1744.0,83.0,4.8,99.0,5.7,848.0,48.6,494.0,28.3,220.0,12.6
20207,600.0,600.0,66.0,11.0,74.0,12.3,256.0,42.7,132.0,22.0,72.0,12.0
20209,42387.0,42387.0,2764.0,6.5,2562.0,6.0,20575.0,48.5,8912.0,21.0,7574.0,17.9
21001,4739.0,4739.0,121.0,2.6,256.0,5.4,1662.0,35.1,966.0,20.4,1734.0,36.6
21003,4440.0,4440.0,292.0,6.6,356.0,8.0,2145.0,48.3,1036.0,23.3,611.0,13.8
21005,5130.0,5130.0,336.0,6.5,392.0,7.6,2297.0,44.8,1322.0,25.8,783.0,15.3
21007,1786.0,1786.0,99.0,5.5,47.0,2.6,868.0,48.6,458.0,25.6,314.0,17.6
21009,9903.0,9903.0,618.0,6.2,491.0,5.0,4687.0,47.3,2339.0,23.6,1768.0,17.9
21011,2780.0,2780.0,144.0,5.2,68.0,2.4,1538.0,55.3,676.0,24.3,354.0,12.7
21013,5690.0,5690.0,390.0,6.9,320.0,5.6,2688.0,47.2,1273.0,22.4,1019.0,17.9
21015,33614.0,33614.0,2436.0,7.2,1792.0,5.3,15438.0,45.9,8000.0,23.8,5948.0,17.7
21017,4290.0,4290.0,250.0,5.8,164.0,3.8,2118.0,49.4,1066.0,24.8,692.0,16.1
21019,10476.0,10476.0,570.0,5.4,735.0,7.0,4300.0,41.0,2491.0,23.8,2380.0,22.7
21021,7665.0,7665.0,341.0,4.4,200.0,2.6,2828.0,36.9,1548.0,20.2,2748.0,35.9
21023,1749.0,1749.0,92.0,5.3,106.0,6.1,945.0,54.0,368.0,21.0,238.0,13.6
21025,2482.0,2482.0,98.0,3.9,143.0,5.8,1072.0,43.2,696.0,28.0,473.0,19.1
21027,4365.0,4365.0,110.0,2.5,105.0,2.4,2315.0,53.0,1072.0,24.6,763.0,17.5
21029,17409.0,17409.0,867.0,5.0,915.0,5.3,8389.0,48.2,4308.0,24.7,2930.0,16.8
21031,2551.0,2551.0,131.0,5.1,172.0,6.7,1254.0,49.2,675.0,26.5,319.0,12.5
21033,2559.0,2559.0,141.0,5.5,215.0,8.4,1402.0,54.8,511.0,20.0,290.0,11.3
21035,12578.0,12578.0,431.0,3.4,271.0,2.2,3116.0,24.8,1537.0,12.2,7223.0,57.4
21037,22793.0,22793.0,1292.0,5.7,1195.0,5.2,8424.0,37.0,4489.0,19.7,7393.0,32.4
21039,1126.0,1126.0,94.0,8.3,44.0,3.9,462.0,41.0,292.0,25.9,234.0,20.8
21041,2333.0,2333.0,101.0,4.3,223.0,9.6,1260.0,54.0,511.0,21.9,238.0,10.2
21043,6316.0,6316.0,422.0,6.7,234.0,3.7,2688.0,42.6,1311.0,20.8,1661.0,26.3
21045,3164.0,3164.0,128.0,4.0,250.0,7.9,1493.0,47.2,785.0,24.8,508.0,16.1
21047,17721.0,17721.0,1330.0,7.5,1123.0,6.3,8211.0,46.3,3342.0,18.9,3715.0,21.0
21049,7887.0,7887.0,623.0,7.9,496.0,6.3,3426.0,43.4,1994.0,25.3,1348.0,17.1
21051,3983.0,3983.0,174.0,4.4,246.0,6.2,1941.0,48.7,878.0,22.0,744.0,18.7
21053,2111.0,2111.0,177.0,8.4,143.0,6.8,860.0,40.7,484.0,22.9,447.0,21.2
21055,1836.0,1836.0,132.0,7.2,143.0,7.8,914.0,49.8,410.0,22.3,237.0,12.9
21057,1197.0,1197.0,54.0,4.5,42.0,3.5,686.0,57.3,298.0,24.9,117.0,9.8
21059,24299.0,24299.0,2181.0,9.0,1338.0,5.5,10928.0,45.0,5313.0,21.9,4539.0,18.7
21061,2192.0,2192.0,116.0,5.3,123.0,5.6,1010.0,46.1,612.0,27.9,331.0,15.1
21063,1394.0,1394.0,71.0,5.1,105.0,7.5,629.0,45.1,362.0,26.0,227.0,16.3
21065,2764.0,2764.0,64.0,2.3,155.0,5.6,1501.0,54.3,662.0,24.0,382.0,13.8
21067,91282.0,91282.0,4956.0,5.4,3336.0,3.7,29818.0,32.7,13713.0,15.0,39459.0,43.2
21069,3196.0,3196.0,211.0,6.6,231.0,7.2,1538.0,48.1,718.0,22.5,498.0,15.6
21071,7638.0,7638.0,280.0,3.7,509.0,6.7,3510.0,46.0,1749.0,22.9,1590.0,20.8
21073,11611.0,11611.0,632.0,5.4,514.0,4.4,5085.0,43.8,2117.0,18.2,3263.0,28.1
21075,1256.0,1256.0,93.0,7.4,12.0,1.0,702.0,55.9,266.0,21.2,183.0,14.6
21077,2037.0,2037.0,129.0,6.3,223.0,10.9,855.0,42.0,608.0,29.8,222.0,10.9
21079,3523.0,3523.0,101.0,2.9,230.0,6.5,1788.0,50.8,837.0,23.8,567.0,16.1
21081,6288.0,6288.0,196.0,3.1,527.0,8.4,3099.0,49.3,1593.0,25.3,873.0,13.9
21083,8607.0,8607.0,626.0,7.3,520.0,6.0,3919.0,45.5,2066.0,24.0,1476.0,17.1
21085,5723.0,5723.0,383.0,6.7,354.0,6.2,2863.0,50.0,1333.0,23.3,790.0,13.8
21087,2128.0,2128.0,82.0,3.9,110.0,5.2,1048.0,49.2,527.0,24.8,361.0,17.0
21089,8076.0,8076.0,503.0,6.2,546.0,6.8,3500.0,43.3,1746.0,21.6,1781.0,22.1
21091,2114.0,2114.0,128.0,6.1,136.0,6.4,970.0,45.9,526.0,24.9,354.0,16.7
21093,28385.0,28385.0,1428.0,5.0,1333.0,4.7,12108.0,42.7,5868.0,20.7,7648.0,26.9
21095,5922.0,5922.0,385.0,6.5,365.0,6.2,2756.0,46.5,1304.0,22.0,1112.0,18.8
21097,3839.0,3839.0,159.0,4.1,109.0,2.8,2063.0,53.7,980.0,25.5,528.0,13.8
21099,3997.0,3997.0,212.0,5.3,139.0,3.5,1990.0,49.8,1197.0,29.9,459.0,11.5
21101,10434.0,10434.0,912.0,8.7,549.0,5.3,4991.0,47.8,2474.0,23.7,1508.0,14.5
21103,3556.0,3556.0,276.0,7.8,206.0,5.8,1708.0,48.0,916.0,25.8,450.0,12.7
21105,903.0,903.0,33.0,3.7,30.0,3.3,414.0,45.8,258.0,28.6,168.0,18.6
21107,10044.0,10044.0,687.0,6.8,630.0,6.3,4613.0,45.9,2419.0,24.1,1695.0,16.9
21109,2777.0,2777.0,102.0,3.7,212.0,7.6,1362.0,49.0,717.0,25.8,384.0,13.8
21111,181393.0,181393.0,11252.0,6.2,8942.0,4.9,75799.0,41.8,37680.0,20.8,47720.0,26.3
21113,13790.0,13790.0,742.0,5.4,549.0,4.0,6212.0,45.0,2773.0,20.1,3514.0,25.5
21115,5084.0,5084.0,201.0,4.0,338.0,6.6,2424.0,47.7,1170.0,23.0,951.0,18.7
21117,40122.0,40122.0,3027.0,7.5,1978.0,4.9,17899.0,44.6,8604.0,21.4,8614.0,21.5
21119,3437.0,3437.0,79.0,2.3,224.0,6.5,1441.0,41.9,632.0,18.4,1061.0,30.9
21121,7523.0,7523.0,420.0,5.6,397.0,5.3,3406.0,45.3,1724.0,22.9,1576.0,20.9
21123,2973.0,2973.0,154.0,5.2,159.0,5.3,1383.0,46.5,914.0,30.7,363.0,12.2
21125,13466.0,13466.0,608.0,4.5,462.0,3.4,6737.0,50.0,3196.0,23.7,2463.0,18.3
21127,3233.0,3233.0,87.0,2.7,265.0,8.2,1589.0,49.1,690.0,21.3,602.0,18.6
21129,1399.0,1399.0,71.0,5.1,38.0,2.7,626.0,44.7,409.0,29.2,255.0,18.2
21131,2026.0,2026.0,51.0,2.5,21.0,1.0,1261.0,62.2,460.0,22.7,233.0,11.5
21133,4734.0,4734.0,167.0,3.5,178.0,3.8,2264.0,47.8,1178.0,24.9,947.0,20.0
21135,2826.0,2826.0,158.0,5.6,163.0,5.8,1327.0,47.0,775.0,27.4,403.0,14.3
21137,5056.0,5056.0,278.0,5.5,318.0,6.3,2427.0,48.0,1083.0,21.4,950.0,18.8
21139,1898.0,1898.0,194.0,10.2,40.0,2.1,905.0,47.7,486.0,25.6,273.0,14.4
21141,6028.0,6028.0,450.0,7.5,341.0,5.7,2777.0,46.1,1508.0,25.0,952.0,15.8
21143,1198.0,1198.0,96.0,8.0,95.0,7.9,593.0,49.5,221.0,18.4,193.0,16.1
21145,14510.0,14510.0,844.0,5.8,828.0,5.7,6113.0,42.1,3510.0,24.2,3215.0,22.2
21147,3833.0,3833.0,278.0,7.3,157.0,4.1,1669.0,43.5,881.0,23.0,848.0,22.1
21149,2069.0,2069.0,167.0,8.1,131.0,6.3,1100.0,53.2,442.0,21.4,229.0,11.1
21151,28098.0,28098.0,1222.0,4.3,1132.0,4.0,8289.0,29.5,4008.0,14.3,13447.0,47.9
21153,2832.0,2832.0,132.0,4.7,263.0,9.3,1223.0,43.2,606.0,21.4,608.0,21.5
21155,4581.0,4581.0,267.0,5.8,290.0,6.3,2246.0,49.0,1098.0,24.0,680.0,14.8
21157,6210.0,6210.0,445.0,7.2,405.0,6.5,2874.0,46.3,1388.0,22.4,1098.0,17.7
21159,2185.0,2185.0,131.0,6.0,132.0,6.0,1184.0,54.2,398.0,18.2,340.0,15.6
21161,3545.0,3545.0,193.0,5.4,100.0,2.8,1809.0,51.0,780.0,22.0,663.0,18.7
21163,6949.0,6949.0,338.0,4.9,413.0,5.9,3095.0,44.5,1658.0,23.9,1445.0,20.8
21165,1351.0,1351.0,51.0,3.8,73.0,5.4,587.0,43.4,326.0,24.1,314.0,23.2
21167,4756.0,4756.0,331.0,7.0,288.0,6.1,2239.0,47.1,966.0,20.3,932.0,19.6
21169,2049.0,2049.0,155.0,7.6,61.0,3.0,1114.0,54.4,483.0,23.6,236.0,11.5
21171,2144.0,2144.0,159.0,7.4,83.0,3.9,1082.0,50.5,507.0,23.6,313.0,14.6
21173,6415.0,6415.0,321.0,5.0,217.0,3.4,3174.0,49.5,1521.0,23.7,1182.0,18.4
21175,2210.0,2210.0,47.0,2.1,131.0,5.9,1099.0,49.7,610.0,27.6,323.0,14.6
21177,6163.0,6163.0,367.0,6.0,285.0,4.6,2758.0,44.8,1759.0,28.5,994.0,16.1
21179,10471.0,10471.0,819.0,7.8,572.0,5.5,4855.0,46.4,2620.0,25.0,1605.0,15.3
21181,1482.0,1482.0,39.0,2.6,75.0,5.1,774.0,52.2,385.0,26.0,209.0,14.1
21183,5482.0,5482.0,258.0,4.7,302.0,5.5,2988.0,54.5,1228.0,22.4,706.0,12.9
21185,18679.0,18679.0,1213.0,6.5,836.0,4.5,8408.0,45.0,4769.0,25.5,3453.0,18.5
21187,2501.0,2501.0,146.0,5.8,206.0,8.2,1097.0,43.9,710.0,28.4,342.0,13.7
21189,864.0,864.0,78.0,9.0,45.0,5.2,336.0,38.9,256.0,29.6,149.0,17.2
21191,3174.0,3174.0,65.0,2.0,180.0,5.7,1505.0,47.4,851.0,26.8,573.0,18.1
21193,5761.0,5761.0,377.0,6.5,336.0,5.8,2623.0,45.5,1420.0,24.6,1005.0,17.4
21195,13120.0,13120.0,709.0,5.4,802.0,6.1,5554.0,42.3,3212.0,24.5,2843.0,21.7
21197,2876.0,2876.0,227.0,7.9,123.0,4.3,1315.0,45.7,704.0,24.5,507.0,17.6
21199,13762.0,13762.0,668.0,4.9,537.0,3.9,6500.0,47.2,3442.0,25.0,2615.0,19.0
21201,418.0,418.0,14.0,3.3,31.0,7.4,183.0,43.8,121.0,28.9,69.0,16.5
21203,3767.0,3767.0,214.0,5.7,188.0,5.0,1722.0,45.7,957.0,25.4,686.0,18.2
21205,8700.0,8700.0,311.0,3.6,354.0,4.1,2017.0,23.2,1152.0,13.2,4866.0,55.9
21207,3343.0,3343.0,175.0,5.2,289.0,8.6,1610.0,48.2,782.0,23.4,487.0,14.6
21209,14240.0,14240.0,1100.0,7.7,671.0,4.7,6412.0,45.0,2835.0,19.9,3222.0,22.6
21211,10576.0,10576.0,607.0,5.7,570.0,5.4,4845.0,45.8,2621.0,24.8,1933.0,18.3
21213,4233.0,4233.0,128.0,3.0,324.0,7.7,1749.0,41.3,1344.0,31.8,688.0,16.3
21215,4060.0,4060.0,172.0,4.2,260.0,6.4,1816.0,44.7,1047.0,25.8,765.0,18.8
21217,6700.0,6700.0,380.0,5.7,311.0,4.6,2433.0,36.3,1529.0,22.8,2047.0,30.6
21219,2864.0,2864.0,146.0,5.1,223.0,7.8,1389.0,48.5,591.0,20.6,515.0,18.0
21221,3107.0,3107.0,275.0,8.9,160.0,5.1,1444.0,46.5,751.0,24.2,477.0,15.4
21223,1932.0,1932.0,104.0,5.4,45.0,2.3,995.0,51.5,486.0,25.2,302.0,15.6
21225,3168.0,3168.0,190.0,6.0,217.0,6.8,1287.0,40.6,798.0,25.2,676.0,21.3
21227,39104.0,39104.0,1779.0,4.5,1417.0,3.6,12878.0,32.9,5992.0,15.3,17038.0,43.6
21229,2824.0,2824.0,170.0,6.0,150.0,5.3,1387.0,49.1,606.0,21.5,511.0,18.1
21231,4054.0,4054.0,311.0,7.7,225.0,5.6,2010.0,49.6,902.0,22.2,606.0,14.9
21233,2845.0,2845.0,230.0,8.1,120.0,4.2,1473.0,51.8,669.0,23.5,353.0,12.4
21235,9403.0,9403.0,517.0,5.5,571.0,6.1,3848.0,40.9,1809.0,19.2,2658.0,28.3
21237,1438.0,1438.0,77.0,5.4,186.0,12.9,672.0,46.7,372.0,25.9,131.0,9.1
21239,6396.0,6396.0,408.0,6.4,221.0,3.5,2851.0,44.6,1382.0,21.6,1534.0,24.0
22001,14862.0,14862.0,868.0,5.8,507.0,3.4,7924.0,53.3,3538.0,23.8,2025.0,13.6
22003,5660.0,5660.0,463.0,8.2,394.0,7.0,2648.0,46.8,1350.0,23.9,805.0,14.2
22005,32159.0,32159.0,2522.0,7.8,1303.0,4.1,15276.0,47.5,7320.0,22.8,5738.0,17.8
22007,5018.0,5018.0,314.0,6.3,280.0,5.6,2372.0,47.3,1261.0,25.1,791.0,15.8
22009,9462.0,9462.0,772.0,8.2,471.0,5.0,4582.0,48.4,2294.0,24.2,1343.0,14.2
22011,8230.0,8230.0,298.0,3.6,436.0,5.3,4214.0,51.2,1900.0,23.1,1382.0,16.8
22013,3072.0,3072.0,319.0,10.4,89.0,2.9,1408.0,45.8,670.0,21.8,586.0,19.1
22015,30298.0,30298.0,1992.0,6.6,1832.0,6.0,13815.0,45.6,6375.0,21.0,6284.0,20.7
22017,60046.0,60046.0,4459.0,7.4,3132.0,5.2,26873.0,44.8,12871.0,21.4,12711.0,21.2
22019,49824.0,49824.0,3238.0,6.5,2979.0,6.0,21995.0,44.1,10245.0,20.6,11367.0,22.8
22021,2153.0,2153.0,154.0,7.2,94.0,4.4,1262.0,58.6,370.0,17.2,273.0,12.7
22023,1512.0,1512.0,128.0,8.5,56.0,3.7,582.0,38.5,511.0,33.8,235.0,15.5
22025,2005.0,2005.0,108.0,5.4,80.0,4.0,1113.0,55.5,368.0,18.4,336.0,16.8
22027,2976.0,2976.0,211.0,7.1,189.0,6.4,1327.0,44.6,732.0,24.6,517.0,17.4
22029,4585.0,4585.0,318.0,6.9,309.0,6.7,2047.0,44.6,1280.0,27.9,631.0,13.8
22031,6293.0,6293.0,375.0,6.0,484.0,7.7,3098.0,49.2,1472.0,23.4,864.0,13.7
22033,127963.0,127963.0,8288.0,6.5,4986.0,3.9,45251.0,35.4,21983.0,17.2,47455.0,37.1
22035,1131.0,1131.0,39.0,3.4,179.0,15.8,656.0,58.0,168.0,14.9,89.0,7.9
22037,3711.0,3711.0,168.0,4.5,141.0,3.8,1669.0,45.0,1243.0,33.5,490.0,13.2
22039,8378.0,8378.0,524.0,6.3,625.0,7.5,3979.0,47.5,2284.0,27.3,966.0,11.5
22041,4692.0,4692.0,345.0,7.4,527.0,11.2,2347.0,50.0,935.0,19.9,538.0,11.5
22043,4692.0,4692.0,174.0,3.7,329.0,7.0,2032.0,43.3,1182.0,25.2,975.0,20.8
22045,17640.0,17640.0,1286.0,7.3,1055.0,6.0,8707.0,49.4,4266.0,24.2,2326.0,13.2
22047,7498.0,7498.0,616.0,8.2,131.0,1.7,3454.0,46.1,1617.0,21.6,1680.0,22.4
22049,3281.0,3281.0,268.0,8.2,211.0,6.4,1733.0,52.8,656.0,20.0,413.0,12.6
22051,101107.0,101107.0,8090.0,8.0,4958.0,4.9,42295.0,41.8,20971.0,20.7,24793.0,24.5
22053,7821.0,7821.0,648.0,8.3,298.0,3.8,3693.0,47.2,1987.0,25.4,1195.0,15.3
22055,61192.0,61192.0,4252.0,6.9,2891.0,4.7,24640.0,40.3,11738.0,19.2,17671.0,28.9
22057,23396.0,23396.0,1701.0,7.3,1096.0,4.7,11037.0,47.2,4510.0,19.3,5052.0,21.6
22059,3300.0,3300.0,128.0,3.9,234.0,7.1,1520.0,46.1,932.0,28.2,486.0,14.7
22061,17659.0,17659.0,825.0,4.7,713.0,4.0,4062.0,23.0,2013.0,11.4,10046.0,56.9
22063,34225.0,34225.0,1905.0,5.6,2048.0,6.0,16722.0,48.9,7925.0,23.2,5625.0,16.4
22065,2348.0,2348.0,207.0,8.8,188.0,8.0,1168.0,49.7,572.0,24.4,213.0,9.1
22067,5212.0,5212.0,317.0,6.1,356.0,6.8,2487.0,47.7,1144.0,21.9,908.0,17.4
22069,12515.0,12515.0,685.0,5.5,378.0,3.0,4390.0,35.1,2084.0,16.7,4978.0,39.8
22071,97246.0,97246.0,6866.0,7.1,3898.0,4.0,35895.0,36.9,15838.0,16.3,34749.0,35.7
22073,39905.0,39905.0,2558.0,6.4,2193.0,5.5,17420.0,43.7,8143.0,20.4,9591.0,24.0
22075,6514.0,6514.0,678.0,10.4,291.0,4.5,2953.0,45.3,1410.0,21.6,1182.0,18.1
22077,4867.0,4867.0,446.0,9.2,382.0,7.8,2192.0,45.0,1090.0,22.4,757.0,15.6
22079,33235.0,33235.0,2294.0,6.9,1823.0,5.5,14879.0,44.8,7515.0,22.6,6724.0,20.2
22081,1947.0,1947.0,128.0,6.6,138.0,7.1,870.0,44.7,450.0,23.1,361.0,18.5
22083,4434.0,4434.0,235.0,5.3,222.0,5.0,2374.0,53.5,997.0,22.5,606.0,13.7
22085,5310.0,5310.0,312.0,5.9,280.0,5.3,2594.0,48.9,1453.0,27.4,671.0,12.6
22087,12563.0,12563.0,1084.0,8.6,662.0,5.3,5915.0,47.1,2424.0,19.3,2478.0,19.7
22089,13208.0,13208.0,1054.0,8.0,655.0,5.0,5824.0,44.1,3242.0,24.5,2433.0,18.4
22091,2306.0,2306.0,165.0,7.2,135.0,5.9,1185.0,51.4,478.0,20.7,343.0,14.9
22093,4993.0,4993.0,255.0,5.1,333.0,6.7,2119.0,42.4,1247.0,25.0,1039.0,20.8
22095,11464.0,11464.0,853.0,7.4,500.0,4.4,5060.0,44.1,2733.0,23.8,2318.0,20.2
22097,20081.0,20081.0,1326.0,6.6,1301.0,6.5,10785.0,53.7,4531.0,22.6,2138.0,10.6
22099,13018.0,13018.0,899.0,6.9,796.0,6.1,6247.0,48.0,3038.0,23.3,2038.0,15.7
22101,11362.0,11362.0,697.0,6.1,763.0,6.7,5583.0,49.1,2698.0,23.7,1621.0,14.3
22103,63701.0,63701.0,4536.0,7.1,3338.0,5.2,28732.0,45.1,15088.0,23.7,12007.0,18.8
22105,34434.0,34434.0,2527.0,7.3,2126.0,6.2,14188.0,41.2,6263.0,18.2,9330.0,27.1
22107,964.0,964.0,62.0,6.4,57.0,5.9,447.0,46.4,304.0,31.5,94.0,9.8
22109,27437.0,27437.0,2231.0,8.1,1619.0,5.9,13282.0,48.4,6212.0,22.6,4093.0,14.9
22111,4673.0,4673.0,207.0,4.4,249.0,5.3,1992.0,42.6,1399.0,29.9,826.0,17.7
22113,14158.0,14158.0,992.0,7.0,781.0,5.5,7118.0,50.3,3442.0,24.3,1825.0,12.9
22115,12604.0,12604.0,742.0,5.9,687.0,5.5,5434.0,43.1,2537.0,20.1,3204.0,25.4
22117,10823.0,10823.0,839.0,7.8,591.0,5.5,5143.0,47.5,2589.0,23.9,1661.0,15.3
22119,8353.0,8353.0,491.0,5.9,558.0,6.7,3940.0,47.2,1979.0,23.7,1385.0,16.6
22121,6036.0,6036.0,470.0,7.8,459.0,7.6,2698.0,44.7,1314.0,21.8,1095.0,18.1
22123,2363.0,2363.0,172.0,7.3,92.0,3.9,1339.0,56.7,434.0,18.4,326.0,13.8
22125,3607.0,3607.0,206.0,5.7,150.0,4.2,1230.0,34.1,965.0,26.8,1056.0,29.3
22127,3030.0,3030.0,191.0,6.3,131.0,4.3,1486.0,49.0,847.0,28.0,375.0,12.4
23001,25088.0,25088.0,1634.0,6.5,1344.0,5.4,10356.0,41.3,5120.0,20.4,6634.0,26.4
23003,13533.0,13533.0,702.0,5.2,645.0,4.8,5645.0,41.7,3026.0,22.4,3515.0,26.0
23005,66669.0,66669.0,4054.0,6.1,2837.0,4.3,25251.0,37.9,13744.0,20.6,20783.0,31.2
23007,6635.0,6635.0,404.0,6.1,234.0,3.5,2351.0,35.4,1292.0,19.5,2354.0,35.5
23009,10285.0,10285.0,467.0,4.5,566.0,5.5,4497.0,43.7,2161.0,21.0,2594.0,25.2
