countyFIPS,Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school,Percent Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school,"Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool","Percent Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool",Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten,Percent Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten,Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8),Percent Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8),Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12),Percent Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12),Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school,Percent Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school
28081,21074.0,21074.0,1291.0,6.1,1158.0,5.5,10009.0,47.5,4509.0,21.4,4107.0,19.5
28083,9025.0,9025.0,638.0,7.1,897.0,9.9,3371.0,37.4,1860.0,20.6,2259.0,25.0
28085,8153.0,8153.0,339.0,4.2,410.0,5.0,3916.0,48.0,2110.0,25.9,1378.0,16.9
28087,15343.0,15343.0,958.0,6.2,899.0,5.9,6684.0,43.6,2823.0,18.4,3979.0,25.9
28089,29210.0,29210.0,2413.0,8.3,2060.0,7.1,11950.0,40.9,5986.0,20.5,6801.0,23.3
28091,5812.0,5812.0,593.0,10.2,537.0,9.2,2612.0,44.9,1406.0,24.2,664.0,11.4
28093,7930.0,7930.0,604.0,7.6,435.0,5.5,3347.0,42.2,1662.0,21.0,1882.0,23.7
28095,7699.0,7699.0,333.0,4.3,690.0,9.0,3642.0,47.3,1827.0,23.7,1207.0,15.7
28097,2225.0,2225.0,142.0,6.4,145.0,6.5,1135.0,51.0,418.0,18.8,385.0,17.3
28099,7821.0,7821.0,437.0,5.6,373.0,4.8,4000.0,51.1,1767.0,22.6,1244.0,15.9
28101,6171.0,6171.0,233.0,3.8,284.0,4.6,2676.0,43.4,1156.0,18.7,1822.0,29.5
28103,2517.0,2517.0,264.0,10.5,120.0,4.8,1206.0,47.9,634.0,25.2,293.0,11.6
28105,22209.0,22209.0,598.0,2.7,459.0,2.1,3773.0,17.0,1606.0,7.2,15773.0,71.0
28107,8449.0,8449.0,593.0,7.0,759.0,9.0,3753.0,44.4,2084.0,24.7,1260.0,14.9
28109,13254.0,13254.0,805.0,6.1,664.0,5.0,5745.0,43.3,2933.0,22.1,3107.0,23.4
28111,2759.0,2759.0,211.0,7.6,152.0,5.5,1199.0,43.5,720.0,26.1,477.0,17.3
28113,10389.0,10389.0,773.0,7.4,843.0,8.1,4386.0,42.2,2228.0,21.4,2159.0,20.8
28115,8139.0,8139.0,594.0,7.3,442.0,5.4,3672.0,45.1,1827.0,22.4,1604.0,19.7
28117,6281.0,6281.0,382.0,6.1,615.0,9.8,2634.0,41.9,999.0,15.9,1651.0,26.3
28119,1749.0,1749.0,149.0,8.5,88.0,5.0,780.0,44.6,413.0,23.6,319.0,18.2
28121,37864.0,37864.0,2282.0,6.0,1868.0,4.9,16334.0,43.1,8738.0,23.1,8642.0,22.8
28123,6848.0,6848.0,428.0,6.3,357.0,5.2,3196.0,46.7,1620.0,23.7,1247.0,18.2
28125,1113.0,1113.0,38.0,3.4,120.0,10.8,481.0,43.2,341.0,30.6,133.0,11.9
28127,7158.0,7158.0,506.0,7.1,528.0,7.4,3033.0,42.4,1494.0,20.9,1597.0,22.3
28129,3701.0,3701.0,112.0,3.0,300.0,8.1,1776.0,48.0,997.0,26.9,516.0,13.9
28131,4363.0,4363.0,115.0,2.6,265.0,6.1,1961.0,44.9,989.0,22.7,1033.0,23.7
28133,6208.0,6208.0,436.0,7.0,353.0,5.7,2963.0,47.7,1232.0,19.8,1224.0,19.7
28135,2681.0,2681.0,276.0,10.3,183.0,6.8,1197.0,44.6,636.0,23.7,389.0,14.5
28137,7573.0,7573.0,230.0,3.0,485.0,6.4,2889.0,38.1,1697.0,22.4,2272.0,30.0
28139,5451.0,5451.0,275.0,5.0,352.0,6.5,2508.0,46.0,1381.0,25.3,935.0,17.2
28141,4120.0,4120.0,150.0,3.6,253.0,6.1,1900.0,46.1,1205.0,29.2,612.0,14.9
28143,3080.0,3080.0,341.0,11.1,194.0,6.3,1309.0,42.5,612.0,19.9,624.0,20.3
28145,6989.0,6989.0,430.0,6.2,587.0,8.4,3387.0,48.5,1359.0,19.4,1226.0,17.5
28147,3358.0,3358.0,271.0,8.1,227.0,6.8,1634.0,48.7,785.0,23.4,441.0,13.1
28149,11723.0,11723.0,938.0,8.0,578.0,4.9,5371.0,45.8,2590.0,22.1,2246.0,19.2
28151,12534.0,12534.0,1030.0,8.2,461.0,3.7,5707.0,45.5,2898.0,23.1,2438.0,19.5
28153,5132.0,5132.0,420.0,8.2,332.0,6.5,2268.0,44.2,1037.0,20.2,1075.0,20.9
28155,2364.0,2364.0,80.0,3.4,176.0,7.4,1085.0,45.9,558.0,23.6,465.0,19.7
28157,1677.0,1677.0,148.0,8.8,86.0,5.1,761.0,45.4,506.0,30.2,176.0,10.5
28159,4324.0,4324.0,132.0,3.1,335.0,7.7,2029.0,46.9,1173.0,27.1,655.0,15.1
28161,2568.0,2568.0,213.0,8.3,218.0,8.5,1354.0,52.7,548.0,21.3,235.0,9.2
28163,6741.0,6741.0,466.0,6.9,405.0,6.0,3254.0,48.3,1473.0,21.9,1143.0,17.0
29001,9735.0,9735.0,419.0,4.3,175.0,1.8,1992.0,20.5,984.0,10.1,6165.0,63.3
29003,3964.0,3964.0,170.0,4.3,140.0,3.5,1909.0,48.2,922.0,23.3,823.0,20.8
29005,990.0,990.0,126.0,12.7,67.0,6.8,421.0,42.5,261.0,26.4,115.0,11.6
29007,5387.0,5387.0,244.0,4.5,325.0,6.0,2713.0,50.4,1346.0,25.0,759.0,14.1
29009,7907.0,7907.0,416.0,5.3,581.0,7.3,3526.0,44.6,1963.0,24.8,1421.0,18.0
29011,2644.0,2644.0,90.0,3.4,94.0,3.6,1341.0,50.7,726.0,27.5,393.0,14.9
29013,3320.0,3320.0,258.0,7.8,209.0,6.3,1747.0,52.6,832.0,25.1,274.0,8.3
29015,3317.0,3317.0,242.0,7.3,190.0,5.7,1416.0,42.7,954.0,28.8,515.0,15.5
29017,2552.0,2552.0,117.0,4.6,60.0,2.4,1266.0,49.6,683.0,26.8,426.0,16.7
29019,61198.0,61198.0,2803.0,4.6,1964.0,3.2,15690.0,25.6,7342.0,12.0,33399.0,54.6
29021,21037.0,21037.0,1287.0,6.1,1044.0,5.0,9218.0,43.8,4491.0,21.3,4997.0,23.8
29023,10038.0,10038.0,555.0,5.5,679.0,6.8,4328.0,43.1,2096.0,20.9,2380.0,23.7
29025,2069.0,2069.0,92.0,4.4,81.0,3.9,1084.0,52.4,511.0,24.7,301.0,14.5
29027,10501.0,10501.0,529.0,5.0,576.0,5.5,4157.0,39.6,2286.0,21.8,2953.0,28.1
29029,8144.0,8144.0,503.0,6.2,388.0,4.8,3409.0,41.9,2307.0,28.3,1537.0,18.9
29031,22540.0,22540.0,929.0,4.1,1044.0,4.6,7492.0,33.2,3587.0,15.9,9488.0,42.1
29033,1731.0,1731.0,160.0,9.2,75.0,4.3,851.0,49.2,399.0,23.1,246.0,14.2
29035,1629.0,1629.0,90.0,5.5,73.0,4.5,744.0,45.7,397.0,24.4,325.0,20.0
29037,24929.0,24929.0,1626.0,6.5,1859.0,7.5,11313.0,45.4,5923.0,23.8,4208.0,16.9
29039,2979.0,2979.0,211.0,7.1,266.0,8.9,1488.0,49.9,785.0,26.4,229.0,7.7
29041,1540.0,1540.0,113.0,7.3,61.0,4.0,755.0,49.0,389.0,25.3,222.0,14.4
29043,22378.0,22378.0,1441.0,6.4,1212.0,5.4,10204.0,45.6,4788.0,21.4,4733.0,21.2
29045,1336.0,1336.0,78.0,5.8,111.0,8.3,662.0,49.6,329.0,24.6,156.0,11.7
29047,59922.0,59922.0,4281.0,7.1,3303.0,5.5,26672.0,44.5,12110.0,20.2,13556.0,22.6
29049,4562.0,4562.0,251.0,5.5,217.0,4.8,2252.0,49.4,1124.0,24.6,718.0,15.7
29051,18112.0,18112.0,995.0,5.5,923.0,5.1,7836.0,43.3,4113.0,22.7,4245.0,23.4
29053,3976.0,3976.0,230.0,5.8,149.0,3.7,1911.0,48.1,980.0,24.6,706.0,17.8
29055,5270.0,5270.0,320.0,6.1,171.0,3.2,2757.0,52.3,1258.0,23.9,764.0,14.5
29057,1539.0,1539.0,101.0,6.6,56.0,3.6,702.0,45.6,453.0,29.4,227.0,14.7
29059,3534.0,3534.0,144.0,4.1,212.0,6.0,1947.0,55.1,762.0,21.6,469.0,13.3
29061,1737.0,1737.0,109.0,6.3,92.0,5.3,982.0,56.5,404.0,23.3,150.0,8.6
29063,2287.0,2287.0,124.0,5.4,117.0,5.1,978.0,42.8,834.0,36.5,234.0,10.2
29065,3185.0,3185.0,257.0,8.1,187.0,5.9,1591.0,50.0,794.0,24.9,356.0,11.2
29067,2740.0,2740.0,242.0,8.8,210.0,7.7,1284.0,46.9,588.0,21.5,416.0,15.2
29069,7240.0,7240.0,464.0,6.4,422.0,5.8,3663.0,50.6,1698.0,23.5,993.0,13.7
29071,23021.0,23021.0,1532.0,6.7,1352.0,5.9,10749.0,46.7,5460.0,23.7,3928.0,17.1
29073,2988.0,2988.0,184.0,6.2,167.0,5.6,1359.0,45.5,774.0,25.9,504.0,16.9
29075,1409.0,1409.0,130.0,9.2,107.0,7.6,676.0,48.0,305.0,21.6,191.0,13.6
29077,78918.0,78918.0,3932.0,5.0,3797.0,4.8,25588.0,32.4,12144.0,15.4,33457.0,42.4
29079,2295.0,2295.0,200.0,8.7,125.0,5.4,952.0,41.5,445.0,19.4,573.0,25.0
29081,1848.0,1848.0,198.0,10.7,95.0,5.1,950.0,51.4,357.0,19.3,248.0,13.4
29083,4694.0,4694.0,282.0,6.0,304.0,6.5,2316.0,49.3,1087.0,23.2,705.0,15.0
29085,1535.0,1535.0,118.0,7.7,85.0,5.5,702.0,45.7,333.0,21.7,297.0,19.3
29087,770.0,770.0,43.0,5.6,62.0,8.1,396.0,51.4,175.0,22.7,94.0,12.2
29089,2822.0,2822.0,128.0,4.5,143.0,5.1,1024.0,36.3,470.0,16.7,1057.0,37.5
29091,9555.0,9555.0,589.0,6.2,499.0,5.2,4374.0,45.8,2233.0,23.4,1860.0,19.5
29093,1877.0,1877.0,95.0,5.1,124.0,6.6,916.0,48.8,518.0,27.6,224.0,11.9
29095,166967.0,166967.0,11026.0,6.6,8814.0,5.3,74356.0,44.5,33416.0,20.0,39355.0,23.6
29097,30230.0,30230.0,1850.0,6.1,2044.0,6.8,13097.0,43.3,6167.0,20.4,7072.0,23.4
29099,53577.0,53577.0,3632.0,6.8,2775.0,5.2,24426.0,45.6,12352.0,23.1,10392.0,19.4
29101,16840.0,16840.0,722.0,4.3,639.0,3.8,4681.0,27.8,2325.0,13.8,8473.0,50.3
29103,938.0,938.0,119.0,12.7,37.0,3.9,372.0,39.7,229.0,24.4,181.0,19.3
29105,7961.0,7961.0,346.0,4.3,468.0,5.9,4103.0,51.5,1827.0,22.9,1217.0,15.3
29107,7009.0,7009.0,469.0,6.7,486.0,6.9,3320.0,47.4,1733.0,24.7,1001.0,14.3
29109,8451.0,8451.0,706.0,8.4,420.0,5.0,4288.0,50.7,2058.0,24.4,979.0,11.6
29111,2605.0,2605.0,78.0,3.0,109.0,4.2,1081.0,41.5,460.0,17.7,877.0,33.7
29113,13209.0,13209.0,857.0,6.5,841.0,6.4,6304.0,47.7,3434.0,26.0,1773.0,13.4
29115,2653.0,2653.0,205.0,7.7,92.0,3.5,1460.0,55.0,557.0,21.0,339.0,12.8
29117,3296.0,3296.0,221.0,6.7,145.0,4.4,1447.0,43.9,882.0,26.8,601.0,18.2
29119,5277.0,5277.0,246.0,4.7,215.0,4.1,2638.0,50.0,1508.0,28.6,670.0,12.7
29121,3408.0,3408.0,187.0,5.5,316.0,9.3,1570.0,46.1,763.0,22.4,572.0,16.8
29123,2596.0,2596.0,184.0,7.1,137.0,5.3,1180.0,45.5,588.0,22.7,507.0,19.5
29125,1932.0,1932.0,96.0,5.0,57.0,3.0,888.0,46.0,459.0,23.8,432.0,22.4
29127,6902.0,6902.0,419.0,6.1,320.0,4.6,3084.0,44.7,1426.0,20.7,1653.0,23.9
29129,833.0,833.0,48.0,5.8,36.0,4.3,437.0,52.5,170.0,20.4,142.0,17.0
29131,5506.0,5506.0,424.0,7.7,295.0,5.4,2651.0,48.1,1307.0,23.7,829.0,15.1
29133,2948.0,2948.0,50.0,1.7,253.0,8.6,1566.0,53.1,744.0,25.2,335.0,11.4
29135,3433.0,3433.0,157.0,4.6,219.0,6.4,1814.0,52.8,836.0,24.4,407.0,11.9
29137,1718.0,1718.0,84.0,4.9,54.0,3.1,941.0,54.8,413.0,24.0,226.0,13.2
29139,2229.0,2229.0,130.0,5.8,122.0,5.5,1169.0,52.4,573.0,25.7,235.0,10.5
29141,3825.0,3825.0,245.0,6.4,250.0,6.5,2009.0,52.5,840.0,22.0,481.0,12.6
29143,3905.0,3905.0,188.0,4.8,253.0,6.5,1888.0,48.3,1056.0,27.0,520.0,13.3
29145,13489.0,13489.0,518.0,3.8,731.0,5.4,6275.0,46.5,3584.0,26.6,2381.0,17.7
29147,8246.0,8246.0,314.0,3.8,197.0,2.4,1519.0,18.4,816.0,9.9,5400.0,65.5
29149,2210.0,2210.0,155.0,7.0,193.0,8.7,992.0,44.9,563.0,25.5,307.0,13.9
29151,3234.0,3234.0,166.0,5.1,134.0,4.1,1578.0,48.8,654.0,20.2,702.0,21.7
29153,1761.0,1761.0,52.0,3.0,125.0,7.1,901.0,51.2,370.0,21.0,313.0,17.8
29155,4071.0,4071.0,255.0,6.3,263.0,6.5,2018.0,49.6,943.0,23.2,592.0,14.5
29157,4550.0,4550.0,398.0,8.7,271.0,6.0,2176.0,47.8,1027.0,22.6,678.0,14.9
29159,10061.0,10061.0,564.0,5.6,427.0,4.2,4809.0,47.8,2370.0,23.6,1891.0,18.8
29161,14352.0,14352.0,524.0,3.7,615.0,4.3,4230.0,29.5,1890.0,13.2,7093.0,49.4
29163,3493.0,3493.0,203.0,5.8,170.0,4.9,1729.0,49.5,1035.0,29.6,356.0,10.2
29165,25165.0,25165.0,1894.0,7.5,1287.0,5.1,10145.0,40.3,5839.0,23.2,6000.0,23.8
29167,8140.0,8140.0,347.0,4.3,384.0,4.7,3008.0,37.0,1908.0,23.4,2493.0,30.6
29169,15296.0,15296.0,537.0,3.5,566.0,3.7,4902.0,32.0,3103.0,20.3,6188.0,40.5
29171,806.0,806.0,38.0,4.7,15.0,1.9,503.0,62.4,200.0,24.8,50.0,6.2
29173,2000.0,2000.0,44.0,2.2,52.0,2.6,1163.0,58.2,439.0,22.0,302.0,15.1
29175,5995.0,5995.0,612.0,10.2,292.0,4.9,2419.0,40.4,1403.0,23.4,1269.0,21.2
29177,5133.0,5133.0,341.0,6.6,294.0,5.7,2348.0,45.7,1354.0,26.4,796.0,15.5
29179,1205.0,1205.0,52.0,4.3,80.0,6.6,622.0,51.6,317.0,26.3,134.0,11.1
29181,2776.0,2776.0,208.0,7.5,247.0,8.9,1404.0,50.6,638.0,23.0,279.0,10.1
29183,103227.0,103227.0,6913.0,6.7,5343.0,5.2,41987.0,40.7,21473.0,20.8,27511.0,26.7
29185,1733.0,1733.0,70.0,4.0,131.0,7.6,781.0,45.1,478.0,27.6,273.0,15.8
29186,4023.0,4023.0,258.0,6.4,190.0,4.7,1854.0,46.1,997.0,24.8,724.0,18.0
29187,14467.0,14467.0,725.0,5.0,671.0,4.6,6661.0,46.0,3667.0,25.3,2743.0,19.0
29189,251203.0,251203.0,18904.0,7.5,11192.0,4.5,99295.0,39.5,54476.0,21.7,67336.0,26.8
29195,5857.0,5857.0,296.0,5.1,351.0,6.0,2321.0,39.6,1125.0,19.2,1764.0,30.1
29197,1051.0,1051.0,80.0,7.6,61.0,5.8,512.0,48.7,248.0,23.6,150.0,14.3
29199,920.0,920.0,35.0,3.8,38.0,4.1,599.0,65.1,162.0,17.6,86.0,9.3
29201,8464.0,8464.0,558.0,6.6,606.0,7.2,3935.0,46.5,1904.0,22.5,1461.0,17.3
29203,1641.0,1641.0,47.0,2.9,168.0,10.2,840.0,51.2,441.0,26.9,145.0,8.8
29205,1284.0,1284.0,132.0,10.3,69.0,5.4,680.0,53.0,260.0,20.2,143.0,11.1
29207,6318.0,6318.0,445.0,7.0,483.0,7.6,2692.0,42.6,1514.0,24.0,1184.0,18.7
29209,5275.0,5275.0,142.0,2.7,178.0,3.4,2524.0,47.8,1324.0,25.1,1107.0,21.0
29211,1340.0,1340.0,80.0,6.0,85.0,6.3,693.0,51.7,300.0,22.4,182.0,13.6
29213,12591.0,12591.0,921.0,7.3,471.0,3.7,5253.0,41.7,2555.0,20.3,3391.0,26.9
29215,5573.0,5573.0,225.0,4.0,338.0,6.1,2521.0,45.2,1358.0,24.4,1131.0,20.3
29217,4802.0,4802.0,249.0,5.2,190.0,4.0,2244.0,46.7,1043.0,21.7,1076.0,22.4
29219,7270.0,7270.0,570.0,7.8,406.0,5.6,3617.0,49.8,1644.0,22.6,1033.0,14.2
29221,5310.0,5310.0,232.0,4.4,436.0,8.2,2595.0,48.9,1339.0,25.2,708.0,13.3
29223,2485.0,2485.0,100.0,4.0,128.0,5.2,1333.0,53.6,677.0,27.2,247.0,9.9
29225,8994.0,8994.0,479.0,5.3,663.0,7.4,4397.0,48.9,1891.0,21.0,1564.0,17.4
29227,405.0,405.0,66.0,16.3,37.0,9.1,156.0,38.5,84.0,20.7,62.0,15.3
29229,3904.0,3904.0,227.0,5.8,197.0,5.0,2060.0,52.8,880.0,22.5,540.0,13.8
29510,72405.0,72405.0,4970.0,6.9,3179.0,4.4,25985.0,35.9,12095.0,16.7,26176.0,36.2
30001,2327.0,2327.0,34.0,1.5,90.0,3.9,736.0,31.6,423.0,18.2,1044.0,44.9
30003,4006.0,4006.0,316.0,7.9,360.0,9.0,2053.0,51.2,884.0,22.1,393.0,9.8
30005,1848.0,1848.0,192.0,10.4,117.0,6.3,898.0,48.6,436.0,23.6,205.0,11.1
30007,1022.0,1022.0,11.0,1.1,80.0,7.8,499.0,48.8,334.0,32.7,98.0,9.6
30009,1793.0,1793.0,86.0,4.8,114.0,6.4,909.0,50.7,493.0,27.5,191.0,10.7
30011,220.0,220.0,0.0,0.0,14.0,6.4,144.0,65.5,40.0,18.2,22.0,10.0
30013,18147.0,18147.0,1159.0,6.4,1105.0,6.1,8119.0,44.7,3558.0,19.6,4206.0,23.2
30015,1349.0,1349.0,85.0,6.3,110.0,8.2,616.0,45.7,309.0,22.9,229.0,17.0
30017,2572.0,2572.0,193.0,7.5,179.0,7.0,1108.0,43.1,612.0,23.8,480.0,18.7
30019,306.0,306.0,3.0,1.0,29.0,9.5,158.0,51.6,93.0,30.4,23.0,7.5
30021,1614.0,1614.0,107.0,6.6,98.0,6.1,769.0,47.6,393.0,24.3,247.0,15.3
30023,1508.0,1508.0,125.0,8.3,31.0,2.1,631.0,41.8,424.0,28.1,297.0,19.7
30025,593.0,593.0,35.0,5.9,29.0,4.9,332.0,56.0,125.0,21.1,72.0,12.1
30027,2135.0,2135.0,243.0,11.4,69.0,3.2,1021.0,47.8,575.0,26.9,227.0,10.6
30029,19803.0,19803.0,949.0,4.8,1143.0,5.8,9737.0,49.2,4946.0,25.0,3028.0,15.3
30031,30596.0,30596.0,1495.0,4.9,1226.0,4.0,9602.0,31.4,3863.0,12.6,14410.0,47.1
30033,201.0,201.0,12.0,6.0,0.0,0.0,63.0,31.3,76.0,37.8,50.0,24.9
30035,3736.0,3736.0,302.0,8.1,310.0,8.3,1767.0,47.3,925.0,24.8,432.0,11.6
30037,113.0,113.0,4.0,3.5,17.0,15.0,58.0,51.3,26.0,23.0,8.0,7.1
30039,634.0,634.0,28.0,4.4,19.0,3.0,281.0,44.3,207.0,32.6,99.0,15.6
30041,4404.0,4404.0,303.0,6.9,242.0,5.5,1979.0,44.9,896.0,20.3,984.0,22.3
30043,2616.0,2616.0,136.0,5.2,107.0,4.1,1175.0,44.9,754.0,28.8,444.0,17.0
30045,333.0,333.0,4.0,1.2,23.0,6.9,133.0,39.9,100.0,30.0,73.0,21.9
30047,6579.0,6579.0,587.0,8.9,363.0,5.5,3082.0,46.8,1399.0,21.3,1148.0,17.4
30049,14398.0,14398.0,737.0,5.1,811.0,5.6,6308.0,43.8,3058.0,21.2,3484.0,24.2
30051,420.0,420.0,34.0,8.1,15.0,3.6,234.0,55.7,127.0,30.2,10.0,2.4
30053,3224.0,3224.0,279.0,8.7,212.0,6.6,1488.0,46.2,856.0,26.6,389.0,12.1
30055,288.0,288.0,12.0,4.2,14.0,4.9,162.0,56.3,80.0,27.8,20.0,6.9
30057,1205.0,1205.0,83.0,6.9,83.0,6.9,544.0,45.1,335.0,27.8,160.0,13.3
30059,356.0,356.0,52.0,14.6,12.0,3.4,166.0,46.6,53.0,14.9,73.0,20.5
30061,699.0,699.0,49.0,7.0,50.0,7.2,343.0,49.1,184.0,26.3,73.0,10.4
30063,31337.0,31337.0,2001.0,6.4,1229.0,3.9,10224.0,32.6,4608.0,14.7,13275.0,42.4
30065,827.0,827.0,54.0,6.5,54.0,6.5,375.0,45.3,273.0,33.0,71.0,8.6
30067,2805.0,2805.0,164.0,5.8,175.0,6.2,1255.0,44.7,734.0,26.2,477.0,17.0
30069,71.0,71.0,2.0,2.8,5.0,7.0,40.0,56.3,15.0,21.1,9.0,12.7
30071,772.0,772.0,76.0,9.8,26.0,3.4,397.0,51.4,190.0,24.6,83.0,10.8
30073,1489.0,1489.0,116.0,7.8,117.0,7.9,641.0,43.0,337.0,22.6,278.0,18.7
30075,205.0,205.0,16.0,7.8,6.0,2.9,83.0,40.5,91.0,44.4,9.0,4.4
30077,965.0,965.0,6.0,0.6,59.0,6.1,449.0,46.5,296.0,30.7,155.0,16.1
30079,251.0,251.0,0.0,0.0,20.0,8.0,175.0,69.7,53.0,21.1,3.0,1.2
30081,8638.0,8638.0,568.0,6.6,563.0,6.5,3781.0,43.8,2374.0,27.5,1352.0,15.7
30083,2433.0,2433.0,205.0,8.4,158.0,6.5,1170.0,48.1,673.0,27.7,227.0,9.3
30085,2993.0,2993.0,179.0,6.0,180.0,6.0,1638.0,54.7,622.0,20.8,374.0,12.5
30087,2263.0,2263.0,91.0,4.0,91.0,4.0,1341.0,59.3,516.0,22.8,224.0,9.9
30089,1822.0,1822.0,96.0,5.3,130.0,7.1,895.0,49.1,558.0,30.6,143.0,7.8
30091,604.0,604.0,39.0,6.5,62.0,10.3,300.0,49.7,113.0,18.7,90.0,14.9
30093,8120.0,8120.0,436.0,5.4,498.0,6.1,2959.0,36.4,1399.0,17.2,2828.0,34.8
30095,2042.0,2042.0,164.0,8.0,67.0,3.3,997.0,48.8,449.0,22.0,365.0,17.9
30097,711.0,711.0,50.0,7.0,45.0,6.3,351.0,49.4,194.0,27.3,71.0,10.0
30099,1339.0,1339.0,70.0,5.2,98.0,7.3,638.0,47.6,309.0,23.1,224.0,16.7
30101,846.0,846.0,40.0,4.7,50.0,5.9,444.0,52.5,156.0,18.4,156.0,18.4
30103,136.0,136.0,3.0,2.2,4.0,2.9,63.0,46.3,53.0,39.0,13.0,9.6
30105,1338.0,1338.0,96.0,7.2,92.0,6.9,727.0,54.3,343.0,25.6,80.0,6.0
30107,457.0,457.0,37.0,8.1,53.0,11.6,248.0,54.3,107.0,23.4,12.0,2.6
30109,242.0,242.0,28.0,11.6,11.0,4.5,141.0,58.3,45.0,18.6,17.0,7.0
30111,35995.0,35995.0,2365.0,6.6,2041.0,5.7,16650.0,46.3,7810.0,21.7,7129.0,19.8
31001,8437.0,8437.0,531.0,6.3,462.0,5.5,3308.0,39.2,1493.0,17.7,2643.0,31.3
31003,1421.0,1421.0,100.0,7.0,75.0,5.3,666.0,46.9,360.0,25.3,220.0,15.5
31005,120.0,120.0,12.0,10.0,9.0,7.5,61.0,50.8,19.0,15.8,19.0,15.8
31007,118.0,118.0,6.0,5.1,5.0,4.2,74.0,62.7,28.0,23.7,5.0,4.2
31009,89.0,89.0,7.0,7.9,0.0,0.0,47.0,52.8,26.0,29.2,9.0,10.1
31011,1172.0,1172.0,110.0,9.4,133.0,11.3,506.0,43.2,288.0,24.6,135.0,11.5
31013,2431.0,2431.0,266.0,10.9,138.0,5.7,1164.0,47.9,668.0,27.5,195.0,8.0
31015,400.0,400.0,32.0,8.0,10.0,2.5,200.0,50.0,120.0,30.0,38.0,9.5
31017,583.0,583.0,42.0,7.2,32.0,5.5,303.0,52.0,130.0,22.3,76.0,13.0
31019,14308.0,14308.0,926.0,6.5,572.0,4.0,4764.0,33.3,2231.0,15.6,5815.0,40.6
31021,1357.0,1357.0,106.0,7.8,105.0,7.7,680.0,50.1,266.0,19.6,200.0,14.7
31023,1842.0,1842.0,159.0,8.6,105.0,5.7,843.0,45.8,502.0,27.3,233.0,12.6
31025,6292.0,6292.0,588.0,9.3,392.0,6.2,2745.0,43.6,1539.0,24.5,1028.0,16.3
31027,2059.0,2059.0,140.0,6.8,92.0,4.5,988.0,48.0,522.0,25.4,317.0,15.4
31029,757.0,757.0,45.0,5.9,33.0,4.4,395.0,52.2,202.0,26.7,82.0,10.8
31031,1125.0,1125.0,104.0,9.2,47.0,4.2,537.0,47.7,315.0,28.0,122.0,10.8
31033,2261.0,2261.0,201.0,8.9,221.0,9.8,927.0,41.0,538.0,23.8,374.0,16.5
31035,1361.0,1361.0,131.0,9.6,52.0,3.8,727.0,53.4,305.0,22.4,146.0,10.7
31037,2811.0,2811.0,180.0,6.4,258.0,9.2,1356.0,48.2,681.0,24.2,336.0,12.0
31039,2100.0,2100.0,160.0,7.6,140.0,6.7,973.0,46.3,573.0,27.3,254.0,12.1
31041,2211.0,2211.0,229.0,10.4,76.0,3.4,1186.0,53.6,557.0,25.2,163.0,7.4
31043,5291.0,5291.0,461.0,8.7,174.0,3.3,2502.0,47.3,1146.0,21.7,1008.0,19.1
31045,2879.0,2879.0,106.0,3.7,86.0,3.0,619.0,21.5,409.0,14.2,1659.0,57.6
31047,5771.0,5771.0,454.0,7.9,327.0,5.7,2635.0,45.7,1459.0,25.3,896.0,15.5
31049,375.0,375.0,42.0,11.2,24.0,6.4,191.0,50.9,68.0,18.1,50.0,13.3
31051,1362.0,1362.0,103.0,7.6,58.0,4.3,636.0,46.7,364.0,26.7,201.0,14.8
31053,8749.0,8749.0,602.0,6.9,424.0,4.8,3878.0,44.3,1935.0,22.1,1910.0,21.8
31055,150473.0,150473.0,9956.0,6.6,8352.0,5.6,60340.0,40.1,30321.0,20.2,41504.0,27.6
31057,533.0,533.0,24.0,4.5,11.0,2.1,328.0,61.5,90.0,16.9,80.0,15.0
31059,1022.0,1022.0,75.0,7.3,58.0,5.7,472.0,46.2,289.0,28.3,128.0,12.5
31061,533.0,533.0,33.0,6.2,26.0,4.9,254.0,47.7,130.0,24.4,90.0,16.9
31063,700.0,700.0,34.0,4.9,37.0,5.3,241.0,34.4,130.0,18.6,258.0,36.9
31065,1052.0,1052.0,86.0,8.2,75.0,7.1,476.0,45.2,275.0,26.1,140.0,13.3
31067,4563.0,4563.0,264.0,5.8,199.0,4.4,2136.0,46.8,1183.0,25.9,781.0,17.1
