countyFIPS,Estimate!!HOUSEHOLDS BY TYPE!!Total households,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families),Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families),Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!With own children of the householder under 18 years,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!With own children of the householder under 18 years,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Married-couple family,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Married-couple family,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Married-couple family!!With own children of the householder under 18 years,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Married-couple family!!With own children of the householder under 18 years,"Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Male householder, no wife present, family","Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Male householder, no wife present, family","Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Male householder, no wife present, family!!With own children of the householder under 18 years","Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Male householder, no wife present, family!!With own children of the householder under 18 years","Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Female householder, no husband present, family","Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Female householder, no husband present, family","Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Female householder, no husband present, family!!With own children of the householder under 18 years","Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Female householder, no husband present, family!!With own children of the householder under 18 years",Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone!!65 years and over,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone!!65 years and over,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average household size,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average household size,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average family size,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average family size
19179,14418.0,14418.0,9371.0,65.0,4061.0,28.2,7011.0,48.6,2527.0,17.5,809.0,5.6,533.0,3.7,1551.0,10.8,1001.0,6.9,5047.0,35.0,4333.0,30.1,1842.0,12.8,4337.0,30.1,4292.0,29.8,2.39,(X),2.93,(X)
19181,18959.0,18959.0,13329.0,70.3,6258.0,33.0,11023.0,58.1,4762.0,25.1,833.0,4.4,548.0,2.9,1473.0,7.8,948.0,5.0,5630.0,29.7,4737.0,25.0,2215.0,11.7,6627.0,35.0,5153.0,27.2,2.51,(X),3.01,(X)
19183,8720.0,8720.0,6072.0,69.6,2577.0,29.6,4934.0,56.6,1869.0,21.4,371.0,4.3,189.0,2.2,767.0,8.8,519.0,6.0,2648.0,30.4,2150.0,24.7,1043.0,12.0,2746.0,31.5,2708.0,31.1,2.5,(X),2.97,(X)
19185,2669.0,2669.0,1636.0,61.3,666.0,25.0,1314.0,49.2,472.0,17.7,138.0,5.2,86.0,3.2,184.0,6.9,108.0,4.0,1033.0,38.7,924.0,34.6,499.0,18.7,718.0,26.9,973.0,36.5,2.36,(X),3.03,(X)
19187,15208.0,15208.0,9079.0,59.7,3920.0,25.8,6559.0,43.1,2237.0,14.7,908.0,6.0,586.0,3.9,1612.0,10.6,1097.0,7.2,6129.0,40.3,5307.0,34.9,2159.0,14.2,4220.0,27.7,4552.0,29.9,2.23,(X),2.82,(X)
19189,4605.0,4605.0,2809.0,61.0,1158.0,25.1,2315.0,50.3,788.0,17.1,96.0,2.1,40.0,0.9,398.0,8.6,330.0,7.2,1796.0,39.0,1526.0,33.1,693.0,15.0,1222.0,26.5,1491.0,32.4,2.16,(X),2.75,(X)
19191,8205.0,8205.0,5332.0,65.0,2025.0,24.7,4609.0,56.2,1656.0,20.2,224.0,2.7,96.0,1.2,499.0,6.1,273.0,3.3,2873.0,35.0,2464.0,30.0,1206.0,14.7,2073.0,25.3,2701.0,32.9,2.21,(X),2.73,(X)
19193,38975.0,38975.0,25575.0,65.6,12147.0,31.2,17966.0,46.1,7304.0,18.7,2419.0,6.2,1528.0,3.9,5190.0,13.3,3315.0,8.5,13400.0,34.4,10823.0,27.8,4573.0,11.7,13364.0,34.3,10517.0,27.0,2.55,(X),3.13,(X)
19195,3170.0,3170.0,2109.0,66.5,837.0,26.4,1621.0,51.1,547.0,17.3,222.0,7.0,120.0,3.8,266.0,8.4,170.0,5.4,1061.0,33.5,920.0,29.0,391.0,12.3,910.0,28.7,978.0,30.9,2.33,(X),2.82,(X)
19197,5690.0,5690.0,3482.0,61.2,1375.0,24.2,2734.0,48.0,836.0,14.7,224.0,3.9,126.0,2.2,524.0,9.2,413.0,7.3,2208.0,38.8,1871.0,32.9,816.0,14.3,1539.0,27.0,1825.0,32.1,2.21,(X),2.79,(X)
20001,5289.0,5289.0,3120.0,59.0,1310.0,24.8,2497.0,47.2,927.0,17.5,107.0,2.0,62.0,1.2,516.0,9.8,321.0,6.1,2169.0,41.0,1821.0,34.4,699.0,13.2,1488.0,28.1,1734.0,32.8,2.31,(X),2.92,(X)
20003,3069.0,3069.0,2024.0,65.9,767.0,25.0,1699.0,55.4,578.0,18.8,160.0,5.2,57.0,1.9,165.0,5.4,132.0,4.3,1045.0,34.1,1013.0,33.0,574.0,18.7,843.0,27.5,1142.0,37.2,2.52,(X),3.2,(X)
20005,5980.0,5980.0,3829.0,64.0,1517.0,25.4,3030.0,50.7,1106.0,18.5,305.0,5.1,158.0,2.6,494.0,8.3,253.0,4.2,2151.0,36.0,1891.0,31.6,896.0,15.0,1688.0,28.2,1895.0,31.7,2.49,(X),3.11,(X)
20007,1960.0,1960.0,1158.0,59.1,415.0,21.2,931.0,47.5,280.0,14.3,59.0,3.0,47.0,2.4,168.0,8.6,88.0,4.5,802.0,40.9,680.0,34.7,283.0,14.4,483.0,24.6,697.0,35.6,2.39,(X),3.16,(X)
20009,10892.0,10892.0,7230.0,66.4,2776.0,25.5,5534.0,50.8,1656.0,15.2,548.0,5.0,287.0,2.6,1148.0,10.5,833.0,7.6,3662.0,33.6,3061.0,28.1,1353.0,12.4,3152.0,28.9,3277.0,30.1,2.42,(X),2.92,(X)
20011,5722.0,5722.0,3841.0,67.1,1690.0,29.5,3031.0,53.0,1206.0,21.1,204.0,3.6,188.0,3.3,606.0,10.6,296.0,5.2,1881.0,32.9,1631.0,28.5,808.0,14.1,1853.0,32.4,1945.0,34.0,2.49,(X),3.04,(X)
20013,3904.0,3904.0,2666.0,68.3,952.0,24.4,2085.0,53.4,646.0,16.5,220.0,5.6,97.0,2.5,361.0,9.2,209.0,5.4,1238.0,31.7,1111.0,28.5,454.0,11.6,1126.0,28.8,1278.0,32.7,2.44,(X),2.97,(X)
20015,24473.0,24473.0,17622.0,72.0,8066.0,33.0,14204.0,58.0,6133.0,25.1,1167.0,4.8,626.0,2.6,2251.0,9.2,1307.0,5.3,6851.0,28.0,5795.0,23.7,3031.0,12.4,8706.0,35.6,6902.0,28.2,2.6,(X),3.09,(X)
20017,1029.0,1029.0,652.0,63.4,216.0,21.0,544.0,52.9,152.0,14.8,17.0,1.7,6.0,0.6,91.0,8.8,58.0,5.6,377.0,36.6,340.0,33.0,186.0,18.1,244.0,23.7,433.0,42.1,2.48,(X),3.17,(X)
20019,1450.0,1450.0,897.0,61.9,313.0,21.6,693.0,47.8,197.0,13.6,68.0,4.7,43.0,3.0,136.0,9.4,73.0,5.0,553.0,38.1,507.0,35.0,282.0,19.4,376.0,25.9,606.0,41.8,2.28,(X),2.93,(X)
20021,8037.0,8037.0,5492.0,68.3,2150.0,26.8,4292.0,53.4,1574.0,19.6,394.0,4.9,196.0,2.4,806.0,10.0,380.0,4.7,2545.0,31.7,2259.0,28.1,1181.0,14.7,2654.0,33.0,2606.0,32.4,2.5,(X),3.08,(X)
20023,1228.0,1228.0,709.0,57.7,276.0,22.5,600.0,48.9,191.0,15.6,37.0,3.0,31.0,2.5,72.0,5.9,54.0,4.4,519.0,42.3,482.0,39.3,274.0,22.3,280.0,22.8,498.0,40.6,2.15,(X),2.86,(X)
20025,893.0,893.0,549.0,61.5,238.0,26.7,438.0,49.0,149.0,16.7,23.0,2.6,22.0,2.5,88.0,9.9,67.0,7.5,344.0,38.5,297.0,33.3,155.0,17.4,268.0,30.0,290.0,32.5,2.23,(X),2.87,(X)
20027,3402.0,3402.0,2294.0,67.4,873.0,25.7,1903.0,55.9,680.0,20.0,166.0,4.9,110.0,3.2,225.0,6.6,83.0,2.4,1108.0,32.6,1048.0,30.8,512.0,15.0,1014.0,29.8,1204.0,35.4,2.35,(X),2.94,(X)
20029,3858.0,3858.0,2386.0,61.8,1095.0,28.4,1798.0,46.6,666.0,17.3,237.0,6.1,162.0,4.2,351.0,9.1,267.0,6.9,1472.0,38.2,1264.0,32.8,528.0,13.7,1128.0,29.2,1175.0,30.5,2.26,(X),2.76,(X)
20031,3548.0,3548.0,2474.0,69.7,992.0,28.0,1975.0,55.7,669.0,18.9,225.0,6.3,109.0,3.1,274.0,7.7,214.0,6.0,1074.0,30.3,879.0,24.8,449.0,12.7,1062.0,29.9,1185.0,33.4,2.3,(X),2.67,(X)
20033,744.0,744.0,484.0,65.1,158.0,21.2,397.0,53.4,105.0,14.1,35.0,4.7,18.0,2.4,52.0,7.0,35.0,4.7,260.0,34.9,247.0,33.2,126.0,16.9,168.0,22.6,304.0,40.9,2.3,(X),2.85,(X)
20035,13566.0,13566.0,9021.0,66.5,3852.0,28.4,6866.0,50.6,2479.0,18.3,676.0,5.0,434.0,3.2,1479.0,10.9,939.0,6.9,4545.0,33.5,3927.0,28.9,1815.0,13.4,4343.0,32.0,4174.0,30.8,2.46,(X),2.99,(X)
20037,15053.0,15053.0,8988.0,59.7,3912.0,26.0,6716.0,44.6,2600.0,17.3,594.0,3.9,260.0,1.7,1678.0,11.1,1052.0,7.0,6065.0,40.3,4648.0,30.9,1696.0,11.3,4223.0,28.1,3931.0,26.1,2.47,(X),3.1,(X)
20039,1486.0,1486.0,784.0,52.8,278.0,18.7,635.0,42.7,190.0,12.8,33.0,2.2,25.0,1.7,116.0,7.8,63.0,4.2,702.0,47.2,612.0,41.2,292.0,19.7,305.0,20.5,565.0,38.0,1.89,(X),2.55,(X)
20041,7801.0,7801.0,4992.0,64.0,2002.0,25.7,4039.0,51.8,1449.0,18.6,427.0,5.5,248.0,3.2,526.0,6.7,305.0,3.9,2809.0,36.0,2547.0,32.6,1132.0,14.5,2269.0,29.1,2466.0,31.6,2.39,(X),3.02,(X)
20043,3024.0,3024.0,1926.0,63.7,677.0,22.4,1608.0,53.2,496.0,16.4,103.0,3.4,60.0,2.0,215.0,7.1,121.0,4.0,1098.0,36.3,892.0,29.5,473.0,15.6,771.0,25.5,1023.0,33.8,2.33,(X),2.9,(X)
20045,46294.0,46294.0,25119.0,54.3,11000.0,23.8,19751.0,42.7,8113.0,17.5,1661.0,3.6,766.0,1.7,3707.0,8.0,2121.0,4.6,21175.0,45.7,14055.0,30.4,3883.0,8.4,11704.0,25.3,9589.0,20.7,2.39,(X),2.97,(X)
20047,1302.0,1302.0,809.0,62.1,306.0,23.5,661.0,50.8,221.0,17.0,70.0,5.4,38.0,2.9,78.0,6.0,47.0,3.6,493.0,37.9,469.0,36.0,197.0,15.1,336.0,25.8,405.0,31.1,2.17,(X),2.8,(X)
20049,1117.0,1117.0,701.0,62.8,199.0,17.8,591.0,52.9,161.0,14.4,35.0,3.1,2.0,0.2,75.0,6.7,36.0,3.2,416.0,37.2,382.0,34.2,205.0,18.4,248.0,22.2,530.0,47.4,2.26,(X),2.91,(X)
20051,11581.0,11581.0,6435.0,55.6,2611.0,22.5,5111.0,44.1,1867.0,16.1,368.0,3.2,249.0,2.2,956.0,8.3,495.0,4.3,5146.0,44.4,3936.0,34.0,1555.0,13.4,2864.0,24.7,2994.0,25.9,2.39,(X),3.0,(X)
20053,2462.0,2462.0,1518.0,61.7,519.0,21.1,1268.0,51.5,369.0,15.0,84.0,3.4,47.0,1.9,166.0,6.7,103.0,4.2,944.0,38.3,863.0,35.1,465.0,18.9,579.0,23.5,923.0,37.5,2.2,(X),2.8,(X)
20055,12509.0,12509.0,8972.0,71.7,4694.0,37.5,6223.0,49.7,3001.0,24.0,1091.0,8.7,538.0,4.3,1658.0,13.3,1155.0,9.2,3537.0,28.3,2854.0,22.8,1143.0,9.1,5254.0,42.0,2796.0,22.4,2.91,(X),3.43,(X)
20057,11274.0,11274.0,8296.0,73.6,4249.0,37.7,6194.0,54.9,2974.0,26.4,765.0,6.8,433.0,3.8,1337.0,11.9,842.0,7.5,2978.0,26.4,2319.0,20.6,933.0,8.3,4731.0,42.0,2335.0,20.7,3.0,(X),3.46,(X)
20059,9982.0,9982.0,6757.0,67.7,2603.0,26.1,5617.0,56.3,1890.0,18.9,357.0,3.6,252.0,2.5,783.0,7.8,461.0,4.6,3225.0,32.3,2678.0,26.8,1042.0,10.4,3065.0,30.7,2836.0,28.4,2.5,(X),3.03,(X)
20061,12754.0,12754.0,8922.0,70.0,5316.0,41.7,7156.0,56.1,3995.0,31.3,281.0,2.2,198.0,1.6,1485.0,11.6,1123.0,8.8,3832.0,30.0,3270.0,25.6,869.0,6.8,5566.0,43.6,2002.0,15.7,2.66,(X),3.26,(X)
20063,1211.0,1211.0,804.0,66.4,312.0,25.8,710.0,58.6,244.0,20.1,42.0,3.5,27.0,2.2,52.0,4.3,41.0,3.4,407.0,33.6,358.0,29.6,173.0,14.3,329.0,27.2,447.0,36.9,2.13,(X),2.6,(X)
20065,1216.0,1216.0,705.0,58.0,258.0,21.2,581.0,47.8,199.0,16.4,46.0,3.8,17.0,1.4,78.0,6.4,42.0,3.5,511.0,42.0,470.0,38.7,250.0,20.6,276.0,22.7,505.0,41.5,2.06,(X),2.66,(X)
20067,2592.0,2592.0,1915.0,73.9,780.0,30.1,1609.0,62.1,649.0,25.0,126.0,4.9,44.0,1.7,180.0,6.9,87.0,3.4,677.0,26.1,578.0,22.3,233.0,9.0,934.0,36.0,642.0,24.8,2.91,(X),3.44,(X)
20069,2179.0,2179.0,1605.0,73.7,704.0,32.3,1417.0,65.0,585.0,26.8,70.0,3.2,50.0,2.3,118.0,5.4,69.0,3.2,574.0,26.3,504.0,23.1,258.0,11.8,744.0,34.1,580.0,26.6,2.73,(X),3.27,(X)
20071,494.0,494.0,326.0,66.0,138.0,27.9,289.0,58.5,109.0,22.1,10.0,2.0,10.0,2.0,27.0,5.5,19.0,3.8,168.0,34.0,153.0,31.0,61.0,12.3,141.0,28.5,156.0,31.6,2.37,(X),3.0,(X)
20073,2758.0,2758.0,1785.0,64.7,649.0,23.5,1393.0,50.5,452.0,16.4,184.0,6.7,97.0,3.5,208.0,7.5,100.0,3.6,973.0,35.3,892.0,32.3,422.0,15.3,770.0,27.9,1083.0,39.3,2.2,(X),2.71,(X)
20075,852.0,852.0,557.0,65.4,259.0,30.4,484.0,56.8,223.0,26.2,22.0,2.6,20.0,2.3,51.0,6.0,16.0,1.9,295.0,34.6,257.0,30.2,63.0,7.4,278.0,32.6,197.0,23.1,3.07,(X),3.89,(X)
20077,2274.0,2274.0,1500.0,66.0,611.0,26.9,1256.0,55.2,466.0,20.5,73.0,3.2,52.0,2.3,171.0,7.5,93.0,4.1,774.0,34.0,702.0,30.9,325.0,14.3,699.0,30.7,792.0,34.8,2.43,(X),3.04,(X)
20079,13383.0,13383.0,9131.0,68.2,3954.0,29.5,7643.0,57.1,3056.0,22.8,447.0,3.3,282.0,2.1,1041.0,7.8,616.0,4.6,4252.0,31.8,3748.0,28.0,1446.0,10.8,4260.0,31.8,4135.0,30.9,2.48,(X),3.03,(X)
20081,1329.0,1329.0,1038.0,78.1,437.0,32.9,898.0,67.6,355.0,26.7,46.0,3.5,24.0,1.8,94.0,7.1,58.0,4.4,291.0,21.9,272.0,20.5,161.0,12.1,483.0,36.3,397.0,29.9,3.01,(X),3.48,(X)
20083,761.0,761.0,521.0,68.5,190.0,25.0,473.0,62.2,169.0,22.2,8.0,1.1,0.0,0.0,40.0,5.3,21.0,2.8,240.0,31.5,224.0,29.4,127.0,16.7,213.0,28.0,290.0,38.1,2.38,(X),2.93,(X)
20085,5392.0,5392.0,3774.0,70.0,1364.0,25.3,2995.0,55.5,917.0,17.0,282.0,5.2,194.0,3.6,497.0,9.2,253.0,4.7,1618.0,30.0,1360.0,25.2,598.0,11.1,1555.0,28.8,1725.0,32.0,2.44,(X),2.9,(X)
20087,7600.0,7600.0,5452.0,71.7,2185.0,28.8,4621.0,60.8,1603.0,21.1,284.0,3.7,212.0,2.8,547.0,7.2,370.0,4.9,2148.0,28.3,1771.0,23.3,828.0,10.9,2369.0,31.2,2267.0,29.8,2.45,(X),2.89,(X)
20089,1380.0,1380.0,818.0,59.3,195.0,14.1,710.0,51.4,168.0,12.2,39.0,2.8,14.0,1.0,69.0,5.0,13.0,0.9,562.0,40.7,519.0,37.6,291.0,21.1,220.0,15.9,601.0,43.6,2.09,(X),2.7,(X)
20091,226242.0,226242.0,154742.0,68.4,74279.0,32.8,127039.0,56.2,57771.0,25.5,8052.0,3.6,4712.0,2.1,19651.0,8.7,11796.0,5.2,71500.0,31.6,58709.0,25.9,20708.0,9.2,78199.0,34.6,55040.0,24.3,2.57,(X),3.12,(X)
20093,1261.0,1261.0,950.0,75.3,417.0,33.1,798.0,63.3,325.0,25.8,31.0,2.5,25.0,2.0,121.0,9.6,67.0,5.3,311.0,24.7,250.0,19.8,153.0,12.1,514.0,40.8,384.0,30.5,3.07,(X),3.59,(X)
20095,3091.0,3091.0,2124.0,68.7,835.0,27.0,1763.0,57.0,637.0,20.6,96.0,3.1,37.0,1.2,265.0,8.6,161.0,5.2,967.0,31.3,907.0,29.3,544.0,17.6,865.0,28.0,1127.0,36.5,2.37,(X),2.9,(X)
20097,981.0,981.0,633.0,64.5,221.0,22.5,578.0,58.9,186.0,19.0,27.0,2.8,14.0,1.4,28.0,2.9,21.0,2.1,348.0,35.5,311.0,31.7,139.0,14.2,232.0,23.6,346.0,35.3,2.39,(X),3.02,(X)
20099,8033.0,8033.0,5577.0,69.4,2205.0,27.4,4235.0,52.7,1423.0,17.7,392.0,4.9,188.0,2.3,950.0,11.8,594.0,7.4,2456.0,30.6,2234.0,27.8,1005.0,12.5,2550.0,31.7,2487.0,31.0,2.47,(X),2.97,(X)
20101,787.0,787.0,441.0,56.0,206.0,26.2,365.0,46.4,166.0,21.1,31.0,3.9,27.0,3.4,45.0,5.7,13.0,1.7,346.0,44.0,311.0,39.5,83.0,10.5,264.0,33.5,220.0,28.0,2.08,(X),2.78,(X)
20103,27060.0,27060.0,19457.0,71.9,9013.0,33.3,15538.0,57.4,6595.0,24.4,1290.0,4.8,783.0,2.9,2629.0,9.7,1635.0,6.0,7603.0,28.1,6860.0,25.4,2528.0,9.3,10029.0,37.1,7115.0,26.3,2.74,(X),3.25,(X)
20105,1264.0,1264.0,757.0,59.9,266.0,21.0,629.0,49.8,200.0,15.8,27.0,2.1,11.0,0.9,101.0,8.0,55.0,4.4,507.0,40.1,448.0,35.4,197.0,15.6,310.0,24.5,450.0,35.6,2.4,(X),3.06,(X)
20107,4348.0,4348.0,2835.0,65.2,1129.0,26.0,2175.0,50.0,709.0,16.3,327.0,7.5,208.0,4.8,333.0,7.7,212.0,4.9,1513.0,34.8,1364.0,31.4,574.0,13.2,1203.0,27.7,1554.0,35.7,2.2,(X),2.72,(X)
20109,1137.0,1137.0,746.0,65.6,300.0,26.4,636.0,55.9,241.0,21.2,20.0,1.8,5.0,0.4,90.0,7.9,54.0,4.7,391.0,34.4,358.0,31.5,164.0,14.4,327.0,28.8,386.0,33.9,2.44,(X),3.1,(X)
20111,13584.0,13584.0,7960.0,58.6,3475.0,25.6,6196.0,45.6,2278.0,16.8,574.0,4.2,359.0,2.6,1190.0,8.8,838.0,6.2,5624.0,41.4,4079.0,30.0,1303.0,9.6,3804.0,28.0,3306.0,24.3,2.35,(X),2.92,(X)
20113,12298.0,12298.0,7968.0,64.8,3322.0,27.0,6508.0,52.9,2411.0,19.6,508.0,4.1,309.0,2.5,952.0,7.7,602.0,4.9,4330.0,35.2,3687.0,30.0,1519.0,12.4,3570.0,29.0,3633.0,29.5,2.22,(X),2.77,(X)
20115,4789.0,4789.0,3238.0,67.6,1157.0,24.2,2783.0,58.1,954.0,19.9,163.0,3.4,79.0,1.6,292.0,6.1,124.0,2.6,1551.0,32.4,1354.0,28.3,697.0,14.6,1287.0,26.9,1749.0,36.5,2.35,(X),2.88,(X)
20117,4112.0,4112.0,2651.0,64.5,960.0,23.3,2271.0,55.2,736.0,17.9,156.0,3.8,119.0,2.9,224.0,5.4,105.0,2.6,1461.0,35.5,1264.0,30.7,634.0,15.4,1053.0,25.6,1432.0,34.8,2.34,(X),2.91,(X)
20119,1675.0,1675.0,1140.0,68.1,504.0,30.1,869.0,51.9,328.0,19.6,84.0,5.0,66.0,3.9,187.0,11.2,110.0,6.6,535.0,31.9,504.0,30.1,263.0,15.7,539.0,32.2,511.0,30.5,2.47,(X),3.07,(X)
20121,12727.0,12727.0,8974.0,70.5,3905.0,30.7,7301.0,57.4,3044.0,23.9,400.0,3.1,222.0,1.7,1273.0,10.0,639.0,5.0,3753.0,29.5,3250.0,25.5,1412.0,11.1,4246.0,33.4,3831.0,30.1,2.55,(X),3.06,(X)
20123,2616.0,2616.0,1545.0,59.1,604.0,23.1,1257.0,48.1,416.0,15.9,88.0,3.4,32.0,1.2,200.0,7.6,156.0,6.0,1071.0,40.9,881.0,33.7,379.0,14.5,618.0,23.6,897.0,34.3,2.28,(X),2.93,(X)
20125,13538.0,13538.0,8760.0,64.7,3518.0,26.0,6457.0,47.7,2136.0,15.8,827.0,6.1,478.0,3.5,1476.0,10.9,904.0,6.7,4778.0,35.3,4181.0,30.9,2001.0,14.8,3852.0,28.5,4505.0,33.3,2.37,(X),2.93,(X)
20127,2247.0,2247.0,1554.0,69.2,580.0,25.8,1305.0,58.1,419.0,18.6,74.0,3.3,41.0,1.8,175.0,7.8,120.0,5.3,693.0,30.8,608.0,27.1,288.0,12.8,632.0,28.1,865.0,38.5,2.44,(X),2.96,(X)
20129,1117.0,1117.0,684.0,61.2,279.0,25.0,531.0,47.5,196.0,17.5,93.0,8.3,56.0,5.0,60.0,5.4,27.0,2.4,433.0,38.8,397.0,35.5,123.0,11.0,348.0,31.2,318.0,28.5,2.47,(X),3.31,(X)
20131,4020.0,4020.0,2732.0,68.0,1163.0,28.9,2338.0,58.2,947.0,23.6,193.0,4.8,84.0,2.1,201.0,5.0,132.0,3.3,1288.0,32.0,1149.0,28.6,553.0,13.8,1227.0,30.5,1260.0,31.3,2.43,(X),3.0,(X)
20133,6681.0,6681.0,4305.0,64.4,1904.0,28.5,3293.0,49.3,1189.0,17.8,204.0,3.1,140.0,2.1,808.0,12.1,575.0,8.6,2376.0,35.6,2167.0,32.4,1035.0,15.5,2113.0,31.6,2145.0,32.1,2.35,(X),2.92,(X)
20135,1313.0,1313.0,873.0,66.5,307.0,23.4,792.0,60.3,253.0,19.3,31.0,2.4,30.0,2.3,50.0,3.8,24.0,1.8,440.0,33.5,407.0,31.0,250.0,19.0,334.0,25.4,489.0,37.2,2.21,(X),2.76,(X)
20137,1930.0,1930.0,1304.0,67.6,579.0,30.0,1066.0,55.2,450.0,23.3,81.0,4.2,14.0,0.7,157.0,8.1,115.0,6.0,626.0,32.4,516.0,26.7,373.0,19.3,593.0,30.7,748.0,38.8,2.41,(X),2.86,(X)
20139,6554.0,6554.0,4484.0,68.4,1687.0,25.7,3661.0,55.9,1162.0,17.7,299.0,4.6,189.0,2.9,524.0,8.0,336.0,5.1,2070.0,31.6,1833.0,28.0,806.0,12.3,1853.0,28.3,2092.0,31.9,2.39,(X),2.89,(X)
20141,1691.0,1691.0,958.0,56.7,357.0,21.1,789.0,46.7,244.0,14.4,75.0,4.4,54.0,3.2,94.0,5.6,59.0,3.5,733.0,43.3,623.0,36.8,281.0,16.6,427.0,25.3,596.0,35.2,2.07,(X),2.72,(X)
20143,2420.0,2420.0,1680.0,69.4,622.0,25.7,1401.0,57.9,509.0,21.0,92.0,3.8,27.0,1.1,187.0,7.7,86.0,3.6,740.0,30.6,623.0,25.7,312.0,12.9,668.0,27.6,792.0,32.7,2.4,(X),2.87,(X)
20145,2502.0,2502.0,1436.0,57.4,495.0,19.8,1123.0,44.9,279.0,11.2,36.0,1.4,31.0,1.2,277.0,11.1,185.0,7.4,1066.0,42.6,975.0,39.0,254.0,10.2,586.0,23.4,847.0,33.9,2.25,(X),2.9,(X)
20147,2363.0,2363.0,1532.0,64.8,635.0,26.9,1300.0,55.0,460.0,19.5,106.0,4.5,83.0,3.5,126.0,5.3,92.0,3.9,831.0,35.2,682.0,28.9,336.0,14.2,651.0,27.5,824.0,34.9,2.25,(X),2.76,(X)
20149,8695.0,8695.0,6335.0,72.9,3140.0,36.1,5261.0,60.5,2468.0,28.4,361.0,4.2,237.0,2.7,713.0,8.2,435.0,5.0,2360.0,27.1,2129.0,24.5,820.0,9.4,3279.0,37.7,2188.0,25.2,2.67,(X),3.2,(X)
20151,3684.0,3684.0,2365.0,64.2,897.0,24.3,1952.0,53.0,692.0,18.8,187.0,5.1,87.0,2.4,226.0,6.1,118.0,3.2,1319.0,35.8,1072.0,29.1,472.0,12.8,1025.0,27.8,1162.0,31.5,2.49,(X),3.11,(X)
20153,1168.0,1168.0,712.0,61.0,260.0,22.3,649.0,55.6,223.0,19.1,40.0,3.4,29.0,2.5,23.0,2.0,8.0,0.7,456.0,39.0,399.0,34.2,187.0,16.0,284.0,24.3,449.0,38.4,2.12,(X),2.7,(X)
20155,25052.0,25052.0,15903.0,63.5,6553.0,26.2,12690.0,50.7,4478.0,17.9,782.0,3.1,514.0,2.1,2431.0,9.7,1561.0,6.2,9149.0,36.5,7460.0,29.8,3163.0,12.6,7110.0,28.4,8055.0,32.2,2.41,(X),2.99,(X)
20157,2248.0,2248.0,1318.0,58.6,401.0,17.8,1188.0,52.8,333.0,14.8,31.0,1.4,15.0,0.7,99.0,4.4,53.0,2.4,930.0,41.4,857.0,38.1,412.0,18.3,462.0,20.6,885.0,39.4,2.04,(X),2.66,(X)
20159,3863.0,3863.0,2571.0,66.6,995.0,25.8,2126.0,55.0,768.0,19.9,166.0,4.3,75.0,1.9,279.0,7.2,152.0,3.9,1292.0,33.4,1173.0,30.4,543.0,14.1,1103.0,28.6,1178.0,30.5,2.36,(X),2.89,(X)
20161,26648.0,26648.0,14214.0,53.3,6783.0,25.5,11493.0,43.1,4829.0,18.1,823.0,3.1,577.0,2.2,1898.0,7.1,1377.0,5.2,12434.0,46.7,8030.0,30.1,1781.0,6.7,7143.0,26.8,4365.0,16.4,2.46,(X),2.93,(X)
