countyFIPS,Estimate!!HOUSEHOLDS BY TYPE!!Total households,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families),Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families),Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!With own children of the householder under 18 years,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!With own children of the householder under 18 years,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Married-couple family,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Married-couple family,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Married-couple family!!With own children of the householder under 18 years,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Married-couple family!!With own children of the householder under 18 years,"Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Male householder, no wife present, family","Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Male householder, no wife present, family","Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Male householder, no wife present, family!!With own children of the householder under 18 years","Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Male householder, no wife present, family!!With own children of the householder under 18 years","Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Female householder, no husband present, family","Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Female householder, no husband present, family","Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Female householder, no husband present, family!!With own children of the householder under 18 years","Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Female householder, no husband present, family!!With own children of the householder under 18 years",Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone!!65 years and over,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone!!65 years and over,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average household size,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average household size,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average family size,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average family size
19001,3136.0,3136.0,2054.0,65.5,719.0,22.9,1675.0,53.4,501.0,16.0,150.0,4.8,80.0,2.6,229.0,7.3,138.0,4.4,1082.0,34.5,925.0,29.5,415.0,13.2,777.0,24.8,1048.0,33.4,2.22,(X),2.68,(X)
19003,1641.0,1641.0,1060.0,64.6,389.0,23.7,934.0,56.9,318.0,19.4,61.0,3.7,43.0,2.6,65.0,4.0,28.0,1.7,581.0,35.4,462.0,28.2,281.0,17.1,400.0,24.4,597.0,36.4,2.19,(X),2.69,(X)
19005,5957.0,5957.0,3793.0,63.7,1536.0,25.8,3265.0,54.8,1228.0,20.6,224.0,3.8,117.0,2.0,304.0,5.1,191.0,3.2,2164.0,36.3,1867.0,31.3,816.0,13.7,1587.0,26.6,2016.0,33.8,2.27,(X),2.89,(X)
19007,5416.0,5416.0,3188.0,58.9,1156.0,21.3,2574.0,47.5,847.0,15.6,202.0,3.7,77.0,1.4,412.0,7.6,232.0,4.3,2228.0,41.1,1994.0,36.8,1051.0,19.4,1269.0,23.4,2132.0,39.4,2.28,(X),2.98,(X)
19009,2677.0,2677.0,1617.0,60.4,570.0,21.3,1351.0,50.5,392.0,14.6,87.0,3.2,63.0,2.4,179.0,6.7,115.0,4.3,1060.0,39.6,897.0,33.5,395.0,14.8,626.0,23.4,907.0,33.9,2.06,(X),2.59,(X)
19011,10224.0,10224.0,7293.0,71.3,2998.0,29.3,6198.0,60.6,2292.0,22.4,363.0,3.6,250.0,2.4,732.0,7.2,456.0,4.5,2931.0,28.7,2500.0,24.5,1102.0,10.8,3152.0,30.8,3047.0,29.8,2.47,(X),2.91,(X)
19013,52976.0,52976.0,31653.0,59.7,13606.0,25.7,23750.0,44.8,8648.0,16.3,2427.0,4.6,1538.0,2.9,5476.0,10.3,3420.0,6.5,21323.0,40.3,16594.0,31.3,6384.0,12.1,14831.0,28.0,14514.0,27.4,2.41,(X),3.0,(X)
19015,10940.0,10940.0,7187.0,65.7,2889.0,26.4,5864.0,53.6,2124.0,19.4,567.0,5.2,313.0,2.9,756.0,6.9,452.0,4.1,3753.0,34.3,3155.0,28.8,1327.0,12.1,3101.0,28.3,3167.0,28.9,2.35,(X),2.88,(X)
19017,9585.0,9585.0,6607.0,68.9,2675.0,27.9,5719.0,59.7,2097.0,21.9,355.0,3.7,209.0,2.2,533.0,5.6,369.0,3.8,2978.0,31.1,2550.0,26.6,1293.0,13.5,2768.0,28.9,3209.0,33.5,2.43,(X),2.88,(X)
19019,8046.0,8046.0,5503.0,68.4,2355.0,29.3,4460.0,55.4,1675.0,20.8,320.0,4.0,198.0,2.5,723.0,9.0,482.0,6.0,2543.0,31.6,2156.0,26.8,1089.0,13.5,2478.0,30.8,2508.0,31.2,2.59,(X),3.12,(X)
19021,7550.0,7550.0,5082.0,67.3,2420.0,32.1,3961.0,52.5,1627.0,21.5,432.0,5.7,269.0,3.6,689.0,9.1,524.0,6.9,2468.0,32.7,2047.0,27.1,833.0,11.0,2671.0,35.4,1997.0,26.5,2.55,(X),3.11,(X)
19023,6251.0,6251.0,4213.0,67.4,1539.0,24.6,3638.0,58.2,1175.0,18.8,235.0,3.8,132.0,2.1,340.0,5.4,232.0,3.7,2038.0,32.6,1734.0,27.7,873.0,14.0,1659.0,26.5,2130.0,34.1,2.32,(X),2.83,(X)
19025,4191.0,4191.0,2722.0,64.9,1074.0,25.6,2231.0,53.2,715.0,17.1,133.0,3.2,88.0,2.1,358.0,8.5,271.0,6.5,1469.0,35.1,1232.0,29.4,651.0,15.5,1133.0,27.0,1481.0,35.3,2.14,(X),2.64,(X)
19027,8674.0,8674.0,5498.0,63.4,2281.0,26.3,4616.0,53.2,1649.0,19.0,344.0,4.0,248.0,2.9,538.0,6.2,384.0,4.4,3176.0,36.6,2880.0,33.2,1269.0,14.6,2327.0,26.8,2662.0,30.7,2.3,(X),2.9,(X)
19029,5964.0,5964.0,3535.0,59.3,1442.0,24.2,2852.0,47.8,999.0,16.8,236.0,4.0,166.0,2.8,447.0,7.5,277.0,4.6,2429.0,40.7,2086.0,35.0,989.0,16.6,1517.0,25.4,2023.0,33.9,2.16,(X),2.82,(X)
19031,7546.0,7546.0,4913.0,65.1,2037.0,27.0,4260.0,56.5,1656.0,21.9,239.0,3.2,126.0,1.7,414.0,5.5,255.0,3.4,2633.0,34.9,2169.0,28.7,1092.0,14.5,2151.0,28.5,2353.0,31.2,2.4,(X),2.96,(X)
19033,19213.0,19213.0,11691.0,60.8,4608.0,24.0,8841.0,46.0,2901.0,15.1,889.0,4.6,478.0,2.5,1961.0,10.2,1229.0,6.4,7522.0,39.2,6442.0,33.5,2799.0,14.6,4912.0,25.6,6159.0,32.1,2.17,(X),2.75,(X)
19035,5337.0,5337.0,3085.0,57.8,1046.0,19.6,2450.0,45.9,598.0,11.2,161.0,3.0,124.0,2.3,474.0,8.9,324.0,6.1,2252.0,42.2,1875.0,35.1,743.0,13.9,1143.0,21.4,1730.0,32.4,2.06,(X),2.6,(X)
19037,5191.0,5191.0,3278.0,63.1,1280.0,24.7,2822.0,54.4,1017.0,19.6,239.0,4.6,142.0,2.7,217.0,4.2,121.0,2.3,1913.0,36.9,1577.0,30.4,791.0,15.2,1393.0,26.8,1661.0,32.0,2.29,(X),2.88,(X)
19039,3854.0,3854.0,2564.0,66.5,1162.0,30.2,2152.0,55.8,880.0,22.8,183.0,4.7,114.0,3.0,229.0,5.9,168.0,4.4,1290.0,33.5,1080.0,28.0,527.0,13.7,1301.0,33.8,1132.0,29.4,2.36,(X),2.88,(X)
19041,7343.0,7343.0,4583.0,62.4,1886.0,25.7,3625.0,49.4,1264.0,17.2,276.0,3.8,174.0,2.4,682.0,9.3,448.0,6.1,2760.0,37.6,2352.0,32.0,1072.0,14.6,2121.0,28.9,2313.0,31.5,2.18,(X),2.73,(X)
19043,7652.0,7652.0,4841.0,63.3,1696.0,22.2,3969.0,51.9,1153.0,15.1,328.0,4.3,215.0,2.8,544.0,7.1,328.0,4.3,2811.0,36.7,2387.0,31.2,1289.0,16.8,1813.0,23.7,2788.0,36.4,2.27,(X),2.81,(X)
19045,19689.0,19689.0,12377.0,62.9,4861.0,24.7,9527.0,48.4,3001.0,15.2,852.0,4.3,618.0,3.1,1998.0,10.1,1242.0,6.3,7312.0,37.1,5990.0,30.4,2684.0,13.6,5430.0,27.6,6277.0,31.9,2.35,(X),2.89,(X)
19047,6435.0,6435.0,4532.0,70.4,2006.0,31.2,3574.0,55.5,1428.0,22.2,252.0,3.9,78.0,1.2,706.0,11.0,500.0,7.8,1903.0,29.6,1553.0,24.1,795.0,12.4,2165.0,33.6,2028.0,31.5,2.56,(X),3.04,(X)
19049,32886.0,32886.0,22640.0,68.8,12670.0,38.5,19440.0,59.1,10656.0,32.4,977.0,3.0,611.0,1.9,2223.0,6.8,1403.0,4.3,10246.0,31.2,8324.0,25.3,2718.0,8.3,13253.0,40.3,6697.0,20.4,2.54,(X),3.09,(X)
19051,3215.0,3215.0,2322.0,72.2,1075.0,33.4,1985.0,61.7,868.0,27.0,97.0,3.0,72.0,2.2,240.0,7.5,135.0,4.2,893.0,27.8,799.0,24.9,409.0,12.7,1176.0,36.6,1023.0,31.8,2.73,(X),3.31,(X)
19053,3213.0,3213.0,1996.0,62.1,812.0,25.3,1596.0,49.7,566.0,17.6,94.0,2.9,31.0,1.0,306.0,9.5,215.0,6.7,1217.0,37.9,983.0,30.6,394.0,12.3,865.0,26.9,1000.0,31.1,2.26,(X),2.87,(X)
19055,6939.0,6939.0,4824.0,69.5,1858.0,26.8,4135.0,59.6,1397.0,20.1,306.0,4.4,222.0,3.2,383.0,5.5,239.0,3.4,2115.0,30.5,1822.0,26.3,853.0,12.3,1978.0,28.5,2194.0,31.6,2.45,(X),2.96,(X)
19057,16840.0,16840.0,10459.0,62.1,4467.0,26.5,7583.0,45.0,2460.0,14.6,986.0,5.9,630.0,3.7,1890.0,11.2,1377.0,8.2,6381.0,37.9,5509.0,32.7,2412.0,14.3,4875.0,28.9,5508.0,32.7,2.31,(X),2.87,(X)
19059,8069.0,8069.0,5162.0,64.0,1903.0,23.6,4169.0,51.7,1268.0,15.7,326.0,4.0,214.0,2.7,667.0,8.3,421.0,5.2,2907.0,36.0,2533.0,31.4,1152.0,14.3,1989.0,24.6,2866.0,35.5,2.08,(X),2.54,(X)
19061,38330.0,38330.0,25272.0,65.9,10809.0,28.2,20131.0,52.5,7548.0,19.7,1838.0,4.8,1161.0,3.0,3303.0,8.6,2100.0,5.5,13058.0,34.1,10795.0,28.2,4070.0,10.6,11410.0,29.8,10617.0,27.7,2.42,(X),2.94,(X)
19063,4110.0,4110.0,2592.0,63.1,1023.0,24.9,2046.0,49.8,640.0,15.6,162.0,3.9,98.0,2.4,384.0,9.3,285.0,6.9,1518.0,36.9,1296.0,31.5,586.0,14.3,1123.0,27.3,1278.0,31.1,2.1,(X),2.59,(X)
19065,8315.0,8315.0,5384.0,64.8,2136.0,25.7,4258.0,51.2,1300.0,15.6,411.0,4.9,310.0,3.7,715.0,8.6,526.0,6.3,2931.0,35.2,2486.0,29.9,1257.0,15.1,2274.0,27.3,2817.0,33.9,2.31,(X),2.79,(X)
19067,6759.0,6759.0,4248.0,62.8,1664.0,24.6,3435.0,50.8,1125.0,16.6,156.0,2.3,75.0,1.1,657.0,9.7,464.0,6.9,2511.0,37.2,2258.0,33.4,960.0,14.2,1711.0,25.3,2183.0,32.3,2.3,(X),2.96,(X)
19069,4200.0,4200.0,2966.0,70.6,1160.0,27.6,2375.0,56.5,754.0,18.0,206.0,4.9,119.0,2.8,385.0,9.2,287.0,6.8,1234.0,29.4,962.0,22.9,462.0,11.0,1228.0,29.2,1415.0,33.7,2.4,(X),2.8,(X)
19071,2990.0,2990.0,1974.0,66.0,714.0,23.9,1660.0,55.5,534.0,17.9,95.0,3.2,74.0,2.5,219.0,7.3,106.0,3.5,1016.0,34.0,824.0,27.6,395.0,13.2,798.0,26.7,1032.0,34.5,2.28,(X),2.75,(X)
19073,3889.0,3889.0,2525.0,64.9,963.0,24.8,2053.0,52.8,667.0,17.2,137.0,3.5,104.0,2.7,335.0,8.6,192.0,4.9,1364.0,35.1,1128.0,29.0,622.0,16.0,1060.0,27.3,1385.0,35.6,2.28,(X),2.79,(X)
19075,5137.0,5137.0,3537.0,68.9,1488.0,29.0,3076.0,59.9,1160.0,22.6,189.0,3.7,151.0,2.9,272.0,5.3,177.0,3.4,1600.0,31.1,1354.0,26.4,696.0,13.5,1586.0,30.9,1653.0,32.2,2.37,(X),2.85,(X)
19077,4397.0,4397.0,2957.0,67.3,1117.0,25.4,2409.0,54.8,747.0,17.0,223.0,5.1,144.0,3.3,325.0,7.4,226.0,5.1,1440.0,32.7,1205.0,27.4,635.0,14.4,1223.0,27.8,1560.0,35.5,2.39,(X),2.9,(X)
19079,6315.0,6315.0,4128.0,65.4,1651.0,26.1,3447.0,54.6,1330.0,21.1,196.0,3.1,76.0,1.2,485.0,7.7,245.0,3.9,2187.0,34.6,1990.0,31.5,764.0,12.1,1707.0,27.0,1952.0,30.9,2.36,(X),2.95,(X)
19081,4766.0,4766.0,3248.0,68.1,1171.0,24.6,2732.0,57.3,914.0,19.2,181.0,3.8,61.0,1.3,335.0,7.0,196.0,4.1,1518.0,31.9,1303.0,27.3,638.0,13.4,1250.0,26.2,1630.0,34.2,2.24,(X),2.69,(X)
19083,7175.0,7175.0,4452.0,62.0,1742.0,24.3,3778.0,52.7,1336.0,18.6,237.0,3.3,120.0,1.7,437.0,6.1,286.0,4.0,2723.0,38.0,2490.0,34.7,1179.0,16.4,1832.0,25.5,2387.0,33.3,2.27,(X),2.9,(X)
19085,6076.0,6076.0,4046.0,66.6,1538.0,25.3,3179.0,52.3,1078.0,17.7,296.0,4.9,125.0,2.1,571.0,9.4,335.0,5.5,2030.0,33.4,1596.0,26.3,745.0,12.3,1714.0,28.2,1829.0,30.1,2.28,(X),2.76,(X)
19087,7714.0,7714.0,5283.0,68.5,2276.0,29.5,4103.0,53.2,1423.0,18.4,386.0,5.0,277.0,3.6,794.0,10.3,576.0,7.5,2431.0,31.5,2066.0,26.8,956.0,12.4,2448.0,31.7,2455.0,31.8,2.39,(X),2.84,(X)
19089,3868.0,3868.0,2415.0,62.4,1044.0,27.0,1994.0,51.6,736.0,19.0,126.0,3.3,95.0,2.5,295.0,7.6,213.0,5.5,1453.0,37.6,1293.0,33.4,613.0,15.8,1106.0,28.6,1270.0,32.8,2.33,(X),2.97,(X)
19091,4221.0,4221.0,2687.0,63.7,1016.0,24.1,2241.0,53.1,729.0,17.3,109.0,2.6,67.0,1.6,337.0,8.0,220.0,5.2,1534.0,36.3,1327.0,31.4,531.0,12.6,1042.0,24.7,1308.0,31.0,2.24,(X),2.79,(X)
19093,3010.0,3010.0,1942.0,64.5,769.0,25.5,1606.0,53.4,582.0,19.3,183.0,6.1,118.0,3.9,153.0,5.1,69.0,2.3,1068.0,35.5,859.0,28.5,370.0,12.3,804.0,26.7,1009.0,33.5,2.26,(X),2.78,(X)
19095,6791.0,6791.0,4620.0,68.0,1912.0,28.2,3910.0,57.6,1500.0,22.1,241.0,3.5,128.0,1.9,469.0,6.9,284.0,4.2,2171.0,32.0,1809.0,26.6,832.0,12.3,2011.0,29.6,2006.0,29.5,2.34,(X),2.79,(X)
19097,8236.0,8236.0,5414.0,65.7,2256.0,27.4,4303.0,52.2,1505.0,18.3,428.0,5.2,280.0,3.4,683.0,8.3,471.0,5.7,2822.0,34.3,2357.0,28.6,1189.0,14.4,2399.0,29.1,2725.0,33.1,2.32,(X),2.83,(X)
19099,14548.0,14548.0,9935.0,68.3,3921.0,27.0,7841.0,53.9,2725.0,18.7,667.0,4.6,459.0,3.2,1427.0,9.8,737.0,5.1,4613.0,31.7,3921.0,27.0,1998.0,13.7,4353.0,29.9,4836.0,33.2,2.41,(X),2.89,(X)
19101,6831.0,6831.0,4094.0,59.9,1408.0,20.6,3168.0,46.4,897.0,13.1,379.0,5.5,167.0,2.4,547.0,8.0,344.0,5.0,2737.0,40.1,2413.0,35.3,1209.0,17.7,1508.0,22.1,2537.0,37.1,2.46,(X),3.17,(X)
19103,58163.0,58163.0,31796.0,54.7,14732.0,25.3,25477.0,43.8,11097.0,19.1,2025.0,3.5,1097.0,1.9,4294.0,7.4,2538.0,4.4,26367.0,45.3,16869.0,29.0,4426.0,7.6,15473.0,26.6,11091.0,19.1,2.39,(X),2.99,(X)
19105,8204.0,8204.0,5425.0,66.1,2099.0,25.6,4535.0,55.3,1618.0,19.7,267.0,3.3,189.0,2.3,623.0,7.6,292.0,3.6,2779.0,33.9,2378.0,29.0,1158.0,14.1,2259.0,27.5,2700.0,32.9,2.35,(X),2.91,(X)
19107,4384.0,4384.0,2804.0,64.0,1077.0,24.6,2347.0,53.5,823.0,18.8,177.0,4.0,72.0,1.6,280.0,6.4,182.0,4.2,1580.0,36.0,1333.0,30.4,670.0,15.3,1152.0,26.3,1486.0,33.9,2.29,(X),2.86,(X)
19109,6666.0,6666.0,4213.0,63.2,1583.0,23.7,3495.0,52.4,1053.0,15.8,326.0,4.9,231.0,3.5,392.0,5.9,299.0,4.5,2453.0,36.8,2185.0,32.8,1020.0,15.3,1644.0,24.7,2300.0,34.5,2.22,(X),2.77,(X)
19111,14177.0,14177.0,9348.0,65.9,3726.0,26.3,7255.0,51.2,2321.0,16.4,669.0,4.7,465.0,3.3,1424.0,10.0,940.0,6.6,4829.0,34.1,4195.0,29.6,1773.0,12.5,4165.0,29.4,4430.0,31.2,2.36,(X),2.9,(X)
19113,89807.0,89807.0,56326.0,62.7,25853.0,28.8,44312.0,49.3,17975.0,20.0,3943.0,4.4,2755.0,3.1,8071.0,9.0,5123.0,5.7,33481.0,37.3,26519.0,29.5,9876.0,11.0,27858.0,31.0,23394.0,26.0,2.42,(X),3.01,(X)
19115,4343.0,4343.0,2950.0,67.9,1256.0,28.9,2431.0,56.0,931.0,21.4,229.0,5.3,155.0,3.6,290.0,6.7,170.0,3.9,1393.0,32.1,1167.0,26.9,618.0,14.2,1375.0,31.7,1377.0,31.7,2.55,(X),3.14,(X)
19117,3642.0,3642.0,2359.0,64.8,874.0,24.0,1906.0,52.3,614.0,16.9,156.0,4.3,65.0,1.8,297.0,8.2,195.0,5.4,1283.0,35.2,1110.0,30.5,527.0,14.5,953.0,26.2,1255.0,34.5,2.32,(X),2.88,(X)
19119,4549.0,4549.0,3297.0,72.5,1594.0,35.0,2912.0,64.0,1325.0,29.1,141.0,3.1,94.0,2.1,244.0,5.4,175.0,3.8,1252.0,27.5,1121.0,24.6,591.0,13.0,1659.0,36.5,1380.0,30.3,2.55,(X),3.06,(X)
19121,6309.0,6309.0,4660.0,73.9,2073.0,32.9,4021.0,63.7,1668.0,26.4,322.0,5.1,177.0,2.8,317.0,5.0,228.0,3.6,1649.0,26.1,1471.0,23.3,710.0,11.3,2171.0,34.4,1800.0,28.5,2.49,(X),2.91,(X)
19123,8829.0,8829.0,5832.0,66.1,2687.0,30.4,4566.0,51.7,1839.0,20.8,357.0,4.0,227.0,2.6,909.0,10.3,621.0,7.0,2997.0,33.9,2600.0,29.4,1150.0,13.0,2879.0,32.6,2718.0,30.8,2.44,(X),2.98,(X)
19125,13314.0,13314.0,8898.0,66.8,3956.0,29.7,7415.0,55.7,3030.0,22.8,560.0,4.2,328.0,2.5,923.0,6.9,598.0,4.5,4416.0,33.2,3791.0,28.5,1685.0,12.7,4230.0,31.8,4086.0,30.7,2.36,(X),2.91,(X)
19127,15338.0,15338.0,10013.0,65.3,4437.0,28.9,8084.0,52.7,3093.0,20.2,561.0,3.7,342.0,2.2,1368.0,8.9,1002.0,6.5,5325.0,34.7,4325.0,28.2,1823.0,11.9,4733.0,30.9,4359.0,28.4,2.55,(X),3.17,(X)
19129,5587.0,5587.0,3939.0,70.5,1579.0,28.3,3320.0,59.4,1167.0,20.9,151.0,2.7,112.0,2.0,468.0,8.4,300.0,5.4,1648.0,29.5,1463.0,26.2,566.0,10.1,1742.0,31.2,1681.0,30.1,2.58,(X),3.11,(X)
19131,4397.0,4397.0,2853.0,64.9,1071.0,24.4,2434.0,55.4,800.0,18.2,94.0,2.1,64.0,1.5,325.0,7.4,207.0,4.7,1544.0,35.1,1412.0,32.1,777.0,17.7,1125.0,25.6,1556.0,35.4,2.37,(X),2.98,(X)
19133,4053.0,4053.0,2431.0,60.0,977.0,24.1,1969.0,48.6,641.0,15.8,145.0,3.6,114.0,2.8,317.0,7.8,222.0,5.5,1622.0,40.0,1343.0,33.1,679.0,16.8,1019.0,25.1,1403.0,34.6,2.11,(X),2.66,(X)
19135,3329.0,3329.0,2135.0,64.1,940.0,28.2,1750.0,52.6,733.0,22.0,147.0,4.4,46.0,1.4,238.0,7.1,161.0,4.8,1194.0,35.9,1033.0,31.0,441.0,13.2,954.0,28.7,1046.0,31.4,2.32,(X),2.92,(X)
19137,4587.0,4587.0,2946.0,64.2,1278.0,27.9,2185.0,47.6,715.0,15.6,201.0,4.4,128.0,2.8,560.0,12.2,435.0,9.5,1641.0,35.8,1416.0,30.9,746.0,16.3,1379.0,30.1,1486.0,32.4,2.17,(X),2.66,(X)
19139,16536.0,16536.0,11115.0,67.2,4532.0,27.4,8333.0,50.4,2817.0,17.0,825.0,5.0,510.0,3.1,1957.0,11.8,1205.0,7.3,5421.0,32.8,4529.0,27.4,2015.0,12.2,4973.0,30.1,4719.0,28.5,2.56,(X),3.13,(X)
19141,6031.0,6031.0,3791.0,62.9,1510.0,25.0,3244.0,53.8,1158.0,19.2,213.0,3.5,148.0,2.5,334.0,5.5,204.0,3.4,2240.0,37.1,1919.0,31.8,867.0,14.4,1716.0,28.5,1937.0,32.1,2.24,(X),2.8,(X)
19143,2611.0,2611.0,1648.0,63.1,627.0,24.0,1394.0,53.4,440.0,16.9,77.0,2.9,61.0,2.3,177.0,6.8,126.0,4.8,963.0,36.9,790.0,30.3,395.0,15.1,693.0,26.5,857.0,32.8,2.31,(X),2.88,(X)
19145,6323.0,6323.0,3907.0,61.8,1567.0,24.8,3266.0,51.7,1119.0,17.7,259.0,4.1,184.0,2.9,382.0,6.0,264.0,4.2,2416.0,38.2,2219.0,35.1,964.0,15.2,1598.0,25.3,2182.0,34.5,2.27,(X),2.92,(X)
19147,3812.0,3812.0,2459.0,64.5,889.0,23.3,2077.0,54.5,678.0,17.8,115.0,3.0,62.0,1.6,267.0,7.0,149.0,3.9,1353.0,35.5,1120.0,29.4,533.0,14.0,942.0,24.7,1237.0,32.5,2.28,(X),2.84,(X)
19149,10115.0,10115.0,7158.0,70.8,3110.0,30.7,5823.0,57.6,2179.0,21.5,450.0,4.4,346.0,3.4,885.0,8.7,585.0,5.8,2957.0,29.2,2582.0,25.5,1205.0,11.9,3269.0,32.3,3023.0,29.9,2.44,(X),2.89,(X)
19151,3205.0,3205.0,1939.0,60.5,695.0,21.7,1655.0,51.6,510.0,15.9,131.0,4.1,85.0,2.7,153.0,4.8,100.0,3.1,1266.0,39.5,1054.0,32.9,510.0,15.9,725.0,22.6,1079.0,33.7,2.1,(X),2.67,(X)
19153,183753.0,183753.0,115653.0,62.9,56075.0,30.5,87017.0,47.4,38509.0,21.0,8119.0,4.4,4562.0,2.5,20517.0,11.2,13004.0,7.1,68100.0,37.1,52655.0,28.7,17686.0,9.6,60714.0,33.0,42143.0,22.9,2.53,(X),3.15,(X)
19155,36881.0,36881.0,24133.0,65.4,9926.0,26.9,17908.0,48.6,6222.0,16.9,1781.0,4.8,941.0,2.6,4444.0,12.0,2763.0,7.5,12748.0,34.6,10679.0,29.0,4514.0,12.2,11020.0,29.9,10899.0,29.6,2.47,(X),3.04,(X)
19157,7681.0,7681.0,4802.0,62.5,1970.0,25.6,3771.0,49.1,1389.0,18.1,307.0,4.0,167.0,2.2,724.0,9.4,414.0,5.4,2879.0,37.5,2347.0,30.6,1188.0,15.5,2162.0,28.1,2523.0,32.8,2.2,(X),2.75,(X)
19159,1997.0,1997.0,1293.0,64.7,482.0,24.1,1082.0,54.2,344.0,17.2,87.0,4.4,52.0,2.6,124.0,6.2,86.0,4.3,704.0,35.3,573.0,28.7,295.0,14.8,518.0,25.9,725.0,36.3,2.39,(X),3.0,(X)
19161,4367.0,4367.0,2930.0,67.1,1116.0,25.6,2391.0,54.8,740.0,16.9,208.0,4.8,168.0,3.8,331.0,7.6,208.0,4.8,1437.0,32.9,1302.0,29.8,639.0,14.6,1154.0,26.4,1503.0,34.4,2.21,(X),2.7,(X)
19163,67025.0,67025.0,42130.0,62.9,19153.0,28.6,32777.0,48.9,13056.0,19.5,2535.0,3.8,1783.0,2.7,6818.0,10.2,4314.0,6.4,24895.0,37.1,20487.0,30.6,7674.0,11.4,20530.0,30.6,18436.0,27.5,2.52,(X),3.16,(X)
19165,5046.0,5046.0,3177.0,63.0,1275.0,25.3,2597.0,51.5,873.0,17.3,194.0,3.8,126.0,2.5,386.0,7.6,276.0,5.5,1869.0,37.0,1582.0,31.4,759.0,15.0,1302.0,25.8,1703.0,33.7,2.27,(X),2.86,(X)
19167,12166.0,12166.0,8916.0,73.3,4163.0,34.2,7940.0,65.3,3490.0,28.7,413.0,3.4,247.0,2.0,563.0,4.6,426.0,3.5,3250.0,26.7,2856.0,23.5,1317.0,10.8,4447.0,36.6,3315.0,27.2,2.67,(X),3.17,(X)
19169,37219.0,37219.0,19171.0,51.5,8576.0,23.0,16100.0,43.3,6797.0,18.3,1015.0,2.7,563.0,1.5,2056.0,5.5,1216.0,3.3,18048.0,48.5,10439.0,28.0,2737.0,7.4,8937.0,24.0,7379.0,19.8,2.32,(X),2.85,(X)
19171,6755.0,6755.0,4496.0,66.6,1750.0,25.9,3574.0,52.9,1186.0,17.6,313.0,4.6,196.0,2.9,609.0,9.0,368.0,5.4,2259.0,33.4,1890.0,28.0,844.0,12.5,1997.0,29.6,2189.0,32.4,2.48,(X),3.02,(X)
19173,2650.0,2650.0,1710.0,64.5,607.0,22.9,1449.0,54.7,459.0,17.3,66.0,2.5,38.0,1.4,195.0,7.4,110.0,4.2,940.0,35.5,754.0,28.5,412.0,15.5,668.0,25.2,955.0,36.0,2.3,(X),2.83,(X)
19175,5194.0,5194.0,3164.0,60.9,1375.0,26.5,2513.0,48.4,950.0,18.3,185.0,3.6,113.0,2.2,466.0,9.0,312.0,6.0,2030.0,39.1,1651.0,31.8,828.0,15.9,1463.0,28.2,1710.0,32.9,2.34,(X),2.95,(X)
19177,2863.0,2863.0,1908.0,66.6,626.0,21.9,1649.0,57.6,501.0,17.5,95.0,3.3,48.0,1.7,164.0,5.7,77.0,2.7,955.0,33.4,848.0,29.6,343.0,12.0,687.0,24.0,995.0,34.8,2.49,(X),3.12,(X)
