countyFIPS,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force,Estimate!!EMPLOYMENT STATUS!!Civilian labor force,Percent Estimate!!EMPLOYMENT STATUS!!Civilian labor force,Estimate!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,Percent Estimate!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,Estimate!!EMPLOYMENT STATUS!!Females 16 years and over,Percent Estimate!!EMPLOYMENT STATUS!!Females 16 years and over,Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force,Percent Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force,Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force,Percent Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force,Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force!!Employed,Percent Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force!!Employed,Estimate!!EMPLOYMENT STATUS!!Own children of the householder under 6 years,Percent Estimate!!EMPLOYMENT STATUS!!Own children of the householder under 6 years,Estimate!!EMPLOYMENT STATUS!!Own children of the householder under 6 years!!All parents in family in labor force,Percent Estimate!!EMPLOYMENT STATUS!!Own children of the householder under 6 years!!All parents in family in labor force,Estimate!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years,Percent Estimate!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years,Estimate!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years!!All parents in family in labor force,Percent Estimate!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years!!All parents in family in labor force
28065,9469,9469,4659,49.2,4659,49.2,4200,44.4,459,4.8,0,0.0,4810,50.8,4659,4659,(X),9.9,5028,5028,2336,46.5,2336,46.5,2129,42.3,600,600,370,61.7,1442,1442,977,67.8
28067,52910,52910,29767,56.3,29765,56.3,27855,52.6,1910,3.6,2,0.0,23143,43.7,29765,29765,(X),6.4,27686,27686,13632,49.2,13632,49.2,12648,45.7,5454,5454,3442,63.1,11137,11137,6913,62.1
28069,8467,8467,3759,44.4,3759,44.4,3499,41.3,260,3.1,0,0.0,4708,55.6,3759,3759,(X),6.9,4197,4197,1781,42.4,1781,42.4,1605,38.2,496,496,426,85.9,1292,1292,985,76.2
28071,44698,44698,26241,58.7,26241,58.7,24456,54.7,1785,4.0,0,0.0,18457,41.3,26241,26241,(X),6.8,23111,23111,12423,53.8,12423,53.8,11493,49.7,3255,3255,2656,81.6,6032,6032,4161,69.0
28073,47528,47528,31033,65.3,30658,64.5,27694,58.3,2964,6.2,375,0.8,16495,34.7,30658,30658,(X),9.7,25089,25089,15100,60.2,15010,59.8,13369,53.3,4807,4807,3489,72.6,9910,9910,6984,70.5
28075,60845,60845,34155,56.1,33351,54.8,31112,51.1,2239,3.7,804,1.3,26690,43.9,33351,33351,(X),6.7,31594,31594,16459,52.1,16320,51.7,15103,47.8,5419,5419,3810,70.3,11607,11607,8316,71.6
28077,9856,9856,5187,52.6,5176,52.5,4716,47.8,460,4.7,11,0.1,4669,47.4,5176,5176,(X),8.9,5112,5112,2358,46.1,2358,46.1,2117,41.4,986,986,715,72.5,1906,1906,1232,64.6
28079,17643,17643,9574,54.3,9574,54.3,8521,48.3,1053,6.0,0,0.0,8069,45.7,9574,9574,(X),11.0,9017,9017,4456,49.4,4456,49.4,4064,45.1,1498,1498,1096,73.2,3535,3535,2518,71.2
28081,65439,65439,40904,62.5,40839,62.4,38207,58.4,2632,4.0,65,0.1,24535,37.5,40839,40839,(X),6.4,34749,34749,19716,56.7,19716,56.7,18241,52.5,6528,6528,4396,67.3,13936,13936,10372,74.4
28083,22450,22450,10366,46.2,10343,46.1,9178,40.9,1165,5.2,23,0.1,12084,53.8,10343,10343,(X),11.3,12401,12401,5500,44.4,5500,44.4,4818,38.9,2897,2897,1687,58.2,4811,4811,2976,61.9
28085,27139,27139,13891,51.2,13875,51.1,12850,47.3,1025,3.8,16,0.1,13248,48.8,13875,13875,(X),7.4,14399,14399,6526,45.3,6526,45.3,6168,42.8,2329,2329,1400,60.1,5392,5392,3684,68.3
28087,46870,46870,27526,58.7,26472,56.5,24037,51.3,2435,5.2,1054,2.2,19344,41.3,26472,26472,(X),9.2,25076,25076,13089,52.2,12928,51.6,11563,46.1,4475,4475,3204,71.6,8763,8763,6483,74.0
28089,80121,80121,54889,68.5,54756,68.3,52097,65.0,2659,3.3,133,0.2,25232,31.5,54756,54756,(X),4.9,42428,42428,26832,63.2,26823,63.2,25318,59.7,8255,8255,5945,72.0,16933,16933,13516,79.8
28091,19931,19931,9507,47.7,9450,47.4,8786,44.1,664,3.3,57,0.3,10424,52.3,9450,9450,(X),7.0,10266,10266,4365,42.5,4365,42.5,4087,39.8,1784,1784,1136,63.7,3777,3777,2009,53.2
28093,28759,28759,15270,53.1,15249,53.0,14243,49.5,1006,3.5,21,0.1,13489,46.9,15249,15249,(X),6.6,14462,14462,7276,50.3,7264,50.2,6860,47.4,2620,2620,1606,61.3,4486,4486,2894,64.5
28095,28460,28460,15355,54.0,15355,54.0,14371,50.5,984,3.5,0,0.0,13105,46.0,15355,15355,(X),6.4,15082,15082,7323,48.6,7323,48.6,6771,44.9,2539,2539,1804,71.1,5283,5283,3879,73.4
28097,8098,8098,4334,53.5,4331,53.5,3886,48.0,445,5.5,3,0.0,3764,46.5,4331,4331,(X),10.3,4332,4332,2079,48.0,2079,48.0,1796,41.5,748,748,515,68.9,1429,1429,1003,70.2
28099,22181,22181,13203,59.5,13154,59.3,12025,54.2,1129,5.1,49,0.2,8978,40.5,13154,13154,(X),8.6,11828,11828,6823,57.7,6815,57.6,6316,53.4,2114,2114,1533,72.5,5315,5315,4024,75.7
28101,16691,16691,8888,53.3,8862,53.1,8250,49.4,612,3.7,26,0.2,7803,46.7,8862,8862,(X),6.9,8848,8848,4398,49.7,4396,49.7,4071,46.0,1551,1551,919,59.3,3525,3525,2449,69.5
28103,8447,8447,4500,53.3,4500,53.3,4046,47.9,454,5.4,0,0.0,3947,46.7,4500,4500,(X),10.1,4513,4513,2220,49.2,2220,49.2,1882,41.7,824,824,454,55.1,1744,1744,1216,69.7
28105,41666,41666,23145,55.5,23131,55.5,20852,50.0,2279,5.5,14,0.0,18521,44.5,23131,23131,(X),9.9,20897,20897,10822,51.8,10808,51.7,9820,47.0,3085,3085,2257,73.2,5230,5230,3888,74.3
28107,26448,26448,13714,51.9,13685,51.7,12702,48.0,983,3.7,29,0.1,12734,48.1,13685,13685,(X),7.2,13785,13785,6899,50.0,6899,50.0,6449,46.8,2850,2850,2250,78.9,5323,5323,4000,75.1
28109,44172,44172,23657,53.6,23587,53.4,21599,48.9,1988,4.5,70,0.2,20515,46.4,23587,23587,(X),8.4,22610,22610,10688,47.3,10688,47.3,9828,43.5,3484,3484,2060,59.1,7899,7899,5389,68.2
28111,9508,9508,4951,52.1,4928,51.8,4591,48.3,337,3.5,23,0.2,4557,47.9,4928,4928,(X),6.8,4998,4998,2285,45.7,2285,45.7,2121,42.4,802,802,557,69.5,1726,1726,1112,64.4
28113,30553,30553,15033,49.2,15033,49.2,13927,45.6,1106,3.6,0,0.0,15520,50.8,15033,15033,(X),7.4,16345,16345,7334,44.9,7334,44.9,6830,41.8,3038,3038,2196,72.3,6512,6512,4508,69.2
28115,23783,23783,14205,59.7,14203,59.7,13183,55.4,1020,4.3,2,0.0,9578,40.3,14203,14203,(X),7.2,12183,12183,6699,55.0,6697,55.0,6313,51.8,2502,2502,1919,76.7,5482,5482,4414,80.5
28117,20195,20195,10414,51.6,10414,51.6,9661,47.8,753,3.7,0,0.0,9781,48.4,10414,10414,(X),7.2,10572,10572,4831,45.7,4831,45.7,4500,42.6,1773,1773,1108,62.5,3219,3219,2223,69.1
28119,5828,5828,3074,52.7,3074,52.7,2280,39.1,794,13.6,0,0.0,2754,47.3,3074,3074,(X),25.8,3162,3162,1522,48.1,1522,48.1,1101,34.8,574,574,428,74.6,977,977,773,79.1
28121,119621,119621,76882,64.3,76671,64.1,73418,61.4,3253,2.7,211,0.2,42739,35.7,76671,76671,(X),4.2,62687,62687,37285,59.5,37228,59.4,35569,56.7,10904,10904,7676,70.4,23279,23279,17453,75.0
28123,21740,21740,12358,56.8,12338,56.8,11360,52.3,978,4.5,20,0.1,9382,43.2,12338,12338,(X),7.9,11276,11276,5743,50.9,5743,50.9,5279,46.8,2434,2434,1644,67.5,4510,4510,3244,71.9
28125,3542,3542,1784,50.4,1784,50.4,1489,42.0,295,8.3,0,0.0,1758,49.6,1784,1784,(X),16.5,1960,1960,977,49.8,977,49.8,866,44.2,294,294,257,87.4,709,709,539,76.0
28127,21331,21331,11617,54.5,11597,54.4,10649,49.9,948,4.4,20,0.1,9714,45.5,11597,11597,(X),8.2,11184,11184,5576,49.9,5576,49.9,4956,44.3,1740,1740,1231,70.7,4095,4095,3337,81.5
28129,12593,12593,6795,54.0,6795,54.0,6563,52.1,232,1.8,0,0.0,5798,46.0,6795,6795,(X),3.4,6567,6567,3028,46.1,3028,46.1,2947,44.9,1136,1136,681,59.9,2606,2606,1767,67.8
28131,14884,14884,8314,55.9,8275,55.6,7874,52.9,401,2.7,39,0.3,6570,44.1,8275,8275,(X),4.8,7388,7388,4118,55.7,4093,55.4,3823,51.7,1167,1167,826,70.8,2648,2648,1726,65.2
28133,21135,21135,9737,46.1,9735,46.1,8173,38.7,1562,7.4,2,0.0,11398,53.9,9735,9735,(X),16.0,9908,9908,5195,52.4,5195,52.4,4444,44.9,1691,1691,1208,71.4,3756,3756,2825,75.2
28135,11853,11853,4467,37.7,4467,37.7,3833,32.3,634,5.3,0,0.0,7386,62.3,4467,4467,(X),14.2,5031,5031,2427,48.2,2427,48.2,1934,38.4,827,827,600,72.6,1755,1755,1175,67.0
28137,22689,22689,12999,57.3,12999,57.3,12012,52.9,987,4.4,0,0.0,9690,42.7,12999,12999,(X),7.6,11832,11832,6547,55.3,6547,55.3,5866,49.6,1955,1955,1478,75.6,4218,4218,3022,71.6
28139,17062,17062,9598,56.3,9596,56.2,8853,51.9,743,4.4,2,0.0,7464,43.7,9596,9596,(X),7.7,8929,8929,4658,52.2,4658,52.2,4194,47.0,1698,1698,1160,68.3,3451,3451,2462,71.3
28141,15700,15700,8634,55.0,8634,55.0,7801,49.7,833,5.3,0,0.0,7066,45.0,8634,8634,(X),9.6,8150,8150,3974,48.8,3974,48.8,3528,43.3,1259,1259,728,57.8,2862,2862,2137,74.7
28143,7522,7522,4645,61.8,4645,61.8,4156,55.3,489,6.5,0,0.0,2877,38.2,4645,4645,(X),10.5,4080,4080,2398,58.8,2398,58.8,2105,51.6,951,951,813,85.5,1856,1856,1634,88.0
28145,22015,22015,12941,58.8,12941,58.8,12120,55.1,821,3.7,0,0.0,9074,41.2,12941,12941,(X),6.3,11312,11312,6240,55.2,6240,55.2,5794,51.2,1951,1951,1522,78.0,4920,4920,3467,70.5
28147,11518,11518,5820,50.5,5820,50.5,5459,47.4,361,3.1,0,0.0,5698,49.5,5820,5820,(X),6.2,6064,6064,2670,44.0,2670,44.0,2497,41.2,945,945,537,56.8,2217,2217,1479,66.7
28149,36835,36835,20943,56.9,20877,56.7,19368,52.6,1509,4.1,66,0.2,15892,43.1,20877,20877,(X),7.2,19589,19589,10406,53.1,10398,53.1,9638,49.2,3333,3333,2337,70.1,7387,7387,5395,73.0
28151,36109,36109,20200,55.9,20174,55.9,17133,47.4,3041,8.4,26,0.1,15909,44.1,20174,20174,(X),15.1,19649,19649,10234,52.1,10232,52.1,8958,45.6,3855,3855,2692,69.8,7400,7400,5508,74.4
28153,16000,16000,9017,56.4,9017,56.4,8174,51.1,843,5.3,0,0.0,6983,43.6,9017,9017,(X),9.3,8341,8341,4459,53.5,4459,53.5,3945,47.3,1541,1541,907,58.9,3227,3227,2107,65.3
28155,7700,7700,3940,51.2,3940,51.2,3740,48.6,200,2.6,0,0.0,3760,48.8,3940,3940,(X),5.1,4008,4008,1872,46.7,1872,46.7,1746,43.6,672,672,360,53.6,1616,1616,936,57.9
28157,7313,7313,2771,37.9,2771,37.9,2468,33.7,303,4.1,0,0.0,4542,62.1,2771,2771,(X),10.9,3389,3389,1508,44.5,1508,44.5,1430,42.2,551,551,494,89.7,994,994,631,63.5
28159,14576,14576,7825,53.7,7825,53.7,7181,49.3,644,4.4,0,0.0,6751,46.3,7825,7825,(X),8.2,7562,7562,3802,50.3,3802,50.3,3459,45.7,1083,1083,668,61.7,2819,2819,2121,75.2
28161,9945,9945,5695,57.3,5695,57.3,5442,54.7,253,2.5,0,0.0,4250,42.7,5695,5695,(X),4.4,5235,5235,2864,54.7,2864,54.7,2751,52.6,876,876,600,68.5,1691,1691,1258,74.4
28163,21984,21984,9535,43.4,9535,43.4,8109,36.9,1426,6.5,0,0.0,12449,56.6,9535,9535,(X),15.0,9603,9603,5004,52.1,5004,52.1,4136,43.1,1937,1937,1068,55.1,4079,4079,2837,69.6
29001,21380,21380,11611,54.3,11578,54.2,10827,50.6,751,3.5,33,0.2,9769,45.7,11578,11578,(X),6.5,11238,11238,5751,51.2,5745,51.1,5471,48.7,1432,1432,824,57.5,2852,2852,2412,84.6
29003,13991,13991,8780,62.8,8752,62.6,8476,60.6,276,2.0,28,0.2,5211,37.2,8752,8752,(X),3.2,7042,7042,4041,57.4,4033,57.3,3955,56.2,1055,1055,786,74.5,2633,2633,1959,74.4
29005,4366,4366,2739,62.7,2739,62.7,2649,60.7,90,2.1,0,0.0,1627,37.3,2739,2739,(X),3.3,2216,2216,1272,57.4,1272,57.4,1222,55.1,301,301,203,67.4,655,655,574,87.6
29007,20455,20455,11578,56.6,11578,56.6,10751,52.6,827,4.0,0,0.0,8877,43.4,11578,11578,(X),7.1,11430,11430,5495,48.1,5495,48.1,5050,44.2,1715,1715,1118,65.2,3484,3484,2943,84.5
29009,28596,28596,15311,53.5,15311,53.5,14590,51.0,721,2.5,0,0.0,13285,46.5,15311,15311,(X),4.7,14461,14461,6782,46.9,6782,46.9,6301,43.6,2233,2233,1166,52.2,5132,5132,3223,62.8
29011,9426,9426,5513,58.5,5513,58.5,5195,55.1,318,3.4,0,0.0,3913,41.5,5513,5513,(X),5.8,4833,4833,2374,49.1,2374,49.1,2325,48.1,683,683,364,53.3,1874,1874,1321,70.5
29013,12927,12927,7965,61.6,7962,61.6,7612,58.9,350,2.7,3,0.0,4962,38.4,7962,7962,(X),4.4,6692,6692,3850,57.5,3850,57.5,3689,55.1,1157,1157,930,80.4,2485,2485,1843,74.2
29015,16151,16151,7162,44.3,7162,44.3,6573,40.7,589,3.6,0,0.0,8989,55.7,7162,7162,(X),8.2,8206,8206,3452,42.1,3452,42.1,3252,39.6,939,939,629,67.0,2129,2129,1243,58.4
29017,9956,9956,5295,53.2,5295,53.2,5059,50.8,236,2.4,0,0.0,4661,46.8,5295,5295,(X),4.5,5002,5002,2463,49.2,2463,49.2,2378,47.5,694,694,398,57.3,1950,1950,1261,64.7
29019,144697,144697,97729,67.5,97537,67.4,93375,64.5,4162,2.9,192,0.1,46968,32.5,97537,97537,(X),4.3,75379,75379,49327,65.4,49304,65.4,47584,63.1,12047,12047,8764,72.7,22003,22003,17844,81.1
29021,70848,70848,44273,62.5,44179,62.4,41913,59.2,2266,3.2,94,0.1,26575,37.5,44179,44179,(X),5.1,35361,35361,20895,59.1,20860,59.0,20109,56.9,6562,6562,4592,70.0,12539,12539,9089,72.5
29023,33998,33998,18828,55.4,18812,55.3,17067,50.2,1745,5.1,16,0.0,15170,44.6,18812,18812,(X),9.3,17558,17558,8961,51.0,8945,50.9,8405,47.9,3081,3081,2133,69.2,5985,5985,4183,69.9
29025,7123,7123,3979,55.9,3974,55.8,3874,54.4,100,1.4,5,0.1,3144,44.1,3974,3974,(X),2.5,3571,3571,1862,52.1,1862,52.1,1810,50.7,583,583,342,58.7,1359,1359,933,68.7
29027,36587,36587,21151,57.8,21126,57.7,20425,55.8,701,1.9,25,0.1,15436,42.2,21126,21126,(X),3.3,17934,17934,10443,58.2,10443,58.2,10167,56.7,2766,2766,1914,69.2,5903,5903,4824,81.7
29029,38091,38091,19528,51.3,19493,51.2,18231,47.9,1262,3.3,35,0.1,18563,48.7,19493,19493,(X),6.5,19349,19349,9408,48.6,9408,48.6,8879,45.9,2167,2167,1119,51.6,4755,4755,3323,69.9
29031,63224,63224,39806,63.0,39668,62.7,37627,59.5,2041,3.2,138,0.2,23418,37.0,39668,39668,(X),5.1,32984,32984,19641,59.5,19545,59.3,18780,56.9,5264,5264,3507,66.6,10695,10695,8055,75.3
29033,7045,7045,4045,57.4,4045,57.4,3699,52.5,346,4.9,0,0.0,3000,42.6,4045,4045,(X),8.6,3677,3677,1920,52.2,1920,52.2,1772,48.2,709,709,518,73.1,1192,1192,859,72.1
29035,4855,4855,2641,54.4,2619,53.9,2433,50.1,186,3.8,22,0.5,2214,45.6,2619,2619,(X),7.1,2501,2501,1269,50.7,1269,50.7,1159,46.3,405,405,319,78.8,1082,1082,824,76.2
29037,80167,80167,52962,66.1,52942,66.0,50661,63.2,2281,2.8,20,0.0,27205,33.9,52942,52942,(X),4.3,41449,41449,24965,60.2,24956,60.2,23757,57.3,7387,7387,4639,62.8,16817,16817,12631,75.1
29039,10995,10995,5763,52.4,5763,52.4,5243,47.7,520,4.7,0,0.0,5232,47.6,5763,5763,(X),9.0,5566,5566,2680,48.1,2680,48.1,2511,45.1,1013,1013,730,72.1,2078,2078,1305,62.8
29041,6031,6031,3264,54.1,3264,54.1,3158,52.4,106,1.8,0,0.0,2767,45.9,3264,3264,(X),3.2,3076,3076,1557,50.6,1557,50.6,1504,48.9,554,554,453,81.8,1127,1127,886,78.6
29043,65172,65172,41810,64.2,41792,64.1,40014,61.4,1778,2.7,18,0.0,23362,35.8,41792,41792,(X),4.3,33986,33986,19874,58.5,19874,58.5,19110,56.2,6178,6178,4113,66.6,14411,14411,9975,69.2
29045,5394,5394,3408,63.2,3390,62.8,3267,60.6,123,2.3,18,0.3,1986,36.8,3390,3390,(X),3.6,2655,2655,1533,57.7,1515,57.1,1472,55.4,500,500,365,73.0,951,951,622,65.4
29047,187200,187200,130998,70.0,130797,69.9,125517,67.0,5280,2.8,201,0.1,56202,30.0,130797,130797,(X),4.0,96299,96299,62927,65.3,62927,65.3,60422,62.7,17908,17908,12983,72.5,37696,37696,29778,79.0
29049,16331,16331,9960,61.0,9918,60.7,9424,57.7,494,3.0,42,0.3,6371,39.0,9918,9918,(X),5.0,8287,8287,4725,57.0,4722,57.0,4420,53.3,1152,1152,723,62.8,3266,3266,2481,76.0
29051,61224,61224,39125,63.9,39055,63.8,37467,61.2,1588,2.6,70,0.1,22099,36.1,39055,39055,(X),4.1,30322,30322,18920,62.4,18905,62.3,18191,60.0,5446,5446,4320,79.3,11119,11119,9611,86.4
29053,14222,14222,8061,56.7,8047,56.6,7669,53.9,378,2.7,14,0.1,6161,43.3,8047,8047,(X),4.7,6740,6740,4023,59.7,4023,59.7,3891,57.7,1151,1151,862,74.9,2534,2534,2003,79.0
29055,19262,19262,10501,54.5,10501,54.5,9443,49.0,1058,5.5,0,0.0,8761,45.5,10501,10501,(X),10.1,9842,9842,5058,51.4,5058,51.4,4359,44.3,1675,1675,982,58.6,3548,3548,2207,62.2
29057,6269,6269,3397,54.2,3397,54.2,3106,49.5,291,4.6,0,0.0,2872,45.8,3397,3397,(X),8.6,3132,3132,1494,47.7,1494,47.7,1379,44.0,394,394,243,61.7,1024,1024,677,66.1
29059,12988,12988,6558,50.5,6532,50.3,6197,47.7,335,2.6,26,0.2,6430,49.5,6532,6532,(X),5.1,6533,6533,2954,45.2,2954,45.2,2840,43.5,1055,1055,516,48.9,2765,2765,1569,56.7
29061,6425,6425,3625,56.4,3625,56.4,3510,54.6,115,1.8,0,0.0,2800,43.6,3625,3625,(X),3.2,3212,3212,1658,51.6,1658,51.6,1616,50.3,588,588,288,49.0,1398,1398,831,59.4
29063,10786,10786,4409,40.9,4402,40.8,4276,39.6,126,1.2,7,0.1,6377,59.1,4402,4402,(X),2.9,3806,3806,1956,51.4,1956,51.4,1894,49.8,597,597,325,54.4,1442,1442,995,69.0
29065,12363,12363,6655,53.8,6655,53.8,6230,50.4,425,3.4,0,0.0,5708,46.2,6655,6655,(X),6.4,6271,6271,3037,48.4,3037,48.4,2898,46.2,1075,1075,718,66.8,2189,2189,1564,71.4
29067,10828,10828,5118,47.3,5118,47.3,4802,44.3,316,2.9,0,0.0,5710,52.7,5118,5118,(X),6.2,5456,5456,2161,39.6,2161,39.6,2118,38.8,844,844,596,70.6,1858,1858,1350,72.7
29069,23485,23485,12287,52.3,12276,52.3,11346,48.3,930,4.0,11,0.0,11198,47.7,12276,12276,(X),7.6,12458,12458,5859,47.0,5859,47.0,5415,43.5,2382,2382,1534,64.4,4781,4781,2887,60.4
29071,81828,81828,52576,64.3,52534,64.2,50288,61.5,2246,2.7,42,0.1,29252,35.7,52534,52534,(X),4.3,41365,41365,24376,58.9,24376,58.9,23415,56.6,7282,7282,5579,76.6,15267,15267,11629,76.2
29073,11960,11960,7063,59.1,7063,59.1,6891,57.6,172,1.4,0,0.0,4897,40.9,7063,7063,(X),2.4,6114,6114,3314,54.2,3314,54.2,3253,53.2,922,922,755,81.9,2004,2004,1489,74.3
29075,5196,5196,3142,60.5,3138,60.4,3026,58.2,112,2.2,4,0.1,2054,39.5,3138,3138,(X),3.6,2699,2699,1527,56.6,1527,56.6,1487,55.1,551,551,352,63.9,1018,1018,698,68.6
29077,234490,234490,144675,61.7,144534,61.6,138126,58.9,6408,2.7,141,0.1,89815,38.3,144534,144534,(X),4.4,121888,121888,69348,56.9,69348,56.9,66578,54.6,19523,19523,12396,63.5,37069,37069,26253,70.8
29079,7939,7939,4758,59.9,4758,59.9,4590,57.8,168,2.1,0,0.0,3181,40.1,4758,4758,(X),3.5,4082,4082,2136,52.3,2136,52.3,2069,50.7,835,835,520,62.3,1395,1395,1001,71.8
29081,6699,6699,3948,58.9,3947,58.9,3769,56.3,178,2.7,1,0.0,2751,41.1,3947,3947,(X),4.5,3399,3399,1919,56.5,1919,56.5,1834,54.0,683,683,475,69.5,1327,1327,1078,81.2
29083,17505,17505,9473,54.1,9440,53.9,8831,50.4,609,3.5,33,0.2,8032,45.9,9440,9440,(X),6.5,8950,8950,4408,49.3,4408,49.3,4181,46.7,1318,1318,758,57.5,3004,3004,2297,76.5
29085,8002,8002,3487,43.6,3486,43.6,3258,40.7,228,2.8,1,0.0,4515,56.4,3486,3486,(X),6.5,4106,4106,1596,38.9,1596,38.9,1501,36.6,489,489,400,81.8,1022,1022,570,55.8
29087,3638,3638,2155,59.2,2148,59.0,2063,56.7,85,2.3,7,0.2,1483,40.8,2148,2148,(X),4.0,1853,1853,984,53.1,984,53.1,936,50.5,298,298,163,54.7,566,566,457,80.7
29089,8086,8086,4933,61.0,4932,61.0,4727,58.5,205,2.5,1,0.0,3153,39.0,4932,4932,(X),4.2,4078,4078,2422,59.4,2422,59.4,2346,57.5,721,721,571,79.2,1441,1441,1193,82.8
29091,31719,31719,17410,54.9,17406,54.9,16617,52.4,789,2.5,4,0.0,14309,45.1,17406,17406,(X),4.5,16444,16444,8260,50.2,8260,50.2,7980,48.5,2727,2727,1576,57.8,6022,6022,4002,66.5
29093,8347,8347,4186,50.1,4186,50.1,3884,46.5,302,3.6,0,0.0,4161,49.9,4186,4186,(X),7.2,4304,4304,1940,45.1,1940,45.1,1824,42.4,557,557,282,50.6,1318,1318,769,58.3
29095,544741,544741,362349,66.5,362029,66.5,343721,63.1,18308,3.4,320,0.1,182392,33.5,362029,362029,(X),5.1,285172,285172,178062,62.4,178014,62.4,168871,59.2,52786,52786,37266,70.6,103695,103695,78473,75.7
29097,92526,92526,59959,64.8,59930,64.8,56742,61.3,3188,3.4,29,0.0,32567,35.2,59930,59930,(X),5.3,47832,47832,28557,59.7,28557,59.7,27229,56.9,9450,9450,6323,66.9,18272,18272,12927,70.7
29099,176587,176587,117120,66.3,117062,66.3,110438,62.5,6624,3.8,58,0.0,59467,33.7,117062,117062,(X),5.7,89723,89723,55025,61.3,55025,61.3,52519,58.5,15661,15661,11590,74.0,34540,34540,26578,76.9
29101,43250,43250,28639,66.2,25580,59.1,24266,56.1,1314,3.0,3059,7.1,14611,33.8,25580,25580,(X),5.1,20989,20989,13055,62.2,12681,60.4,12131,57.8,3940,3940,2490,63.2,7062,7062,5405,76.5
29103,3136,3136,1688,53.8,1688,53.8,1575,50.2,113,3.6,0,0.0,1448,46.2,1688,1688,(X),6.7,1577,1577,706,44.8,706,44.8,670,42.5,282,282,233,82.6,619,619,426,68.8
29105,27657,27657,16191,58.5,16115,58.3,15006,54.3,1109,4.0,76,0.3,11466,41.5,16115,16115,(X),6.9,14120,14120,7294,51.7,7294,51.7,6604,46.8,2561,2561,1668,65.1,5641,5641,3666,65.0
29107,26081,26081,16025,61.4,16024,61.4,15313,58.7,711,2.7,1,0.0,10056,38.6,16024,16024,(X),4.4,13427,13427,7445,55.4,7445,55.4,7232,53.9,2271,2271,1268,55.8,4854,4854,3398,70.0
29109,29519,29519,17947,60.8,17947,60.8,16841,57.1,1106,3.7,0,0.0,11572,39.2,17947,17947,(X),6.2,15005,15005,8317,55.4,8317,55.4,7944,52.9,2887,2887,1951,67.6,6287,6287,4275,68.0
29111,8008,8008,4760,59.4,4760,59.4,4637,57.9,123,1.5,0,0.0,3248,40.6,4760,4760,(X),2.6,4018,4018,2247,55.9,2247,55.9,2188,54.5,598,598,352,58.9,1513,1513,1140,75.3
29113,43049,43049,27508,63.9,27492,63.9,26349,61.2,1143,2.7,16,0.0,15541,36.1,27492,27492,(X),4.2,21821,21821,12961,59.4,12961,59.4,12367,56.7,4279,4279,2983,69.7,8979,8979,6575,73.2
29115,9580,9580,5653,59.0,5653,59.0,5496,57.4,157,1.6,0,0.0,3927,41.0,5653,5653,(X),2.8,5019,5019,2716,54.1,2716,54.1,2679,53.4,800,800,705,88.1,1940,1940,1519,78.3
29117,12162,12162,6771,55.7,6759,55.6,6605,54.3,154,1.3,12,0.1,5391,44.3,6759,6759,(X),2.3,6848,6848,3211,46.9,3211,46.9,3152,46.0,984,984,633,64.3,1966,1966,1481,75.3
29119,17603,17603,9860,56.0,9842,55.9,9408,53.4,434,2.5,18,0.1,7743,44.0,9842,9842,(X),4.4,8742,8742,4389,50.2,4389,50.2,4217,48.2,1758,1758,730,41.5,3684,3684,2214,60.1
