countyFIPS,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force,Estimate!!EMPLOYMENT STATUS!!Civilian labor force,Percent Estimate!!EMPLOYMENT STATUS!!Civilian labor force,Estimate!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,Percent Estimate!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,Estimate!!EMPLOYMENT STATUS!!Females 16 years and over,Percent Estimate!!EMPLOYMENT STATUS!!Females 16 years and over,Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force,Percent Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force,Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force,Percent Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force,Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force!!Employed,Percent Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force!!Employed,Estimate!!EMPLOYMENT STATUS!!Own children of the householder under 6 years,Percent Estimate!!EMPLOYMENT STATUS!!Own children of the householder under 6 years,Estimate!!EMPLOYMENT STATUS!!Own children of the householder under 6 years!!All parents in family in labor force,Percent Estimate!!EMPLOYMENT STATUS!!Own children of the householder under 6 years!!All parents in family in labor force,Estimate!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years,Percent Estimate!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years,Estimate!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years!!All parents in family in labor force,Percent Estimate!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years!!All parents in family in labor force
16037,3575,3575,1699,47.5,1699,47.5,1619,45.3,80,2.2,0,0.0,1876,52.5,1699,1699,(X),4.7,1725,1725,758,43.9,758,43.9,711,41.2,153,153,78,51.0,544,544,340,62.5
16039,20375,20375,12806,62.9,10462,51.3,9733,47.8,729,3.6,2344,11.5,7569,37.1,10462,10462,(X),7.0,9610,9610,5148,53.6,4782,49.8,4452,46.3,2501,2501,1161,46.4,3696,3696,2079,56.3
16041,9424,9424,5943,63.1,5943,63.1,5861,62.2,82,0.9,0,0.0,3481,36.9,5943,5943,(X),1.4,4654,4654,2469,53.1,2469,53.1,2440,52.4,1220,1220,548,44.9,3155,3155,1420,45.0
16043,9917,9917,5571,56.2,5567,56.1,5212,52.6,355,3.6,4,0.0,4346,43.8,5567,5567,(X),6.4,4674,4674,2269,48.5,2269,48.5,2067,44.2,950,950,440,46.3,2202,2202,1161,52.7
16045,13580,13580,6967,51.3,6967,51.3,6654,49.0,313,2.3,0,0.0,6613,48.7,6967,6967,(X),4.5,6915,6915,3205,46.3,3205,46.3,3046,44.0,1073,1073,604,56.3,2685,2685,2023,75.3
16047,11463,11463,7293,63.6,7293,63.6,6970,60.8,323,2.8,0,0.0,4170,36.4,7293,7293,(X),4.4,5441,5441,2966,54.5,2966,54.5,2857,52.5,1201,1201,686,57.1,2781,2781,1945,69.9
16049,13491,13491,6613,49.0,6613,49.0,6291,46.6,322,2.4,0,0.0,6878,51.0,6613,6613,(X),4.9,6441,6441,3155,49.0,3155,49.0,2991,46.4,871,871,550,63.1,2230,2230,1486,66.6
16051,19525,19525,13086,67.0,13086,67.0,12485,63.9,601,3.1,0,0.0,6439,33.0,13086,13086,(X),4.6,9616,9616,5385,56.0,5385,56.0,5097,53.0,2887,2887,1577,54.6,6536,6536,3657,56.0
16053,16823,16823,11051,65.7,11051,65.7,10607,63.1,444,2.6,0,0.0,5772,34.3,11051,11051,(X),4.0,8272,8272,4644,56.1,4644,56.1,4440,53.7,2208,2208,1271,57.6,4582,4582,3251,71.0
16055,121743,121743,74408,61.1,74284,61.0,70446,57.9,3838,3.2,124,0.1,47335,38.9,74284,74284,(X),5.2,62273,62273,35282,56.7,35282,56.7,33765,54.2,10368,10368,6244,60.2,23648,23648,16272,68.8
16057,32698,32698,20655,63.2,20630,63.1,19601,59.9,1029,3.1,25,0.1,12043,36.8,20630,20630,(X),5.0,16106,16106,9751,60.5,9751,60.5,9269,57.5,2430,2430,1204,49.5,4654,4654,2897,62.2
16059,6530,6530,3328,51.0,3328,51.0,3212,49.2,116,1.8,0,0.0,3202,49.0,3328,3328,(X),3.5,3235,3235,1538,47.5,1538,47.5,1493,46.2,477,477,261,54.7,912,912,579,63.5
16061,3057,3057,1609,52.6,1609,52.6,1515,49.6,94,3.1,0,0.0,1448,47.4,1609,1609,(X),5.8,1567,1567,774,49.4,774,49.4,724,46.2,236,236,179,75.8,597,597,380,63.7
16063,3890,3890,2573,66.1,2573,66.1,2494,64.1,79,2.0,0,0.0,1317,33.9,2573,2573,(X),3.1,1895,1895,1073,56.6,1073,56.6,1058,55.8,457,457,113,24.7,1103,1103,674,61.1
16065,29165,29165,19239,66.0,19239,66.0,17962,61.6,1277,4.4,0,0.0,9926,34.0,19239,19239,(X),6.6,14517,14517,8589,59.2,8589,59.2,7936,54.7,4359,4359,1612,37.0,6126,6126,3115,50.8
16067,15331,15331,9697,63.3,9675,63.1,9339,60.9,336,2.2,22,0.1,5634,36.7,9675,9675,(X),3.5,7575,7575,4150,54.8,4150,54.8,4043,53.4,1892,1892,978,51.7,3663,3663,2414,65.9
16069,32420,32420,19814,61.1,19814,61.1,18892,58.3,922,2.8,0,0.0,12606,38.9,19814,19814,(X),4.7,16581,16581,9471,57.1,9471,57.1,9085,54.8,2796,2796,1924,68.8,5251,5251,4040,76.9
16071,3219,3219,1791,55.6,1791,55.6,1700,52.8,91,2.8,0,0.0,1428,44.4,1791,1791,(X),5.1,1658,1658,777,46.9,777,46.9,736,44.4,345,345,136,39.4,869,869,610,70.2
16073,8753,8753,5207,59.5,5198,59.4,4964,56.7,234,2.7,9,0.1,3546,40.5,5198,5198,(X),4.5,4270,4270,2222,52.0,2222,52.0,2131,49.9,916,916,472,51.5,1981,1981,1414,71.4
16075,17452,17452,10435,59.8,10435,59.8,9859,56.5,576,3.3,0,0.0,7017,40.2,10435,10435,(X),5.5,8819,8819,4582,52.0,4582,52.0,4365,49.5,1589,1589,805,50.7,4017,4017,2473,61.6
16077,5670,5670,3349,59.1,3349,59.1,3218,56.8,131,2.3,0,0.0,2321,40.9,3349,3349,(X),3.9,2795,2795,1195,42.8,1195,42.8,1075,38.5,730,730,205,28.1,1558,1558,773,49.6
16079,10352,10352,5326,51.4,5326,51.4,4866,47.0,460,4.4,0,0.0,5026,48.6,5326,5326,(X),8.6,5203,5203,2293,44.1,2293,44.1,2157,41.5,835,835,381,45.6,1441,1441,908,63.0
16081,8382,8382,6059,72.3,6059,72.3,5698,68.0,361,4.3,0,0.0,2323,27.7,6059,6059,(X),6.0,3914,3914,2516,64.3,2516,64.3,2442,62.4,1000,1000,577,57.7,1888,1888,1252,66.3
16083,62934,62934,41136,65.4,41073,65.3,39657,63.0,1416,2.2,63,0.1,21798,34.6,41073,41073,(X),3.4,32335,32335,19008,58.8,19008,58.8,18365,56.8,7216,7216,4272,59.2,15180,15180,10247,67.5
16085,8695,8695,4305,49.5,4305,49.5,4118,47.4,187,2.2,0,0.0,4390,50.5,4305,4305,(X),4.3,4162,4162,2141,51.4,2141,51.4,2053,49.3,521,521,416,79.8,1290,1290,977,75.7
16087,7915,7915,4257,53.8,4254,53.7,4024,50.8,230,2.9,3,0.0,3658,46.2,4254,4254,(X),5.4,4021,4021,1993,49.6,1993,49.6,1846,45.9,587,587,397,67.6,1684,1684,1316,78.1
17001,53065,53065,34121,64.3,34121,64.3,32501,61.2,1620,3.1,0,0.0,18944,35.7,34121,34121,(X),4.7,27476,27476,16637,60.6,16637,60.6,15867,57.7,4978,4978,3828,76.9,9248,9248,7256,78.5
17003,5077,5077,2385,47.0,2385,47.0,2218,43.7,167,3.3,0,0.0,2692,53.0,2385,2385,(X),7.0,2670,2670,1169,43.8,1169,43.8,1132,42.4,529,529,301,56.9,859,859,601,70.0
17005,13997,13997,7812,55.8,7782,55.6,7481,53.4,301,2.2,30,0.2,6185,44.2,7782,7782,(X),3.9,6834,6834,3945,57.7,3932,57.5,3824,56.0,855,855,590,69.0,2199,2199,1719,78.2
17007,41526,41526,27675,66.6,27636,66.6,25748,62.0,1888,4.5,39,0.1,13851,33.4,27636,27636,(X),6.8,20987,20987,12583,60.0,12583,60.0,11760,56.0,3631,3631,2719,74.9,9529,9529,7130,74.8
17009,5736,5736,2559,44.6,2559,44.6,2448,42.7,111,1.9,0,0.0,3177,55.4,2559,2559,(X),4.3,1973,1973,1246,63.2,1246,63.2,1186,60.1,311,311,276,88.7,707,707,519,73.4
17011,26980,26980,16940,62.8,16929,62.7,16029,59.4,900,3.3,11,0.0,10040,37.2,16929,16929,(X),5.3,13777,13777,7909,57.4,7909,57.4,7518,54.6,1978,1978,1437,72.6,4922,4922,3633,73.8
17013,3970,3970,2157,54.3,2157,54.3,2047,51.6,110,2.8,0,0.0,1813,45.7,2157,2157,(X),5.1,2007,2007,1039,51.8,1039,51.8,1017,50.7,245,245,209,85.3,692,692,562,81.2
17015,12057,12057,7064,58.6,7062,58.6,6595,54.7,467,3.9,2,0.0,4993,41.4,7062,7062,(X),6.6,6088,6088,3291,54.1,3289,54.0,3072,50.5,855,855,704,82.3,1841,1841,1327,72.1
