countyFIPS,Estimate!!RELATIONSHIP!!Population in households,Percent Estimate!!RELATIONSHIP!!Population in households,Estimate!!RELATIONSHIP!!Population in households!!Householder,Percent Estimate!!RELATIONSHIP!!Population in households!!Householder,Estimate!!RELATIONSHIP!!Population in households!!Spouse,Percent Estimate!!RELATIONSHIP!!Population in households!!Spouse,Estimate!!RELATIONSHIP!!Population in households!!Child,Percent Estimate!!RELATIONSHIP!!Population in households!!Child,Estimate!!RELATIONSHIP!!Population in households!!Other relatives,Percent Estimate!!RELATIONSHIP!!Population in households!!Other relatives,Estimate!!RELATIONSHIP!!Population in households!!Nonrelatives,Percent Estimate!!RELATIONSHIP!!Population in households!!Nonrelatives,Estimate!!RELATIONSHIP!!Population in households!!Nonrelatives!!Unmarried partner,Percent Estimate!!RELATIONSHIP!!Population in households!!Nonrelatives!!Unmarried partner
30079,1319.0,1319.0,540.0,40.9,344.0,26.1,364.0,27.6,6.0,0.5,65.0,4.9,22.0,1.7
30081,41577.0,41577.0,17108.0,41.1,9533.0,22.9,10443.0,25.1,2564.0,6.2,1929.0,4.6,565.0,1.4
30083,11294.0,11294.0,4493.0,39.8,2171.0,19.2,3568.0,31.6,403.0,3.6,659.0,5.8,430.0,3.8
30085,10958.0,10958.0,3156.0,28.8,1269.0,11.6,4202.0,38.3,1706.0,15.6,625.0,5.7,183.0,1.7
30087,9161.0,9161.0,3147.0,34.4,1755.0,19.2,2948.0,32.2,885.0,9.7,426.0,4.7,128.0,1.4
30089,11284.0,11284.0,4953.0,43.9,2849.0,25.2,2450.0,21.7,420.0,3.7,612.0,5.4,194.0,1.7
30091,3488.0,3488.0,1645.0,47.2,835.0,23.9,823.0,23.6,77.0,2.2,108.0,3.1,84.0,2.4
30093,33644.0,33644.0,15158.0,45.1,6226.0,18.5,8885.0,26.4,1179.0,3.5,2196.0,6.5,916.0,2.7
30095,9281.0,9281.0,3716.0,40.0,2365.0,25.5,2544.0,27.4,301.0,3.2,355.0,3.8,97.0,1.0
30097,3632.0,3632.0,1547.0,42.6,904.0,24.9,905.0,24.9,165.0,4.5,111.0,3.1,74.0,2.0
30099,5892.0,5892.0,2475.0,42.0,1439.0,24.4,1637.0,27.8,171.0,2.9,170.0,2.9,95.0,1.6
30101,4248.0,4248.0,1898.0,44.7,984.0,23.2,1097.0,25.8,89.0,2.1,180.0,4.2,110.0,2.6
30103,777.0,777.0,365.0,47.0,226.0,29.1,156.0,20.1,6.0,0.8,24.0,3.1,18.0,2.3
30105,7372.0,7372.0,3436.0,46.6,1826.0,24.8,1500.0,20.3,219.0,3.0,391.0,5.3,329.0,4.5
30107,2110.0,2110.0,821.0,38.9,414.0,19.6,662.0,31.4,105.0,5.0,108.0,5.1,65.0,3.1
30109,1149.0,1149.0,497.0,43.3,274.0,23.8,327.0,28.5,10.0,0.9,41.0,3.6,31.0,2.7
30111,154392.0,154392.0,65025.0,42.1,31422.0,20.4,41955.0,27.2,6000.0,3.9,9990.0,6.5,4700.0,3.0
31001,29887.0,29887.0,12710.0,42.5,6307.0,21.1,8273.0,27.7,899.0,3.0,1698.0,5.7,688.0,2.3
31003,6299.0,6299.0,2675.0,42.5,1528.0,24.3,1748.0,27.8,148.0,2.3,200.0,3.2,121.0,1.9
31005,418.0,418.0,193.0,46.2,87.0,20.8,121.0,28.9,2.0,0.5,15.0,3.6,2.0,0.5
31007,696.0,696.0,279.0,40.1,198.0,28.4,144.0,20.7,53.0,7.6,22.0,3.2,7.0,1.0
31009,480.0,480.0,218.0,45.4,138.0,28.8,121.0,25.2,1.0,0.2,2.0,0.4,0.0,0.0
31011,5205.0,5205.0,2280.0,43.8,1301.0,25.0,1365.0,26.2,79.0,1.5,180.0,3.5,119.0,2.3
31013,10877.0,10877.0,4801.0,44.1,2424.0,22.3,2856.0,26.3,363.0,3.3,433.0,4.0,338.0,3.1
31015,2015.0,2015.0,903.0,44.8,566.0,28.1,443.0,22.0,55.0,2.7,48.0,2.4,26.0,1.3
31017,2943.0,2943.0,1434.0,48.7,695.0,23.6,679.0,23.1,52.0,1.8,83.0,2.8,58.0,2.0
31019,46769.0,46769.0,19165.0,41.0,9560.0,20.4,12502.0,26.7,1594.0,3.4,3948.0,8.4,1237.0,2.6
31021,6413.0,6413.0,2919.0,45.5,1579.0,24.6,1570.0,24.5,120.0,1.9,225.0,3.5,161.0,2.5
31023,7886.0,7886.0,3377.0,42.8,1872.0,23.7,2217.0,28.1,195.0,2.5,225.0,2.9,147.0,1.9
31025,25405.0,25405.0,10005.0,39.4,5946.0,23.4,7385.0,29.1,958.0,3.8,1111.0,4.4,589.0,2.3
31027,8374.0,8374.0,3456.0,41.3,2096.0,25.0,2424.0,28.9,125.0,1.5,273.0,3.3,179.0,2.1
31029,3660.0,3660.0,1714.0,46.8,905.0,24.7,847.0,23.1,60.0,1.6,134.0,3.7,91.0,2.5
31031,5670.0,5670.0,2566.0,45.3,1373.0,24.2,1323.0,23.3,216.0,3.8,192.0,3.4,110.0,1.9
31033,9742.0,9742.0,4434.0,45.5,2045.0,21.0,2708.0,27.8,239.0,2.5,316.0,3.2,157.0,1.6
31035,6135.0,6135.0,2574.0,42.0,1430.0,23.3,1684.0,27.4,195.0,3.2,252.0,4.1,135.0,2.2
31037,10666.0,10666.0,3718.0,34.9,2198.0,20.6,3327.0,31.2,497.0,4.7,926.0,8.7,230.0,2.2
31039,8847.0,8847.0,3752.0,42.4,2053.0,23.2,2624.0,29.7,137.0,1.5,281.0,3.2,138.0,1.6
31041,10698.0,10698.0,4846.0,45.3,2574.0,24.1,2589.0,24.2,198.0,1.9,491.0,4.6,271.0,2.5
31043,20061.0,20061.0,7456.0,37.2,4080.0,20.3,6322.0,31.5,1163.0,5.8,1040.0,5.2,750.0,3.7
31045,7850.0,7850.0,3623.0,46.2,1644.0,20.9,1982.0,25.2,130.0,1.7,471.0,6.0,216.0,2.8
31047,23461.0,23461.0,8997.0,38.3,4902.0,20.9,7108.0,30.3,1385.0,5.9,1069.0,4.6,631.0,2.7
31049,1875.0,1875.0,824.0,43.9,425.0,22.7,457.0,24.4,72.0,3.8,97.0,5.2,54.0,2.9
31051,5665.0,5665.0,2311.0,40.8,1345.0,23.7,1656.0,29.2,135.0,2.4,218.0,3.8,127.0,2.2
31053,35679.0,35679.0,15289.0,42.9,7737.0,21.7,9379.0,26.3,1212.0,3.4,2062.0,5.8,1123.0,3.1
31055,542217.0,542217.0,215787.0,39.8,98299.0,18.1,166792.0,30.8,27108.0,5.0,34231.0,6.3,13269.0,2.4
31057,1972.0,1972.0,865.0,43.9,422.0,21.4,594.0,30.1,22.0,1.1,69.0,3.5,68.0,3.4
31059,5344.0,5344.0,2510.0,47.0,1324.0,24.8,1180.0,22.1,128.0,2.4,202.0,3.8,136.0,2.5
31061,2927.0,2927.0,1354.0,46.3,746.0,25.5,663.0,22.7,85.0,2.9,79.0,2.7,67.0,2.3
31063,2490.0,2490.0,1116.0,44.8,619.0,24.9,569.0,22.9,90.0,3.6,96.0,3.9,60.0,2.4
31065,4698.0,4698.0,2142.0,45.6,1152.0,24.5,1036.0,22.1,181.0,3.9,187.0,4.0,102.0,2.2
31067,20980.0,20980.0,9160.0,43.7,4778.0,22.8,5478.0,26.1,554.0,2.6,1010.0,4.8,490.0,2.3
31069,1816.0,1816.0,871.0,48.0,499.0,27.5,391.0,21.5,26.0,1.4,29.0,1.6,21.0,1.2
31071,1925.0,1925.0,886.0,46.0,476.0,24.7,455.0,23.6,53.0,2.8,55.0,2.9,40.0,2.1
31073,1979.0,1979.0,877.0,44.3,529.0,26.7,477.0,24.1,28.0,1.4,68.0,3.4,46.0,2.3
31075,674.0,674.0,293.0,43.5,181.0,26.9,174.0,25.8,12.0,1.8,14.0,2.1,8.0,1.2
31077,2384.0,2384.0,1034.0,43.4,576.0,24.2,667.0,28.0,44.0,1.8,63.0,2.6,35.0,1.5
31079,60387.0,60387.0,22870.0,37.9,10893.0,18.0,18824.0,31.2,3898.0,6.5,3902.0,6.5,1664.0,2.8
31081,9040.0,9040.0,3699.0,40.9,2338.0,25.9,2501.0,27.7,200.0,2.2,302.0,3.3,190.0,2.1
31083,3382.0,3382.0,1521.0,45.0,826.0,24.4,856.0,25.3,48.0,1.4,131.0,3.9,98.0,2.9
31085,943.0,943.0,413.0,43.8,247.0,26.2,236.0,25.0,17.0,1.8,30.0,3.2,19.0,2.0
31087,2804.0,2804.0,1209.0,43.1,581.0,20.7,808.0,28.8,78.0,2.8,128.0,4.6,62.0,2.2
31089,10027.0,10027.0,4435.0,44.2,2530.0,25.2,2443.0,24.4,299.0,3.0,320.0,3.2,256.0,2.6
31091,625.0,625.0,319.0,51.0,156.0,25.0,126.0,20.2,6.0,1.0,18.0,2.9,8.0,1.3
31093,6405.0,6405.0,2684.0,41.9,1570.0,24.5,1857.0,29.0,100.0,1.6,194.0,3.0,109.0,1.7
31095,7069.0,7069.0,3283.0,46.4,1525.0,21.6,1825.0,25.8,156.0,2.2,280.0,4.0,222.0,3.1
31097,4123.0,4123.0,1820.0,44.1,970.0,23.5,1108.0,26.9,76.0,1.8,149.0,3.6,113.0,2.7
31099,6483.0,6483.0,2682.0,41.4,1467.0,22.6,1802.0,27.8,167.0,2.6,365.0,5.6,180.0,2.8
31101,8015.0,8015.0,3844.0,48.0,1946.0,24.3,1790.0,22.3,178.0,2.2,257.0,3.2,185.0,2.3
31103,792.0,792.0,326.0,41.2,224.0,28.3,208.0,26.3,5.0,0.6,29.0,3.7,27.0,3.4
31105,3608.0,3608.0,1571.0,43.5,742.0,20.6,985.0,27.3,138.0,3.8,172.0,4.8,124.0,3.4
31107,8249.0,8249.0,3674.0,44.5,2060.0,25.0,2120.0,25.7,196.0,2.4,199.0,2.4,136.0,1.6
31109,296767.0,296767.0,122646.0,41.3,56019.0,18.9,82541.0,27.8,10896.0,3.7,24665.0,8.3,8302.0,2.8
31111,34632.0,34632.0,14985.0,43.3,7871.0,22.7,9200.0,26.6,896.0,2.6,1680.0,4.9,928.0,2.7
31113,886.0,886.0,341.0,38.5,224.0,25.3,282.0,31.8,6.0,0.7,33.0,3.7,18.0,2.0
31115,585.0,585.0,279.0,47.7,179.0,30.6,98.0,16.8,19.0,3.2,10.0,1.7,7.0,1.2
31117,453.0,453.0,203.0,44.8,132.0,29.1,113.0,24.9,5.0,1.1,0.0,0.0,0.0,0.0
31119,34089.0,34089.0,14254.0,41.8,7351.0,21.6,9785.0,28.7,823.0,2.4,1876.0,5.5,1058.0,3.1
31121,7603.0,7603.0,3324.0,43.7,1856.0,24.4,1864.0,24.5,179.0,2.4,380.0,5.0,199.0,2.6
31123,4675.0,4675.0,1982.0,42.4,946.0,20.2,1276.0,27.3,258.0,5.5,213.0,4.6,110.0,2.4
31125,3406.0,3406.0,1546.0,45.4,804.0,23.6,893.0,26.2,52.0,1.5,111.0,3.3,72.0,2.1
31127,6463.0,6463.0,2877.0,44.5,1573.0,24.3,1561.0,24.2,159.0,2.5,293.0,4.5,119.0,1.8
31129,4201.0,4201.0,1914.0,45.6,1007.0,24.0,1010.0,24.0,112.0,2.7,158.0,3.8,96.0,2.3
31131,15666.0,15666.0,6452.0,41.2,3347.0,21.4,4590.0,29.3,479.0,3.1,798.0,5.1,348.0,2.2
31133,2637.0,2637.0,1219.0,46.2,610.0,23.1,677.0,25.7,57.0,2.2,74.0,2.8,57.0,2.2
31135,2872.0,2872.0,1225.0,42.7,776.0,27.0,744.0,25.9,105.0,3.7,22.0,0.8,12.0,0.4
31137,8857.0,8857.0,3927.0,44.3,2189.0,24.7,2273.0,25.7,85.0,1.0,383.0,4.3,265.0,3.0
31139,7028.0,7028.0,3026.0,43.1,1786.0,25.4,1910.0,27.2,94.0,1.3,212.0,3.0,117.0,1.7
31141,32603.0,32603.0,13000.0,39.9,7196.0,22.1,9938.0,30.5,1138.0,3.5,1331.0,4.1,665.0,2.0
31143,5168.0,5168.0,2052.0,39.7,1258.0,24.3,1507.0,29.2,215.0,4.2,136.0,2.6,69.0,1.3
31145,10384.0,10384.0,4459.0,42.9,2439.0,23.5,2809.0,27.1,325.0,3.1,352.0,3.4,249.0,2.4
31147,7860.0,7860.0,3772.0,48.0,1835.0,23.3,1836.0,23.4,105.0,1.3,312.0,4.0,229.0,2.9
31149,1290.0,1290.0,626.0,48.5,359.0,27.8,248.0,19.2,22.0,1.7,35.0,2.7,27.0,2.1
31151,13326.0,13326.0,5073.0,38.1,2799.0,21.0,4410.0,33.1,337.0,2.5,707.0,5.3,315.0,2.4
31153,177160.0,177160.0,65045.0,36.7,38313.0,21.6,58322.0,32.9,7375.0,4.2,8105.0,4.6,3253.0,1.8
31155,20749.0,20749.0,8326.0,40.1,4817.0,23.2,6176.0,29.8,560.0,2.7,870.0,4.2,545.0,2.6
31157,35477.0,35477.0,14613.0,41.2,6783.0,19.1,10064.0,28.4,1795.0,5.1,2222.0,6.3,1097.0,3.1
31159,15705.0,15705.0,6596.0,42.0,3814.0,24.3,4411.0,28.1,237.0,1.5,647.0,4.1,316.0,2.0
31161,5104.0,5104.0,2251.0,44.1,1061.0,20.8,1275.0,25.0,322.0,6.3,195.0,3.8,126.0,2.5
31163,2981.0,2981.0,1358.0,45.6,735.0,24.7,681.0,22.8,72.0,2.4,135.0,4.5,98.0,3.3
31165,1266.0,1266.0,579.0,45.7,330.0,26.1,286.0,22.6,37.0,2.9,34.0,2.7,28.0,2.2
31167,5942.0,5942.0,2410.0,40.6,1402.0,23.6,1753.0,29.5,169.0,2.8,208.0,3.5,88.0,1.5
31169,4945.0,4945.0,2283.0,46.2,1263.0,25.5,1217.0,24.6,62.0,1.3,120.0,2.4,78.0,1.6
31171,645.0,645.0,292.0,45.3,170.0,26.4,154.0,23.9,9.0,1.4,20.0,3.1,9.0,1.4
31173,7089.0,7089.0,2175.0,30.7,976.0,13.8,2370.0,33.4,1224.0,17.3,344.0,4.9,167.0,2.4
31175,4151.0,4151.0,1840.0,44.3,1071.0,25.8,1007.0,24.3,36.0,0.9,197.0,4.7,138.0,3.3
31177,19907.0,19907.0,8125.0,40.8,5021.0,25.2,5527.0,27.8,487.0,2.4,747.0,3.8,488.0,2.5
31179,8107.0,8107.0,3657.0,45.1,2045.0,25.2,1968.0,24.3,53.0,0.7,384.0,4.7,115.0,1.4
31181,3489.0,3489.0,1519.0,43.5,806.0,23.1,962.0,27.6,53.0,1.5,149.0,4.3,53.0,1.5
31183,822.0,822.0,357.0,43.4,211.0,25.7,195.0,23.7,28.0,3.4,31.0,3.8,19.0,2.3
31185,12785.0,12785.0,5691.0,44.5,3180.0,24.9,3289.0,25.7,248.0,1.9,377.0,2.9,273.0,2.1
32001,23457.0,23457.0,9819.0,41.9,5003.0,21.3,6499.0,27.7,877.0,3.7,1259.0,5.4,458.0,2.0
32003,2118752.0,2118752.0,767954.0,36.2,330352.0,15.6,640483.0,30.2,219730.0,10.4,160233.0,7.6,60617.0,2.9
32005,47560.0,47560.0,20579.0,43.3,11202.0,23.6,10522.0,22.1,2621.0,5.5,2636.0,5.5,1227.0,2.6
32007,51392.0,51392.0,17688.0,34.4,9771.0,19.0,16749.0,32.6,3738.0,7.3,3446.0,6.7,1245.0,2.4
32009,976.0,976.0,454.0,46.5,170.0,17.4,249.0,25.5,46.0,4.7,57.0,5.8,38.0,3.9
32011,1825.0,1825.0,750.0,41.1,485.0,26.6,476.0,26.1,57.0,3.1,57.0,3.1,11.0,0.6
32013,16690.0,16690.0,6271.0,37.6,3303.0,19.8,5449.0,32.6,898.0,5.4,769.0,4.6,461.0,2.8
32015,5691.0,5691.0,2087.0,36.7,964.0,16.9,1949.0,34.2,389.0,6.8,302.0,5.3,244.0,4.3
32017,4624.0,4624.0,2041.0,44.1,1071.0,23.2,1202.0,26.0,238.0,5.1,72.0,1.6,9.0,0.2
32019,52920.0,52920.0,20528.0,38.8,10465.0,19.8,14085.0,26.6,4144.0,7.8,3698.0,7.0,1464.0,2.8
32021,4372.0,4372.0,1938.0,44.3,798.0,18.3,1159.0,26.5,228.0,5.2,249.0,5.7,122.0,2.8
32023,43200.0,43200.0,18668.0,43.2,8619.0,20.0,9885.0,22.9,2739.0,6.3,3289.0,7.6,1062.0,2.5
32027,4682.0,4682.0,1933.0,41.3,1090.0,23.3,1224.0,26.1,258.0,5.5,177.0,3.8,160.0,3.4
32029,3904.0,3904.0,1598.0,40.9,863.0,22.1,798.0,20.4,248.0,6.4,397.0,10.2,81.0,2.1
32031,444493.0,444493.0,177632.0,40.0,81397.0,18.3,120251.0,27.1,28932.0,6.5,36281.0,8.2,13904.0,3.1
32033,8248.0,8248.0,3529.0,42.8,1834.0,22.2,2182.0,26.5,338.0,4.1,365.0,4.4,281.0,3.4
32510,52363.0,52363.0,22461.0,42.9,9520.0,18.2,13494.0,25.8,3449.0,6.6,3439.0,6.6,1731.0,3.3
33001,59714.0,59714.0,24739.0,41.4,13229.0,22.2,15414.0,25.8,2572.0,4.3,3760.0,6.3,1861.0,3.1
33003,47270.0,47270.0,21070.0,44.6,11253.0,23.8,10363.0,21.9,1665.0,3.5,2919.0,6.2,1723.0,3.6
33005,71747.0,71747.0,30319.0,42.3,14869.0,20.7,17631.0,24.6,3156.0,4.4,5772.0,8.0,2409.0,3.4
33007,29662.0,29662.0,13720.0,46.3,6521.0,22.0,6436.0,21.7,996.0,3.4,1989.0,6.7,1243.0,4.2
33009,83067.0,83067.0,34752.0,41.8,17366.0,20.9,20469.0,24.6,4105.0,4.9,6375.0,7.7,2687.0,3.2
33011,402732.0,402732.0,159200.0,39.5,81929.0,20.3,113693.0,28.2,21053.0,5.2,26857.0,6.7,13531.0,3.4
33013,142697.0,142697.0,57843.0,40.5,31012.0,21.7,38092.0,26.7,6514.0,4.6,9236.0,6.5,4214.0,3.0
33015,302556.0,302556.0,120147.0,39.7,68335.0,22.6,85116.0,28.1,12723.0,4.2,16235.0,5.4,8747.0,2.9
33017,119233.0,119233.0,48548.0,40.7,24323.0,20.4,31368.0,26.3,4707.0,3.9,10287.0,8.6,4111.0,3.4
33019,42364.0,42364.0,17740.0,41.9,8623.0,20.4,10773.0,25.4,2141.0,5.1,3087.0,7.3,1433.0,3.4
34001,262605.0,262605.0,99874.0,38.0,45469.0,17.3,80957.0,30.8,21552.0,8.2,14753.0,5.6,6168.0,2.3
34003,919000.0,919000.0,338249.0,36.8,193454.0,21.1,292718.0,31.9,62536.0,6.8,32043.0,3.5,14888.0,1.6
34005,434520.0,434520.0,165496.0,38.1,89315.0,20.6,135268.0,31.1,26456.0,6.1,17985.0,4.1,8872.0,2.0
34007,500508.0,500508.0,187158.0,37.4,83796.0,16.7,164879.0,32.9,38871.0,7.8,25804.0,5.2,12486.0,2.5
34009,91144.0,91144.0,39904.0,43.8,20807.0,22.8,22272.0,24.4,4086.0,4.5,4075.0,4.5,2143.0,2.4
34011,140393.0,140393.0,50608.0,36.0,21149.0,15.1,45418.0,32.4,14011.0,10.0,9207.0,6.6,4659.0,3.3
34013,772245.0,772245.0,282502.0,36.6,111258.0,14.4,265631.0,34.4,71950.0,9.3,40904.0,5.3,16361.0,2.1
34015,286542.0,286542.0,104587.0,36.5,56552.0,19.7,93803.0,32.7,18246.0,6.4,13354.0,4.7,6141.0,2.1
34017,660680.0,660680.0,255429.0,38.7,101292.0,15.3,183732.0,27.8,63471.0,9.6,56756.0,8.6,20626.0,3.1
34019,120737.0,120737.0,47180.0,39.1,29774.0,24.7,36289.0,30.1,3763.0,3.1,3731.0,3.1,2017.0,1.7
34021,351760.0,351760.0,129873.0,36.9,64514.0,18.3,109953.0,31.3,29520.0,8.4,17900.0,5.1,5580.0,1.6
34023,796038.0,796038.0,284174.0,35.7,160762.0,20.2,252699.0,31.7,65901.0,8.3,32502.0,4.1,13198.0,1.7
34025,617171.0,617171.0,233874.0,37.9,129812.0,21.0,196948.0,31.9,31750.0,5.1,24787.0,4.0,11775.0,1.9
34027,485482.0,485482.0,180896.0,37.3,107717.0,22.2,155832.0,32.1,22798.0,4.7,18239.0,3.8,7841.0,1.6
34029,585313.0,585313.0,225270.0,38.5,119914.0,20.5,190379.0,32.5,25691.0,4.4,24059.0,4.1,11450.0,2.0
34031,495127.0,495127.0,163670.0,33.1,79910.0,16.1,176173.0,35.6,52947.0,10.7,22427.0,4.5,10035.0,2.0
34033,61806.0,61806.0,23908.0,38.7,11448.0,18.5,18967.0,30.7,3950.0,6.4,3533.0,5.7,1785.0,2.9
34035,325734.0,325734.0,117012.0,35.9,71186.0,21.9,106334.0,32.6,20261.0,6.2,10941.0,3.4,4209.0,1.3
34037,140240.0,140240.0,53361.0,38.0,31198.0,22.2,44040.0,31.4,6156.0,4.4,5485.0,3.9,3263.0,2.3
34039,545763.0,545763.0,188987.0,34.6,93815.0,17.2,185780.0,34.0,50389.0,9.2,26792.0,4.9,11416.0,2.1
34041,104251.0,104251.0,41350.0,39.7,22074.0,21.2,30745.0,29.5,5343.0,5.1,4739.0,4.5,2755.0,2.6
35001,668733.0,668733.0,265657.0,39.7,107888.0,16.1,196646.0,29.4,53028.0,7.9,45514.0,6.8,20166.0,3.0
35003,3393.0,3393.0,1381.0,40.7,723.0,21.3,372.0,11.0,637.0,18.8,280.0,8.3,0.0,0.0
35005,63369.0,63369.0,23169.0,36.6,10946.0,17.3,21204.0,33.5,5044.0,8.0,3006.0,4.7,1419.0,2.2
35006,25387.0,25387.0,8939.0,35.2,3462.0,13.6,7456.0,29.4,3994.0,15.7,1536.0,6.1,955.0,3.8
35007,11803.0,11803.0,5678.0,48.1,2259.0,19.1,2431.0,20.6,617.0,5.2,818.0,6.9,439.0,3.7
35009,49154.0,49154.0,18515.0,37.7,8369.0,17.0,16368.0,33.3,2965.0,6.0,2937.0,6.0,1382.0,2.8
35011,2029.0,2029.0,705.0,34.7,261.0,12.9,784.0,38.6,148.0,7.3,131.0,6.5,18.0,0.9
35013,209824.0,209824.0,77453.0,36.9,36531.0,17.4,68842.0,32.8,15450.0,7.4,11548.0,5.5,5299.0,2.5
35015,56778.0,56778.0,21264.0,37.5,10591.0,18.7,17427.0,30.7,3933.0,6.9,3563.0,6.3,1765.0,3.1
35017,27316.0,27316.0,12003.0,43.9,5137.0,18.8,7125.0,26.1,1593.0,5.8,1458.0,5.3,891.0,3.3
35019,3638.0,3638.0,1404.0,38.6,535.0,14.7,1287.0,35.4,201.0,5.5,211.0,5.8,19.0,0.5
35021,459.0,459.0,211.0,46.0,88.0,19.2,91.0,19.8,38.0,8.3,31.0,6.8,3.0,0.7
35023,4267.0,4267.0,1753.0,41.1,855.0,20.0,1316.0,30.8,237.0,5.6,106.0,2.5,38.0,0.9
35025,67516.0,67516.0,22114.0,32.8,11899.0,17.6,24964.0,37.0,5722.0,8.5,2817.0,4.2,1294.0,1.9
35027,19293.0,19293.0,7815.0,40.5,4242.0,22.0,4457.0,23.1,1752.0,9.1,1027.0,5.3,377.0,2.0
35028,18251.0,18251.0,7567.0,41.5,4369.0,23.9,5325.0,29.2,406.0,2.2,584.0,3.2,203.0,1.1
35029,23853.0,23853.0,9025.0,37.8,3577.0,15.0,7676.0,32.2,2675.0,11.2,900.0,3.8,573.0,2.4
35031,72114.0,72114.0,20295.0,28.1,7398.0,10.3,27834.0,38.6,13675.0,19.0,2912.0,4.0,1635.0,2.3
35033,4550.0,4550.0,1535.0,33.7,657.0,14.4,1660.0,36.5,419.0,9.2,279.0,6.1,226.0,5.0
35035,62219.0,62219.0,23391.0,37.6,11103.0,17.8,19621.0,31.5,5119.0,8.2,2985.0,4.8,1131.0,1.8
35037,8302.0,8302.0,3060.0,36.9,1063.0,12.8,2508.0,30.2,1021.0,12.3,650.0,7.8,57.0,0.7
35039,38653.0,38653.0,12398.0,32.1,4872.0,12.6,14494.0,37.5,5206.0,13.5,1683.0,4.4,918.0,2.4
35041,17980.0,17980.0,6993.0,38.9,3109.0,17.3,5406.0,30.1,1048.0,5.8,1424.0,7.9,665.0,3.7
35043,139789.0,139789.0,50340.0,36.0,26658.0,19.1,44118.0,31.6,11396.0,8.2,7277.0,5.2,3823.0,2.7
35045,125687.0,125687.0,43134.0,34.3,20354.0,16.2,41631.0,33.1,13990.0,11.1,6578.0,5.2,3289.0,2.6
35047,26408.0,26408.0,11292.0,42.8,3563.0,13.5,7604.0,28.8,1859.0,7.0,2090.0,7.9,969.0,3.7
35049,145978.0,145978.0,61972.0,42.5,26881.0,18.4,37807.0,25.9,10007.0,6.9,9311.0,6.4,4345.0,3.0
35051,10876.0,10876.0,5377.0,49.4,1923.0,17.7,2330.0,21.4,515.0,4.7,731.0,6.7,450.0,4.1
35053,16481.0,16481.0,4550.0,27.6,1669.0,10.1,5579.0,33.9,3052.0,18.5,1631.0,9.9,244.0,1.5
35055,32251.0,32251.0,12127.0,37.6,4654.0,14.4,9519.0,29.5,3668.0,11.4,2283.0,7.1,847.0,2.6
35057,15122.0,15122.0,5664.0,37.5,2811.0,18.6,4076.0,27.0,1580.0,10.4,991.0,6.6,128.0,0.8
35059,3535.0,3535.0,1381.0,39.1,539.0,15.2,1291.0,36.5,169.0,4.8,155.0,4.4,95.0,2.7
35061,74468.0,74468.0,27489.0,36.9,13664.0,18.3,23846.0,32.0,5705.0,7.7,3764.0,5.1,1679.0,2.3
36001,289963.0,289963.0,126008.0,43.5,49833.0,17.2,79828.0,27.5,13715.0,4.7,20579.0,7.1,9037.0,3.1
36003,42087.0,42087.0,18009.0,42.8,8747.0,20.8,11139.0,26.5,1769.0,4.2,2423.0,5.8,1263.0,3.0
36005,1396082.0,1396082.0,499728.0,35.8,138496.0,9.9,509417.0,36.5,172891.0,12.4,75550.0,5.4,28887.0,2.1
36007,184172.0,184172.0,78594.0,42.7,33637.0,18.3,49903.0,27.1,8080.0,4.4,13958.0,7.6,6182.0,3.4
36009,75014.0,75014.0,31433.0,41.9,14441.0,19.3,20792.0,27.7,3507.0,4.7,4841.0,6.5,2547.0,3.4
36011,73497.0,73497.0,31251.0,42.5,14118.0,19.2,19862.0,27.0,3149.0,4.3,5117.0,7.0,2765.0,3.8
36013,123652.0,123652.0,52572.0,42.5,23804.0,19.3,34603.0,28.0,5135.0,4.2,7538.0,6.1,3741.0,3.0
36015,81018.0,81018.0,34373.0,42.4,15776.0,19.5,22104.0,27.3,3531.0,4.4,5234.0,6.5,3293.0,4.1
36017,47662.0,47662.0,20616.0,43.3,9539.0,20.0,11940.0,25.1,2231.0,4.7,3336.0,7.0,2040.0,4.3
36019,73085.0,73085.0,31395.0,43.0,14744.0,20.2,18106.0,24.8,2925.0,4.0,5915.0,8.1,3123.0,4.3
36021,58432.0,58432.0,25243.0,43.2,11929.0,20.4,14579.0,25.0,2497.0,4.3,4184.0,7.2,2340.0,4.0
36023,44577.0,44577.0,17685.0,39.7,8411.0,18.9,11731.0,26.3,2267.0,5.1,4483.0,10.1,1743.0,3.9
36025,43172.0,43172.0,19030.0,44.1,9050.0,21.0,10130.0,23.5,1875.0,4.3,3087.0,7.2,1569.0,3.6
36027,275456.0,275456.0,107347.0,39.0,56263.0,20.4,83048.0,30.1,15204.0,5.5,13594.0,4.9,6275.0,2.3
36029,891858.0,891858.0,387847.0,43.5,161244.0,18.1,252708.0,28.3,37633.0,4.2,52426.0,5.9,25080.0,2.8
36031,34859.0,34859.0,15425.0,44.2,7613.0,21.8,8326.0,23.9,1609.0,4.6,1886.0,5.4,1119.0,3.2
36033,44845.0,44845.0,19088.0,42.6,8771.0,19.6,12050.0,26.9,1715.0,3.8,3221.0,7.2,2019.0,4.5
36035,52557.0,52557.0,22439.0,42.7,10024.0,19.1,13264.0,25.2,2569.0,4.9,4261.0,8.1,1594.0,3.0
36037,57329.0,57329.0,23681.0,41.3,11977.0,20.9,16025.0,28.0,2383.0,4.2,3263.0,5.7,1930.0,3.4
