countyFIPS,Estimate!!MARITAL STATUS!!Males 15 years and over,Percent Estimate!!MARITAL STATUS!!Males 15 years and over,Estimate!!MARITAL STATUS!!Males 15 years and over!!Never married,Percent Estimate!!MARITAL STATUS!!Males 15 years and over!!Never married,"Estimate!!MARITAL STATUS!!Males 15 years and over!!Now married, except separated","Percent Estimate!!MARITAL STATUS!!Males 15 years and over!!Now married, except separated",Estimate!!MARITAL STATUS!!Males 15 years and over!!Separated,Percent Estimate!!MARITAL STATUS!!Males 15 years and over!!Separated,Estimate!!MARITAL STATUS!!Males 15 years and over!!Widowed,Percent Estimate!!MARITAL STATUS!!Males 15 years and over!!Widowed,Estimate!!MARITAL STATUS!!Males 15 years and over!!Divorced,Percent Estimate!!MARITAL STATUS!!Males 15 years and over!!Divorced,Estimate!!MARITAL STATUS!!Females 15 years and over,Percent Estimate!!MARITAL STATUS!!Females 15 years and over,Estimate!!MARITAL STATUS!!Females 15 years and over!!Never married,Percent Estimate!!MARITAL STATUS!!Females 15 years and over!!Never married,"Estimate!!MARITAL STATUS!!Females 15 years and over!!Now married, except separated","Percent Estimate!!MARITAL STATUS!!Females 15 years and over!!Now married, except separated",Estimate!!MARITAL STATUS!!Females 15 years and over!!Separated,Percent Estimate!!MARITAL STATUS!!Females 15 years and over!!Separated,Estimate!!MARITAL STATUS!!Females 15 years and over!!Widowed,Percent Estimate!!MARITAL STATUS!!Females 15 years and over!!Widowed,Estimate!!MARITAL STATUS!!Females 15 years and over!!Divorced,Percent Estimate!!MARITAL STATUS!!Females 15 years and over!!Divorced
47085,7383.0,7383.0,2097.0,28.4,3856.0,52.2,155.0,2.1,215.0,2.9,1060.0,14.4,7825.0,7825.0,1651.0,21.1,4070.0,52.0,213.0,2.7,921.0,11.8,970.0,12.4
47087,4931.0,4931.0,1317.0,26.7,2585.0,52.4,75.0,1.5,252.0,5.1,702.0,14.2,4971.0,4971.0,1074.0,21.6,2121.0,42.7,147.0,3.0,755.0,15.2,874.0,17.6
47089,21594.0,21594.0,5769.0,26.7,11798.0,54.6,610.0,2.8,965.0,4.5,2452.0,11.4,22900.0,22900.0,4719.0,20.6,12295.0,53.7,584.0,2.6,2306.0,10.1,2996.0,13.1
47091,8421.0,8421.0,2657.0,31.6,4218.0,50.1,158.0,1.9,204.0,2.4,1184.0,14.1,6954.0,6954.0,1031.0,14.8,3960.0,56.9,155.0,2.2,933.0,13.4,875.0,12.6
47093,180604.0,180604.0,62992.0,34.9,91363.0,50.6,2684.0,1.5,5123.0,2.8,18442.0,10.2,195193.0,195193.0,56247.0,28.8,91048.0,46.6,4391.0,2.2,16582.0,8.5,26925.0,13.8
47095,4231.0,4231.0,2026.0,47.9,1128.0,26.7,225.0,5.3,85.0,2.0,767.0,18.1,2369.0,2369.0,585.0,24.7,968.0,40.9,69.0,2.9,412.0,17.4,335.0,14.1
47097,11008.0,11008.0,4008.0,36.4,4949.0,45.0,256.0,2.3,335.0,3.0,1460.0,13.3,10353.0,10353.0,2846.0,27.5,4488.0,43.3,364.0,3.5,1101.0,10.6,1554.0,15.0
47099,16456.0,16456.0,4319.0,26.2,9274.0,56.4,295.0,1.8,597.0,3.6,1971.0,12.0,17573.0,17573.0,3363.0,19.1,9013.0,51.3,531.0,3.0,1929.0,11.0,2737.0,15.6
47101,4690.0,4690.0,1188.0,25.3,2717.0,57.9,19.0,0.4,162.0,3.5,604.0,12.9,5084.0,5084.0,989.0,19.5,2813.0,55.3,97.0,1.9,525.0,10.3,660.0,13.0
47103,13438.0,13438.0,3789.0,28.2,7181.0,53.4,363.0,2.7,389.0,2.9,1716.0,12.8,14085.0,14085.0,2605.0,18.5,7341.0,52.1,230.0,1.6,1993.0,14.1,1916.0,13.6
47105,20937.0,20937.0,4759.0,22.7,12610.0,60.2,379.0,1.8,893.0,4.3,2296.0,11.0,22230.0,22230.0,3646.0,16.4,13008.0,58.5,337.0,1.5,2351.0,10.6,2888.0,13.0
47107,20878.0,20878.0,5721.0,27.4,11033.0,52.8,402.0,1.9,1014.0,4.9,2708.0,13.0,22619.0,22619.0,4431.0,19.6,11189.0,49.5,694.0,3.1,2677.0,11.8,3628.0,16.0
47109,10276.0,10276.0,2892.0,28.1,5159.0,50.2,318.0,3.1,305.0,3.0,1602.0,15.6,10955.0,10955.0,2371.0,21.6,5296.0,48.3,302.0,2.8,1409.0,12.9,1577.0,14.4
47111,9064.0,9064.0,2174.0,24.0,5547.0,61.2,97.0,1.1,185.0,2.0,1061.0,11.7,9626.0,9626.0,1720.0,17.9,5552.0,57.7,310.0,3.2,1034.0,10.7,1010.0,10.5
47113,36866.0,36866.0,13054.0,35.4,18204.0,49.4,777.0,2.1,843.0,2.3,3988.0,10.8,42530.0,42530.0,13496.0,31.7,18489.0,43.5,1060.0,2.5,4117.0,9.7,5368.0,12.6
47115,11309.0,11309.0,2825.0,25.0,6371.0,56.3,270.0,2.4,379.0,3.4,1464.0,12.9,12141.0,12141.0,2392.0,19.7,6324.0,52.1,424.0,3.5,1523.0,12.5,1478.0,12.2
47117,12602.0,12602.0,3094.0,24.6,7033.0,55.8,374.0,3.0,501.0,4.0,1600.0,12.7,13476.0,13476.0,3087.0,22.9,6524.0,48.4,348.0,2.6,1405.0,10.4,2112.0,15.7
47119,34165.0,34165.0,9774.0,28.6,18830.0,55.1,574.0,1.7,1195.0,3.5,3792.0,11.1,37962.0,37962.0,9588.0,25.3,18788.0,49.5,863.0,2.3,3188.0,8.4,5535.0,14.6
47121,4953.0,4953.0,1080.0,21.8,2829.0,57.1,52.0,1.0,145.0,2.9,847.0,17.1,4951.0,4951.0,728.0,14.7,2885.0,58.3,113.0,2.3,537.0,10.8,688.0,13.9
47123,18461.0,18461.0,4306.0,23.3,10624.0,57.5,399.0,2.2,739.0,4.0,2393.0,13.0,19321.0,19321.0,3682.0,19.1,9960.0,51.6,504.0,2.6,2217.0,11.5,2958.0,15.3
47125,74972.0,74972.0,23300.0,31.1,41046.0,54.7,1446.0,1.9,1361.0,1.8,7819.0,10.4,76057.0,76057.0,18793.0,24.7,40217.0,52.9,1776.0,2.3,5318.0,7.0,9953.0,13.1
47127,2533.0,2533.0,565.0,22.3,1606.0,63.4,12.0,0.5,104.0,4.1,246.0,9.7,2751.0,2751.0,512.0,18.6,1708.0,62.1,70.0,2.5,298.0,10.8,163.0,5.9
47129,10335.0,10335.0,3613.0,35.0,4859.0,47.0,130.0,1.3,305.0,3.0,1428.0,13.8,7917.0,7917.0,1468.0,18.5,4371.0,55.2,221.0,2.8,887.0,11.2,970.0,12.3
47131,11944.0,11944.0,3138.0,26.3,6591.0,55.2,280.0,2.3,389.0,3.3,1546.0,12.9,13130.0,13130.0,3029.0,23.1,6405.0,48.8,264.0,2.0,1530.0,11.7,1902.0,14.5
47133,8688.0,8688.0,2207.0,25.4,4978.0,57.3,122.0,1.4,298.0,3.4,1083.0,12.5,9286.0,9286.0,1562.0,16.8,5180.0,55.8,173.0,1.9,1099.0,11.8,1272.0,13.7
47135,3276.0,3276.0,905.0,27.6,1982.0,60.5,9.0,0.3,122.0,3.7,258.0,7.9,3227.0,3227.0,505.0,15.6,1953.0,60.5,46.0,1.4,410.0,12.7,313.0,9.7
47137,2184.0,2184.0,399.0,18.3,1464.0,67.0,13.0,0.6,100.0,4.6,208.0,9.5,2150.0,2150.0,255.0,11.9,1325.0,61.6,27.0,1.3,324.0,15.1,219.0,10.2
47139,7007.0,7007.0,1721.0,24.6,4081.0,58.2,162.0,2.3,171.0,2.4,872.0,12.4,7056.0,7056.0,1113.0,15.8,4114.0,58.3,120.0,1.7,789.0,11.2,920.0,13.0
47141,31086.0,31086.0,11585.0,37.3,14861.0,47.8,554.0,1.8,769.0,2.5,3317.0,10.7,32133.0,32133.0,8622.0,26.8,14913.0,46.4,575.0,1.8,3393.0,10.6,4630.0,14.4
47143,12968.0,12968.0,4018.0,31.0,6417.0,49.5,152.0,1.2,503.0,3.9,1878.0,14.5,13354.0,13354.0,2939.0,22.0,6295.0,47.1,462.0,3.5,1552.0,11.6,2106.0,15.8
47145,21758.0,21758.0,5708.0,26.2,12325.0,56.6,146.0,0.7,877.0,4.0,2702.0,12.4,23136.0,23136.0,4668.0,20.2,11832.0,51.1,507.0,2.2,2693.0,11.6,3436.0,14.9
47147,27099.0,27099.0,6977.0,25.7,16174.0,59.7,401.0,1.5,710.0,2.6,2837.0,10.5,28255.0,28255.0,6111.0,21.6,15756.0,55.8,424.0,1.5,2480.0,8.8,3484.0,12.3
47149,118885.0,118885.0,42107.0,35.4,62078.0,52.2,1451.0,1.2,2364.0,2.0,10885.0,9.2,124686.0,124686.0,37926.0,30.4,60785.0,48.8,1829.0,1.5,8181.0,6.6,15965.0,12.8
47151,8608.0,8608.0,2081.0,24.2,4588.0,53.3,165.0,1.9,301.0,3.5,1473.0,17.1,8955.0,8955.0,1795.0,20.0,4488.0,50.1,322.0,3.6,1084.0,12.1,1266.0,14.1
47153,5981.0,5981.0,1310.0,21.9,3447.0,57.6,149.0,2.5,72.0,1.2,1003.0,16.8,6198.0,6198.0,1080.0,17.4,3504.0,56.5,175.0,2.8,640.0,10.3,799.0,12.9
47155,38525.0,38525.0,10411.0,27.0,21626.0,56.1,558.0,1.4,1152.0,3.0,4778.0,12.4,41245.0,41245.0,8583.0,20.8,21275.0,51.6,926.0,2.2,4669.0,11.3,5792.0,14.0
47157,346143.0,346143.0,152190.0,44.0,144551.0,41.8,9958.0,2.9,8409.0,2.4,31035.0,9.0,393970.0,393970.0,155201.0,39.4,142804.0,36.2,14277.0,3.6,32150.0,8.2,49538.0,12.6
47159,7743.0,7743.0,1897.0,24.5,4367.0,56.4,139.0,1.8,224.0,2.9,1116.0,14.4,8073.0,8073.0,1635.0,20.3,4204.0,52.1,218.0,2.7,959.0,11.9,1057.0,13.1
47161,5427.0,5427.0,1359.0,25.0,3094.0,57.0,106.0,2.0,140.0,2.6,728.0,13.4,5577.0,5577.0,936.0,16.8,3026.0,54.3,213.0,3.8,637.0,11.4,765.0,13.7
47163,63287.0,63287.0,16862.0,26.6,33733.0,53.3,1332.0,2.1,2470.0,3.9,8890.0,14.0,68397.0,68397.0,13200.0,19.3,34768.0,50.8,1464.0,2.1,8018.0,11.7,10947.0,16.0
47165,69616.0,69616.0,19654.0,28.2,39431.0,56.6,872.0,1.3,1953.0,2.8,7706.0,11.1,74440.0,74440.0,17421.0,23.4,38817.0,52.1,1318.0,1.8,6641.0,8.9,10243.0,13.8
47167,23750.0,23750.0,7334.0,30.9,12835.0,54.0,326.0,1.4,775.0,3.3,2480.0,10.4,25171.0,25171.0,6516.0,25.9,12592.0,50.0,610.0,2.4,2432.0,9.7,3021.0,12.0
47169,4452.0,4452.0,1637.0,36.8,1808.0,40.6,383.0,8.6,61.0,1.4,563.0,12.6,3515.0,3515.0,1088.0,31.0,1324.0,37.7,174.0,5.0,435.0,12.4,494.0,14.1
47171,7483.0,7483.0,2030.0,27.1,3861.0,51.6,103.0,1.4,336.0,4.5,1153.0,15.4,7670.0,7670.0,1563.0,20.4,3660.0,47.7,149.0,1.9,1150.0,15.0,1148.0,15.0
47173,7781.0,7781.0,1771.0,22.8,4467.0,57.4,158.0,2.0,264.0,3.4,1121.0,14.4,8014.0,8014.0,1408.0,17.6,4304.0,53.7,124.0,1.5,795.0,9.9,1383.0,17.3
47175,2428.0,2428.0,562.0,23.1,1314.0,54.1,79.0,3.3,86.0,3.5,387.0,15.9,2404.0,2404.0,371.0,15.4,1316.0,54.7,47.0,2.0,329.0,13.7,341.0,14.2
47177,15976.0,15976.0,4471.0,28.0,8083.0,50.6,370.0,2.3,732.0,4.6,2320.0,14.5,16551.0,16551.0,3356.0,20.3,7981.0,48.2,363.0,2.2,1676.0,10.1,3175.0,19.2
47179,51616.0,51616.0,16622.0,32.2,26968.0,52.2,622.0,1.2,1641.0,3.2,5763.0,11.2,55003.0,55003.0,14779.0,26.9,25856.0,47.0,1332.0,2.4,5355.0,9.7,7681.0,14.0
47181,7825.0,7825.0,2684.0,34.3,3380.0,43.2,186.0,2.4,397.0,5.1,1178.0,15.1,6287.0,6287.0,973.0,15.5,3466.0,55.1,154.0,2.4,868.0,13.8,826.0,13.1
47183,13668.0,13668.0,4727.0,34.6,7036.0,51.5,176.0,1.3,449.0,3.3,1280.0,9.4,14592.0,14592.0,4284.0,29.4,6725.0,46.1,154.0,1.1,1821.0,12.5,1608.0,11.0
47185,10428.0,10428.0,2507.0,24.0,6019.0,57.7,167.0,1.6,276.0,2.6,1459.0,14.0,11210.0,11210.0,2050.0,18.3,5870.0,52.4,251.0,2.2,1490.0,13.3,1549.0,13.8
47187,82091.0,82091.0,20401.0,24.9,55604.0,67.7,530.0,0.6,1267.0,1.5,4289.0,5.2,87506.0,87506.0,19231.0,22.0,54409.0,62.2,621.0,0.7,4691.0,5.4,8554.0,9.8
47189,51647.0,51647.0,12491.0,24.2,31411.0,60.8,851.0,1.6,1104.0,2.1,5790.0,11.2,54810.0,54810.0,11136.0,20.3,31854.0,58.1,1185.0,2.2,4397.0,8.0,6238.0,11.4
48001,30604.0,30604.0,11348.0,37.1,12215.0,39.9,1206.0,3.9,956.0,3.1,4879.0,15.9,18007.0,18007.0,3851.0,21.4,9341.0,51.9,426.0,2.4,1800.0,10.0,2589.0,14.4
48003,6715.0,6715.0,1956.0,29.1,3819.0,56.9,68.0,1.0,181.0,2.7,691.0,10.3,6469.0,6469.0,1522.0,23.5,3441.0,53.2,240.0,3.7,445.0,6.9,821.0,12.7
48005,33219.0,33219.0,9999.0,30.1,16970.0,51.1,980.0,3.0,1102.0,3.3,4168.0,12.5,35580.0,35580.0,9236.0,26.0,16573.0,46.6,1239.0,3.5,4067.0,11.4,4465.0,12.5
48007,10243.0,10243.0,2778.0,27.1,5180.0,50.6,157.0,1.5,367.0,3.6,1761.0,17.2,10690.0,10690.0,1529.0,14.3,6219.0,58.2,341.0,3.2,1043.0,9.8,1558.0,14.6
48009,3564.0,3564.0,930.0,26.1,2019.0,56.6,36.0,1.0,160.0,4.5,419.0,11.8,3709.0,3709.0,617.0,16.6,2224.0,60.0,71.0,1.9,424.0,11.4,373.0,10.1
48011,795.0,795.0,149.0,18.7,515.0,64.8,9.0,1.1,24.0,3.0,98.0,12.3,800.0,800.0,126.0,15.8,482.0,60.3,20.0,2.5,82.0,10.3,90.0,11.3
48013,18669.0,18669.0,6133.0,32.9,9589.0,51.4,429.0,2.3,569.0,3.0,1949.0,10.4,18918.0,18918.0,4688.0,24.8,9272.0,49.0,867.0,4.6,2138.0,11.3,1953.0,10.3
48015,11727.0,11727.0,3095.0,26.4,7244.0,61.8,122.0,1.0,348.0,3.0,918.0,7.8,11980.0,11980.0,2364.0,19.7,6999.0,58.4,330.0,2.8,1205.0,10.1,1082.0,9.0
48017,2856.0,2856.0,861.0,30.1,1383.0,48.4,144.0,5.0,117.0,4.1,351.0,12.3,2682.0,2682.0,809.0,30.2,1294.0,48.2,144.0,5.4,287.0,10.7,148.0,5.5
48019,9248.0,9248.0,2315.0,25.0,5067.0,54.8,121.0,1.3,293.0,3.2,1452.0,15.7,9519.0,9519.0,1457.0,15.3,5111.0,53.7,228.0,2.4,856.0,9.0,1867.0,19.6
48021,33165.0,33165.0,11173.0,33.7,16415.0,49.5,747.0,2.3,844.0,2.5,3986.0,12.0,32054.0,32054.0,8848.0,27.6,15745.0,49.1,602.0,1.9,2711.0,8.5,4148.0,12.9
48023,1399.0,1399.0,260.0,18.6,893.0,63.8,17.0,1.2,102.0,7.3,127.0,9.1,1542.0,1542.0,313.0,20.3,824.0,53.4,66.0,4.3,214.0,13.9,125.0,8.1
48025,16964.0,16964.0,7360.0,43.4,6372.0,37.6,413.0,2.4,368.0,2.2,2451.0,14.4,9935.0,9935.0,2730.0,27.5,4593.0,46.2,357.0,3.6,1148.0,11.6,1107.0,11.1
48027,129981.0,129981.0,44312.0,34.1,68433.0,52.6,2456.0,1.9,2909.0,2.2,11871.0,9.1,131259.0,131259.0,34599.0,26.4,66417.0,50.6,4129.0,3.1,8800.0,6.7,17314.0,13.2
48029,738013.0,738013.0,298762.0,40.5,333266.0,45.2,17240.0,2.3,16740.0,2.3,72005.0,9.8,771188.0,771188.0,255869.0,33.2,326383.0,42.3,24975.0,3.2,59544.0,7.7,104417.0,13.5
48031,4875.0,4875.0,1193.0,24.5,2891.0,59.3,105.0,2.2,192.0,3.9,494.0,10.1,4766.0,4766.0,771.0,16.2,2733.0,57.3,153.0,3.2,438.0,9.2,671.0,14.1
48033,251.0,251.0,32.0,12.7,169.0,67.3,0.0,0.0,18.0,7.2,32.0,12.7,277.0,277.0,56.0,20.2,163.0,58.8,0.0,0.0,45.0,16.2,13.0,4.7
48035,7281.0,7281.0,1677.0,23.0,4392.0,60.3,98.0,1.3,330.0,4.5,784.0,10.8,7648.0,7648.0,1273.0,16.6,4417.0,57.8,178.0,2.3,950.0,12.4,830.0,10.9
48037,37778.0,37778.0,12928.0,34.2,18061.0,47.8,964.0,2.6,1051.0,2.8,4774.0,12.6,37468.0,37468.0,9588.0,25.6,17174.0,45.8,1201.0,3.2,4250.0,11.3,5255.0,14.0
48039,138717.0,138717.0,42134.0,30.4,77809.0,56.1,2384.0,1.7,3180.0,2.3,13210.0,9.5,136448.0,136448.0,34190.0,25.1,75863.0,55.6,2534.0,1.9,10275.0,7.5,13586.0,10.0
48041,91683.0,91683.0,49296.0,53.8,34757.0,37.9,1190.0,1.3,1156.0,1.3,5284.0,5.8,89335.0,89335.0,40988.0,45.9,33356.0,37.3,1889.0,2.1,4792.0,5.4,8310.0,9.3
48043,3835.0,3835.0,1224.0,31.9,1937.0,50.5,59.0,1.5,72.0,1.9,543.0,14.2,3858.0,3858.0,1091.0,28.3,1751.0,45.4,43.0,1.1,323.0,8.4,650.0,16.8
48045,725.0,725.0,229.0,31.6,356.0,49.1,19.0,2.6,34.0,4.7,87.0,12.0,598.0,598.0,95.0,15.9,365.0,61.0,0.0,0.0,90.0,15.1,48.0,8.0
48047,3039.0,3039.0,1491.0,49.1,1030.0,33.9,149.0,4.9,75.0,2.5,294.0,9.7,2643.0,2643.0,1059.0,40.1,823.0,31.1,179.0,6.8,299.0,11.3,283.0,10.7
48049,15202.0,15202.0,4254.0,28.0,7811.0,51.4,387.0,2.5,672.0,4.4,2078.0,13.7,15697.0,15697.0,3341.0,21.3,8465.0,53.9,331.0,2.1,1756.0,11.2,1804.0,11.5
48051,7205.0,7205.0,2178.0,30.2,3882.0,53.9,131.0,1.8,306.0,4.2,708.0,9.8,7405.0,7405.0,1622.0,21.9,4005.0,54.1,259.0,3.5,805.0,10.9,714.0,9.6
48053,18546.0,18546.0,4810.0,25.9,10540.0,56.8,375.0,2.0,573.0,3.1,2248.0,12.1,19237.0,19237.0,3617.0,18.8,10600.0,55.1,238.0,1.2,2335.0,12.1,2447.0,12.7
48055,16658.0,16658.0,6258.0,37.6,8000.0,48.0,310.0,1.9,363.0,2.2,1727.0,10.4,16617.0,16617.0,4843.0,29.1,7243.0,43.6,443.0,2.7,1894.0,11.4,2194.0,13.2
48057,8768.0,8768.0,2881.0,32.9,4366.0,49.8,225.0,2.6,295.0,3.4,1001.0,11.4,8515.0,8515.0,2134.0,25.1,4088.0,48.0,208.0,2.4,839.0,9.9,1246.0,14.6
48059,5437.0,5437.0,1435.0,26.4,2996.0,55.1,52.0,1.0,238.0,4.4,716.0,13.2,5683.0,5683.0,1169.0,20.6,3012.0,53.0,132.0,2.3,639.0,11.2,731.0,12.9
48061,149524.0,149524.0,54556.0,36.5,77401.0,51.8,3207.0,2.1,4497.0,3.0,9863.0,6.6,163883.0,163883.0,51224.0,31.3,74635.0,45.5,8042.0,4.9,15520.0,9.5,14462.0,8.8
48063,4739.0,4739.0,1264.0,26.7,2668.0,56.3,64.0,1.4,200.0,4.2,543.0,11.5,5251.0,5251.0,1258.0,24.0,2615.0,49.8,195.0,3.7,724.0,13.8,459.0,8.7
48065,2251.0,2251.0,557.0,24.7,1331.0,59.1,46.0,2.0,84.0,3.7,233.0,10.4,2526.0,2526.0,475.0,18.8,1428.0,56.5,12.0,0.5,278.0,11.0,333.0,13.2
48067,11670.0,11670.0,2718.0,23.3,6668.0,57.1,147.0,1.3,427.0,3.7,1710.0,14.7,12815.0,12815.0,2404.0,18.8,6778.0,52.9,319.0,2.5,1672.0,13.0,1642.0,12.8
48069,2928.0,2928.0,932.0,31.8,1463.0,50.0,35.0,1.2,126.0,4.3,372.0,12.7,2916.0,2916.0,777.0,26.6,1346.0,46.2,41.0,1.4,230.0,7.9,522.0,17.9
48071,15655.0,15655.0,4555.0,29.1,9198.0,58.8,204.0,1.3,389.0,2.5,1309.0,8.4,15453.0,15453.0,3945.0,25.5,9133.0,59.1,195.0,1.3,1113.0,7.2,1067.0,6.9
48073,20851.0,20851.0,6874.0,33.0,10586.0,50.8,390.0,1.9,574.0,2.8,2427.0,11.6,20069.0,20069.0,4671.0,23.3,10196.0,50.8,485.0,2.4,2372.0,11.8,2345.0,11.7
48075,3928.0,3928.0,1964.0,50.0,1428.0,36.4,69.0,1.8,83.0,2.1,384.0,9.8,2160.0,2160.0,365.0,16.9,1152.0,53.3,13.0,0.6,435.0,20.1,195.0,9.0
48077,4290.0,4290.0,877.0,20.4,2483.0,57.9,106.0,2.5,305.0,7.1,519.0,12.1,4351.0,4351.0,697.0,16.0,2681.0,61.6,93.0,2.1,374.0,8.6,506.0,11.6
48079,1126.0,1126.0,376.0,33.4,564.0,50.1,8.0,0.7,52.0,4.6,126.0,11.2,1108.0,1108.0,316.0,28.5,524.0,47.3,47.0,4.2,140.0,12.6,81.0,7.3
48081,1372.0,1372.0,299.0,21.8,864.0,63.0,17.0,1.2,80.0,5.8,112.0,8.2,1396.0,1396.0,133.0,9.5,858.0,61.5,14.0,1.0,183.0,13.1,208.0,14.9
48083,3454.0,3454.0,691.0,20.0,2153.0,62.3,53.0,1.5,76.0,2.2,481.0,13.9,3377.0,3377.0,457.0,13.5,1830.0,54.2,171.0,5.1,570.0,16.9,349.0,10.3
48085,359330.0,359330.0,105910.0,29.5,219684.0,61.1,3402.0,0.9,4944.0,1.4,25390.0,7.1,378966.0,378966.0,94073.0,24.8,214757.0,56.7,6019.0,1.6,22547.0,5.9,41570.0,11.0
48087,1164.0,1164.0,331.0,28.4,707.0,60.7,34.0,2.9,0.0,0.0,92.0,7.9,1211.0,1211.0,261.0,21.6,649.0,53.6,31.0,2.6,176.0,14.5,94.0,7.8
48089,8375.0,8375.0,2564.0,30.6,4621.0,55.2,136.0,1.6,263.0,3.1,791.0,9.4,8503.0,8503.0,2243.0,26.4,4106.0,48.3,139.0,1.6,1015.0,11.9,1000.0,11.8
48091,53722.0,53722.0,14927.0,27.8,32154.0,59.9,721.0,1.3,1097.0,2.0,4823.0,9.0,56054.0,56054.0,11945.0,21.3,31494.0,56.2,1318.0,2.4,4693.0,8.4,6604.0,11.8
48093,5482.0,5482.0,1159.0,21.1,3362.0,61.3,129.0,2.4,121.0,2.2,711.0,13.0,5542.0,5542.0,1059.0,19.1,3071.0,55.4,62.0,1.1,794.0,14.3,556.0,10.0
48095,2517.0,2517.0,1103.0,43.8,1088.0,43.2,20.0,0.8,73.0,2.9,233.0,9.3,1274.0,1274.0,348.0,27.3,560.0,44.0,30.0,2.4,189.0,14.8,147.0,11.5
48097,15681.0,15681.0,4219.0,26.9,8800.0,56.1,303.0,1.9,559.0,3.6,1800.0,11.5,16146.0,16146.0,3277.0,20.3,8943.0,55.4,373.0,2.3,1500.0,9.3,2053.0,12.7
48099,29912.0,29912.0,11272.0,37.7,13905.0,46.5,520.0,1.7,812.0,2.7,3403.0,11.4,30228.0,30228.0,7904.0,26.1,14460.0,47.8,1234.0,4.1,2199.0,7.3,4431.0,14.7
48101,542.0,542.0,148.0,27.3,329.0,60.7,3.0,0.6,6.0,1.1,56.0,10.3,620.0,620.0,90.0,14.5,313.0,50.5,29.0,4.7,137.0,22.1,51.0,8.2
48103,1867.0,1867.0,559.0,29.9,1094.0,58.6,66.0,3.5,50.0,2.7,98.0,5.2,1737.0,1737.0,406.0,23.4,842.0,48.5,104.0,6.0,241.0,13.9,144.0,8.3
48105,1411.0,1411.0,422.0,29.9,914.0,64.8,0.0,0.0,45.0,3.2,30.0,2.1,1389.0,1389.0,301.0,21.7,811.0,58.4,23.0,1.7,141.0,10.2,113.0,8.1
48107,2226.0,2226.0,747.0,33.6,1178.0,52.9,36.0,1.6,69.0,3.1,196.0,8.8,2308.0,2308.0,601.0,26.0,1047.0,45.4,91.0,3.9,281.0,12.2,288.0,12.5
48109,950.0,950.0,392.0,41.3,321.0,33.8,43.0,4.5,50.0,5.3,144.0,15.2,830.0,830.0,235.0,28.3,393.0,47.3,28.0,3.4,109.0,13.1,65.0,7.8
48111,2801.0,2801.0,1050.0,37.5,1447.0,51.7,32.0,1.1,42.0,1.5,230.0,8.2,2453.0,2453.0,538.0,21.9,1356.0,55.3,103.0,4.2,170.0,6.9,286.0,11.7
48113,979909.0,979909.0,392458.0,40.1,460516.0,47.0,22055.0,2.3,19928.0,2.0,84952.0,8.7,1028040.0,1028040.0,352128.0,34.3,444104.0,43.2,34302.0,3.3,70458.0,6.9,127048.0,12.4
48115,5844.0,5844.0,2430.0,41.6,2570.0,44.0,160.0,2.7,151.0,2.6,533.0,9.1,4461.0,4461.0,1226.0,27.5,2124.0,47.6,91.0,2.0,529.0,11.9,491.0,11.0
48117,6949.0,6949.0,2298.0,33.1,3657.0,52.6,199.0,2.9,263.0,3.8,532.0,7.7,6962.0,6962.0,1691.0,24.3,3714.0,53.3,321.0,4.6,561.0,8.1,675.0,9.7
48119,2094.0,2094.0,576.0,27.5,1207.0,57.6,15.0,0.7,68.0,3.2,228.0,10.9,2146.0,2146.0,470.0,21.9,1264.0,58.9,35.0,1.6,215.0,10.0,162.0,7.5
48121,310339.0,310339.0,101601.0,32.7,174575.0,56.3,4017.0,1.3,4439.0,1.4,25707.0,8.3,326947.0,326947.0,93278.0,28.5,170749.0,52.2,6363.0,1.9,18318.0,5.6,38239.0,11.7
48123,8732.0,8732.0,2388.0,27.3,4733.0,54.2,265.0,3.0,228.0,2.6,1118.0,12.8,7889.0,7889.0,1433.0,18.2,4588.0,58.2,67.0,0.8,1059.0,13.4,742.0,9.4
48125,942.0,942.0,237.0,25.2,515.0,54.7,56.0,5.9,18.0,1.9,116.0,12.3,889.0,889.0,110.0,12.4,440.0,49.5,49.0,5.5,163.0,18.3,127.0,14.3
48127,3713.0,3713.0,1449.0,39.0,1642.0,44.2,40.0,1.1,155.0,4.2,427.0,11.5,4208.0,4208.0,1274.0,30.3,1629.0,38.7,180.0,4.3,534.0,12.7,591.0,14.0
48129,1368.0,1368.0,453.0,33.1,693.0,50.7,62.0,4.5,37.0,2.7,123.0,9.0,1418.0,1418.0,316.0,22.3,642.0,45.3,23.0,1.6,196.0,13.8,241.0,17.0
48131,4528.0,4528.0,1867.0,41.2,1855.0,41.0,97.0,2.1,154.0,3.4,555.0,12.3,4289.0,4289.0,1260.0,29.4,1746.0,40.7,136.0,3.2,577.0,13.5,570.0,13.3
48133,7550.0,7550.0,2705.0,35.8,3204.0,42.4,203.0,2.7,309.0,4.1,1129.0,15.0,7584.0,7584.0,1552.0,20.5,3497.0,46.1,200.0,2.6,1038.0,13.7,1297.0,17.1
48135,59517.0,59517.0,20764.0,34.9,28880.0,48.5,1272.0,2.1,1701.0,2.9,6900.0,11.6,58258.0,58258.0,16383.0,28.1,27648.0,47.5,1947.0,3.3,5176.0,8.9,7104.0,12.2
48137,867.0,867.0,255.0,29.4,444.0,51.2,14.0,1.6,47.0,5.4,107.0,12.3,873.0,873.0,243.0,27.8,431.0,49.4,0.0,0.0,139.0,15.9,60.0,6.9
