countyFIPS,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population,Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability,Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years,Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability,Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years,Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability,Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over,Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over,Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability,Percent Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability
29207,29078.0,29078.0,6897.0,23.7,6587.0,6587.0,610.0,9.3,17022.0,17022.0,3514.0,20.6,5469.0,5469.0,2773.0,50.7
29209,31168.0,31168.0,6289.0,20.2,5291.0,5291.0,330.0,6.2,16702.0,16702.0,2715.0,16.3,9175.0,9175.0,3244.0,35.4
29211,6143.0,6143.0,793.0,12.9,1391.0,1391.0,26.0,1.9,3582.0,3582.0,414.0,11.6,1170.0,1170.0,353.0,30.2
29213,54288.0,54288.0,9594.0,17.7,11617.0,11617.0,653.0,5.6,31541.0,31541.0,4907.0,15.6,11130.0,11130.0,4034.0,36.2
29215,24247.0,24247.0,5743.0,23.7,5494.0,5494.0,298.0,5.4,13791.0,13791.0,3253.0,23.6,4962.0,4962.0,2192.0,44.2
29217,20225.0,20225.0,3615.0,17.9,4816.0,4816.0,195.0,4.0,11842.0,11842.0,1954.0,16.5,3567.0,3567.0,1466.0,41.1
29219,33732.0,33732.0,5258.0,15.6,8139.0,8139.0,616.0,7.6,19808.0,19808.0,2527.0,12.8,5785.0,5785.0,2115.0,36.6
29221,23824.0,23824.0,6168.0,25.9,5743.0,5743.0,547.0,9.5,14282.0,14282.0,3636.0,25.5,3799.0,3799.0,1985.0,52.3
29223,13191.0,13191.0,3929.0,29.8,2764.0,2764.0,156.0,5.6,7437.0,7437.0,2050.0,27.6,2990.0,2990.0,1723.0,57.6
29225,37152.0,37152.0,5508.0,14.8,10341.0,10341.0,443.0,4.3,21182.0,21182.0,2924.0,13.8,5629.0,5629.0,2141.0,38.0
29227,1991.0,1991.0,323.0,16.2,427.0,427.0,27.0,6.3,1114.0,1114.0,126.0,11.3,450.0,450.0,170.0,37.8
29229,18102.0,18102.0,3681.0,20.3,4515.0,4515.0,237.0,5.2,10140.0,10140.0,2011.0,19.8,3447.0,3447.0,1433.0,41.6
29510,306638.0,306638.0,47282.0,15.4,60982.0,60982.0,3235.0,5.3,207776.0,207776.0,28399.0,13.7,37880.0,37880.0,15648.0,41.3
30001,9262.0,9262.0,1429.0,15.4,1666.0,1666.0,6.0,0.4,5641.0,5641.0,728.0,12.9,1955.0,1955.0,695.0,35.5
30003,13258.0,13258.0,1178.0,8.9,4485.0,4485.0,98.0,2.2,7258.0,7258.0,616.0,8.5,1515.0,1515.0,464.0,30.6
30005,6621.0,6621.0,1403.0,21.2,2009.0,2009.0,121.0,6.0,3692.0,3692.0,811.0,22.0,920.0,920.0,471.0,51.2
30007,5791.0,5791.0,1047.0,18.1,1148.0,1148.0,55.0,4.8,3312.0,3312.0,475.0,14.3,1331.0,1331.0,517.0,38.8
30009,10442.0,10442.0,1662.0,15.9,1913.0,1913.0,108.0,5.6,6024.0,6024.0,634.0,10.5,2505.0,2505.0,920.0,36.7
30011,1296.0,1296.0,176.0,13.6,257.0,257.0,0.0,0.0,716.0,716.0,30.0,4.2,323.0,323.0,146.0,45.2
30013,78238.0,78238.0,11634.0,14.9,18328.0,18328.0,796.0,4.3,45652.0,45652.0,5741.0,12.6,14258.0,14258.0,5097.0,35.7
30015,5732.0,5732.0,662.0,11.5,1378.0,1378.0,15.0,1.1,3272.0,3272.0,316.0,9.7,1082.0,1082.0,331.0,30.6
30017,11629.0,11629.0,2143.0,18.4,2556.0,2556.0,112.0,4.4,6978.0,6978.0,1181.0,16.9,2095.0,2095.0,850.0,40.6
30019,1728.0,1728.0,270.0,15.6,364.0,364.0,0.0,0.0,916.0,916.0,66.0,7.2,448.0,448.0,204.0,45.5
30021,8880.0,8880.0,1147.0,12.9,1960.0,1960.0,87.0,4.4,5381.0,5381.0,501.0,9.3,1539.0,1539.0,559.0,36.3
30023,8518.0,8518.0,2051.0,24.1,1371.0,1371.0,155.0,11.3,5200.0,5200.0,1097.0,21.1,1947.0,1947.0,799.0,41.0
30025,2762.0,2762.0,348.0,12.6,673.0,673.0,51.0,7.6,1653.0,1653.0,159.0,9.6,436.0,436.0,138.0,31.7
30027,11096.0,11096.0,1361.0,12.3,2293.0,2293.0,24.0,1.0,6329.0,6329.0,573.0,9.1,2474.0,2474.0,764.0,30.9
30029,97486.0,97486.0,11163.0,11.5,21769.0,21769.0,633.0,2.9,58216.0,58216.0,5376.0,9.2,17501.0,17501.0,5154.0,29.4
30031,104353.0,104353.0,8237.0,7.9,21206.0,21206.0,616.0,2.9,71026.0,71026.0,4586.0,6.5,12121.0,12121.0,3035.0,25.0
30033,1141.0,1141.0,120.0,10.5,240.0,240.0,1.0,0.4,675.0,675.0,71.0,10.5,226.0,226.0,48.0,21.2
30035,13573.0,13573.0,1537.0,11.3,4329.0,4329.0,193.0,4.5,7741.0,7741.0,881.0,11.4,1503.0,1503.0,463.0,30.8
30037,724.0,724.0,114.0,15.7,129.0,129.0,9.0,7.0,414.0,414.0,42.0,10.1,181.0,181.0,63.0,34.8
30039,3237.0,3237.0,609.0,18.8,565.0,565.0,40.0,7.1,1760.0,1760.0,258.0,14.7,912.0,912.0,311.0,34.1
30041,16315.0,16315.0,2535.0,15.5,4526.0,4526.0,85.0,1.9,9534.0,9534.0,1425.0,14.9,2255.0,2255.0,1025.0,45.5
30043,11591.0,11591.0,1509.0,13.0,2439.0,2439.0,90.0,3.7,6832.0,6832.0,682.0,10.0,2320.0,2320.0,737.0,31.8
30045,1951.0,1951.0,282.0,14.5,351.0,351.0,14.0,4.0,1194.0,1194.0,131.0,11.0,406.0,406.0,137.0,33.7
30047,29592.0,29592.0,4251.0,14.4,7148.0,7148.0,304.0,4.3,16345.0,16345.0,1902.0,11.6,6099.0,6099.0,2045.0,33.5
30049,66387.0,66387.0,9217.0,13.9,14473.0,14473.0,683.0,4.7,40509.0,40509.0,4936.0,12.2,11405.0,11405.0,3598.0,31.5
30051,2258.0,2258.0,388.0,17.2,494.0,494.0,0.0,0.0,1218.0,1218.0,159.0,13.1,546.0,546.0,229.0,41.9
30053,19178.0,19178.0,4096.0,21.4,3507.0,3507.0,137.0,3.9,10536.0,10536.0,1782.0,16.9,5135.0,5135.0,2177.0,42.4
30055,1609.0,1609.0,206.0,12.8,329.0,329.0,0.0,0.0,882.0,882.0,33.0,3.7,398.0,398.0,173.0,43.5
30057,8160.0,8160.0,1176.0,14.4,1276.0,1276.0,43.0,3.4,4645.0,4645.0,392.0,8.4,2239.0,2239.0,741.0,33.1
30059,1942.0,1942.0,291.0,15.0,393.0,393.0,8.0,2.0,1116.0,1116.0,102.0,9.1,433.0,433.0,181.0,41.8
30061,4128.0,4128.0,960.0,23.3,755.0,755.0,21.0,2.8,2220.0,2220.0,354.0,15.9,1153.0,1153.0,585.0,50.7
30063,115362.0,115362.0,14773.0,12.8,22157.0,22157.0,849.0,3.8,76645.0,76645.0,8010.0,10.5,16560.0,16560.0,5914.0,35.7
30065,4774.0,4774.0,705.0,14.8,1002.0,1002.0,19.0,1.9,2621.0,2621.0,358.0,13.7,1151.0,1151.0,328.0,28.5
30067,16144.0,16144.0,1790.0,11.1,3023.0,3023.0,82.0,2.7,9760.0,9760.0,779.0,8.0,3361.0,3361.0,929.0,27.6
30069,432.0,432.0,58.0,13.4,86.0,86.0,0.0,0.0,262.0,262.0,16.0,6.1,84.0,84.0,42.0,50.0
30071,4083.0,4083.0,679.0,16.6,970.0,970.0,14.0,1.4,2268.0,2268.0,350.0,15.4,845.0,845.0,315.0,37.3
30073,5974.0,5974.0,1020.0,17.1,1524.0,1524.0,106.0,7.0,3305.0,3305.0,412.0,12.5,1145.0,1145.0,502.0,43.8
30075,1589.0,1589.0,263.0,16.6,251.0,251.0,12.0,4.8,972.0,972.0,101.0,10.4,366.0,366.0,150.0,41.0
30077,5260.0,5260.0,786.0,14.9,994.0,994.0,61.0,6.1,3077.0,3077.0,323.0,10.5,1189.0,1189.0,402.0,33.8
30079,1324.0,1324.0,212.0,16.0,316.0,316.0,0.0,0.0,647.0,647.0,102.0,15.8,361.0,361.0,110.0,30.5
30081,41711.0,41711.0,8259.0,19.8,8242.0,8242.0,592.0,7.2,23405.0,23405.0,4019.0,17.2,10064.0,10064.0,3648.0,36.2
30083,11360.0,11360.0,1464.0,12.9,2747.0,2747.0,104.0,3.8,6997.0,6997.0,613.0,8.8,1616.0,1616.0,747.0,46.2
30085,11000.0,11000.0,1319.0,12.0,3678.0,3678.0,99.0,2.7,6244.0,6244.0,781.0,12.5,1078.0,1078.0,439.0,40.7
30087,9169.0,9169.0,1684.0,18.4,2708.0,2708.0,84.0,3.1,5130.0,5130.0,939.0,18.3,1331.0,1331.0,661.0,49.7
30089,11397.0,11397.0,2254.0,19.8,2027.0,2027.0,49.0,2.4,6085.0,6085.0,934.0,15.3,3285.0,3285.0,1271.0,38.7
30091,3529.0,3529.0,455.0,12.9,754.0,754.0,10.0,1.3,2030.0,2030.0,213.0,10.5,745.0,745.0,232.0,31.1
30093,34218.0,34218.0,6384.0,18.7,6932.0,6932.0,368.0,5.3,21175.0,21175.0,3679.0,17.4,6111.0,6111.0,2337.0,38.2
30095,9362.0,9362.0,1236.0,13.2,2050.0,2050.0,51.0,2.5,5347.0,5347.0,459.0,8.6,1965.0,1965.0,726.0,36.9
30097,3632.0,3632.0,491.0,13.5,766.0,766.0,6.0,0.8,1800.0,1800.0,199.0,11.1,1066.0,1066.0,286.0,26.8
30099,6005.0,6005.0,931.0,15.5,1443.0,1443.0,55.0,3.8,3236.0,3236.0,404.0,12.5,1326.0,1326.0,472.0,35.6
30101,4339.0,4339.0,795.0,18.3,972.0,972.0,90.0,9.3,2622.0,2622.0,349.0,13.3,745.0,745.0,356.0,47.8
30103,777.0,777.0,121.0,15.6,153.0,153.0,2.0,1.3,441.0,441.0,62.0,14.1,183.0,183.0,57.0,31.1
30105,7414.0,7414.0,1110.0,15.0,1631.0,1631.0,12.0,0.7,4198.0,4198.0,398.0,9.5,1585.0,1585.0,700.0,44.2
30107,2116.0,2116.0,257.0,12.1,522.0,522.0,11.0,2.1,1171.0,1171.0,99.0,8.5,423.0,423.0,147.0,34.8
30109,1149.0,1149.0,152.0,13.2,336.0,336.0,15.0,4.5,591.0,591.0,48.0,8.1,222.0,222.0,89.0,40.1
30111,155588.0,155588.0,19235.0,12.4,37016.0,37016.0,2000.0,5.4,93925.0,93925.0,9375.0,10.0,24647.0,24647.0,7860.0,31.9
31001,31302.0,31302.0,4447.0,14.2,7513.0,7513.0,437.0,5.8,18542.0,18542.0,2132.0,11.5,5247.0,5247.0,1878.0,35.8
31003,6295.0,6295.0,957.0,15.2,1507.0,1507.0,56.0,3.7,3389.0,3389.0,348.0,10.3,1399.0,1399.0,553.0,39.5
31005,418.0,418.0,46.0,11.0,111.0,111.0,3.0,2.7,201.0,201.0,13.0,6.5,106.0,106.0,30.0,28.3
31007,696.0,696.0,100.0,14.4,154.0,154.0,9.0,5.8,408.0,408.0,60.0,14.7,134.0,134.0,31.0,23.1
31009,480.0,480.0,56.0,11.7,105.0,105.0,3.0,2.9,252.0,252.0,16.0,6.3,123.0,123.0,37.0,30.1
31011,5212.0,5212.0,621.0,11.9,1241.0,1241.0,16.0,1.3,2893.0,2893.0,248.0,8.6,1078.0,1078.0,357.0,33.1
31013,10919.0,10919.0,1169.0,10.7,2824.0,2824.0,54.0,1.9,6298.0,6298.0,534.0,8.5,1797.0,1797.0,581.0,32.3
31015,2015.0,2015.0,356.0,17.7,455.0,455.0,14.0,3.1,1012.0,1012.0,122.0,12.1,548.0,548.0,220.0,40.1
31017,2943.0,2943.0,421.0,14.3,599.0,599.0,1.0,0.2,1567.0,1567.0,131.0,8.4,777.0,777.0,289.0,37.2
31019,48477.0,48477.0,5397.0,11.1,11371.0,11371.0,578.0,5.1,30759.0,30759.0,2726.0,8.9,6347.0,6347.0,2093.0,33.0
31021,6431.0,6431.0,1031.0,16.0,1461.0,1461.0,58.0,4.0,3489.0,3489.0,457.0,13.1,1481.0,1481.0,516.0,34.8
31023,7896.0,7896.0,907.0,11.5,1901.0,1901.0,51.0,2.7,4489.0,4489.0,477.0,10.6,1506.0,1506.0,379.0,25.2
31025,25279.0,25279.0,2368.0,9.4,6272.0,6272.0,128.0,2.0,14919.0,14919.0,1259.0,8.4,4088.0,4088.0,981.0,24.0
31027,8374.0,8374.0,957.0,11.4,2152.0,2152.0,91.0,4.2,4565.0,4565.0,320.0,7.0,1657.0,1657.0,546.0,33.0
31029,3665.0,3665.0,438.0,12.0,808.0,808.0,7.0,0.9,2090.0,2090.0,159.0,7.6,767.0,767.0,272.0,35.5
31031,5737.0,5737.0,786.0,13.7,1251.0,1251.0,5.0,0.4,3306.0,3306.0,309.0,9.3,1180.0,1180.0,472.0,40.0
31033,9754.0,9754.0,1398.0,14.3,2361.0,2361.0,108.0,4.6,5711.0,5711.0,681.0,11.9,1682.0,1682.0,609.0,36.2
31035,6135.0,6135.0,938.0,15.3,1522.0,1522.0,97.0,6.4,3468.0,3468.0,493.0,14.2,1145.0,1145.0,348.0,30.4
31037,10621.0,10621.0,1015.0,9.6,3213.0,3213.0,157.0,4.9,6133.0,6133.0,385.0,6.3,1275.0,1275.0,473.0,37.1
31039,8847.0,8847.0,940.0,10.6,2216.0,2216.0,80.0,3.6,4832.0,4832.0,278.0,5.8,1799.0,1799.0,582.0,32.4
31041,10702.0,10702.0,1399.0,13.1,2542.0,2542.0,56.0,2.2,5922.0,5922.0,620.0,10.5,2238.0,2238.0,723.0,32.3
31043,20104.0,20104.0,2071.0,10.3,5875.0,5875.0,200.0,3.4,11743.0,11743.0,1046.0,8.9,2486.0,2486.0,825.0,33.2
31045,8823.0,8823.0,1005.0,11.4,1610.0,1610.0,139.0,8.6,5677.0,5677.0,416.0,7.3,1536.0,1536.0,450.0,29.3
31047,23524.0,23524.0,2997.0,12.7,6544.0,6544.0,196.0,3.0,13484.0,13484.0,1457.0,10.8,3496.0,3496.0,1344.0,38.4
31049,1875.0,1875.0,323.0,17.2,386.0,386.0,10.0,2.6,1042.0,1042.0,138.0,13.2,447.0,447.0,175.0,39.1
31051,5665.0,5665.0,779.0,13.8,1449.0,1449.0,50.0,3.5,3154.0,3154.0,307.0,9.7,1062.0,1062.0,422.0,39.7
31053,36126.0,36126.0,4762.0,13.2,8735.0,8735.0,492.0,5.6,21010.0,21010.0,2140.0,10.2,6381.0,6381.0,2130.0,33.4
31055,548054.0,548054.0,57927.0,10.6,142273.0,142273.0,4963.0,3.5,339815.0,339815.0,31074.0,9.1,65966.0,65966.0,21890.0,33.2
31057,1984.0,1984.0,210.0,10.6,545.0,545.0,0.0,0.0,1063.0,1063.0,87.0,8.2,376.0,376.0,123.0,32.7
31059,5339.0,5339.0,845.0,15.8,1038.0,1038.0,38.0,3.7,3130.0,3130.0,308.0,9.8,1171.0,1171.0,499.0,42.6
31061,2943.0,2943.0,500.0,17.0,570.0,570.0,23.0,4.0,1633.0,1633.0,199.0,12.2,740.0,740.0,278.0,37.6
31063,2601.0,2601.0,466.0,17.9,518.0,518.0,12.0,2.3,1435.0,1435.0,174.0,12.1,648.0,648.0,280.0,43.2
31065,4703.0,4703.0,838.0,17.8,1063.0,1063.0,43.0,4.0,2561.0,2561.0,315.0,12.3,1079.0,1079.0,480.0,44.5
31067,21281.0,21281.0,3282.0,15.4,4796.0,4796.0,141.0,2.9,12326.0,12326.0,1653.0,13.4,4159.0,4159.0,1488.0,35.8
31069,1805.0,1805.0,305.0,16.9,375.0,375.0,18.0,4.8,984.0,984.0,140.0,14.2,446.0,446.0,147.0,33.0
31071,1925.0,1925.0,301.0,15.6,405.0,405.0,11.0,2.7,1008.0,1008.0,85.0,8.4,512.0,512.0,205.0,40.0
31073,1979.0,1979.0,257.0,13.0,388.0,388.0,6.0,1.5,1118.0,1118.0,102.0,9.1,473.0,473.0,149.0,31.5
31075,715.0,715.0,84.0,11.7,160.0,160.0,6.0,3.8,396.0,396.0,40.0,10.1,159.0,159.0,38.0,23.9
31077,2384.0,2384.0,350.0,14.7,572.0,572.0,14.0,2.4,1231.0,1231.0,102.0,8.3,581.0,581.0,234.0,40.3
31079,60505.0,60505.0,7512.0,12.4,16722.0,16722.0,853.0,5.1,35510.0,35510.0,3722.0,10.5,8273.0,8273.0,2937.0,35.5
31081,9041.0,9041.0,1001.0,11.1,2211.0,2211.0,94.0,4.3,5161.0,5161.0,371.0,7.2,1669.0,1669.0,536.0,32.1
31083,3387.0,3387.0,552.0,16.3,775.0,775.0,54.0,7.0,1790.0,1790.0,198.0,11.1,822.0,822.0,300.0,36.5
31085,943.0,943.0,148.0,15.7,205.0,205.0,11.0,5.4,567.0,567.0,73.0,12.9,171.0,171.0,64.0,37.4
31087,2804.0,2804.0,518.0,18.5,642.0,642.0,20.0,3.1,1490.0,1490.0,259.0,17.4,672.0,672.0,239.0,35.6
31089,10080.0,10080.0,1405.0,13.9,2481.0,2481.0,29.0,1.2,5569.0,5569.0,615.0,11.0,2030.0,2030.0,761.0,37.5
31091,665.0,665.0,170.0,25.6,111.0,111.0,0.0,0.0,352.0,352.0,51.0,14.5,202.0,202.0,119.0,58.9
31093,6405.0,6405.0,844.0,13.2,1542.0,1542.0,49.0,3.2,3514.0,3514.0,320.0,9.1,1349.0,1349.0,475.0,35.2
31095,7075.0,7075.0,1197.0,16.9,1595.0,1595.0,106.0,6.6,3910.0,3910.0,595.0,15.2,1570.0,1570.0,496.0,31.6
31097,4114.0,4114.0,673.0,16.4,975.0,975.0,33.0,3.4,2256.0,2256.0,269.0,11.9,883.0,883.0,371.0,42.0
31099,6483.0,6483.0,754.0,11.6,1623.0,1623.0,46.0,2.8,3668.0,3668.0,331.0,9.0,1192.0,1192.0,377.0,31.6
31101,8037.0,8037.0,1079.0,13.4,1611.0,1611.0,108.0,6.7,4328.0,4328.0,397.0,9.2,2098.0,2098.0,574.0,27.4
31103,792.0,792.0,83.0,10.5,178.0,178.0,0.0,0.0,430.0,430.0,12.0,2.8,184.0,184.0,71.0,38.6
31105,3602.0,3602.0,631.0,17.5,827.0,827.0,54.0,6.5,1924.0,1924.0,196.0,10.2,851.0,851.0,381.0,44.8
31107,8252.0,8252.0,1124.0,13.6,2034.0,2034.0,36.0,1.8,4354.0,4354.0,440.0,10.1,1864.0,1864.0,648.0,34.8
31109,305693.0,305693.0,32621.0,10.7,71156.0,71156.0,3050.0,4.3,194767.0,194767.0,16460.0,8.5,39770.0,39770.0,13111.0,33.0
31111,35016.0,35016.0,5118.0,14.6,8526.0,8526.0,371.0,4.4,20277.0,20277.0,2312.0,11.4,6213.0,6213.0,2435.0,39.2
31113,886.0,886.0,88.0,9.9,259.0,259.0,13.0,5.0,455.0,455.0,35.0,7.7,172.0,172.0,40.0,23.3
31115,585.0,585.0,101.0,17.3,88.0,88.0,2.0,2.3,328.0,328.0,50.0,15.2,169.0,169.0,49.0,29.0
31117,454.0,454.0,49.0,10.8,104.0,104.0,2.0,1.9,250.0,250.0,10.0,4.0,100.0,100.0,37.0,37.0
31119,34537.0,34537.0,3819.0,11.1,8778.0,8778.0,296.0,3.4,20858.0,20858.0,1965.0,9.4,4901.0,4901.0,1558.0,31.8
31121,7687.0,7687.0,1213.0,15.8,1728.0,1728.0,69.0,4.0,4484.0,4484.0,586.0,13.1,1475.0,1475.0,558.0,37.8
31123,4682.0,4682.0,673.0,14.4,1142.0,1142.0,39.0,3.4,2653.0,2653.0,268.0,10.1,887.0,887.0,366.0,41.3
31125,3457.0,3457.0,545.0,15.8,812.0,812.0,34.0,4.2,2003.0,2003.0,261.0,13.0,642.0,642.0,250.0,38.9
31127,6897.0,6897.0,981.0,14.2,1468.0,1468.0,66.0,4.5,4136.0,4136.0,500.0,12.1,1293.0,1293.0,415.0,32.1
31129,4201.0,4201.0,713.0,17.0,869.0,869.0,42.0,4.8,2239.0,2239.0,307.0,13.7,1093.0,1093.0,364.0,33.3
31131,15658.0,15658.0,2328.0,14.9,3827.0,3827.0,131.0,3.4,8987.0,8987.0,1119.0,12.5,2844.0,2844.0,1078.0,37.9
31133,2637.0,2637.0,353.0,13.4,555.0,555.0,39.0,7.0,1383.0,1383.0,113.0,8.2,699.0,699.0,201.0,28.8
31135,2872.0,2872.0,378.0,13.2,716.0,716.0,10.0,1.4,1532.0,1532.0,135.0,8.8,624.0,624.0,233.0,37.3
31137,8882.0,8882.0,1098.0,12.4,2167.0,2167.0,32.0,1.5,5103.0,5103.0,429.0,8.4,1612.0,1612.0,637.0,39.5
31139,7026.0,7026.0,787.0,11.2,1779.0,1779.0,49.0,2.8,4016.0,4016.0,345.0,8.6,1231.0,1231.0,393.0,31.9
31141,32780.0,32780.0,3167.0,9.7,8573.0,8573.0,224.0,2.6,18775.0,18775.0,1307.0,7.0,5432.0,5432.0,1636.0,30.1
31143,5166.0,5166.0,651.0,12.6,1216.0,1216.0,37.0,3.0,2922.0,2922.0,262.0,9.0,1028.0,1028.0,352.0,34.2
31145,10542.0,10542.0,1529.0,14.5,2473.0,2473.0,147.0,5.9,6050.0,6050.0,603.0,10.0,2019.0,2019.0,779.0,38.6
31147,7860.0,7860.0,1267.0,16.1,1689.0,1689.0,82.0,4.9,4367.0,4367.0,485.0,11.1,1804.0,1804.0,700.0,38.8
31149,1311.0,1311.0,173.0,13.2,226.0,226.0,0.0,0.0,753.0,753.0,71.0,9.4,332.0,332.0,102.0,30.7
31151,14022.0,14022.0,1597.0,11.4,3643.0,3643.0,161.0,4.4,8504.0,8504.0,669.0,7.9,1875.0,1875.0,767.0,40.9
31153,174125.0,174125.0,15717.0,9.0,49517.0,49517.0,1579.0,3.2,105634.0,105634.0,8586.0,8.1,18974.0,18974.0,5552.0,29.3
31155,20752.0,20752.0,2833.0,13.7,5240.0,5240.0,286.0,5.5,11912.0,11912.0,1138.0,9.6,3600.0,3600.0,1409.0,39.1
31157,35682.0,35682.0,5167.0,14.5,9026.0,9026.0,295.0,3.3,20357.0,20357.0,2313.0,11.4,6299.0,6299.0,2559.0,40.6
31159,16848.0,16848.0,1794.0,10.6,4014.0,4014.0,95.0,2.4,10195.0,10195.0,771.0,7.6,2639.0,2639.0,928.0,35.2
31161,5182.0,5182.0,935.0,18.0,1185.0,1185.0,65.0,5.5,2701.0,2701.0,262.0,9.7,1296.0,1296.0,608.0,46.9
31163,2982.0,2982.0,469.0,15.7,623.0,623.0,35.0,5.6,1620.0,1620.0,185.0,11.4,739.0,739.0,249.0,33.7
31165,1266.0,1266.0,118.0,9.3,263.0,263.0,6.0,2.3,727.0,727.0,33.0,4.5,276.0,276.0,79.0,28.6
31167,5938.0,5938.0,673.0,11.3,1521.0,1521.0,64.0,4.2,3471.0,3471.0,258.0,7.4,946.0,946.0,351.0,37.1
31169,4950.0,4950.0,752.0,15.2,1132.0,1132.0,46.0,4.1,2662.0,2662.0,282.0,10.6,1156.0,1156.0,424.0,36.7
31171,645.0,645.0,91.0,14.1,130.0,130.0,6.0,4.6,371.0,371.0,32.0,8.6,144.0,144.0,53.0,36.8
31173,7094.0,7094.0,891.0,12.6,2555.0,2555.0,106.0,4.1,3704.0,3704.0,450.0,12.1,835.0,835.0,335.0,40.1
31175,4172.0,4172.0,656.0,15.7,953.0,953.0,18.0,1.9,2228.0,2228.0,234.0,10.5,991.0,991.0,404.0,40.8
31177,20027.0,20027.0,2887.0,14.4,4927.0,4927.0,342.0,6.9,11780.0,11780.0,1298.0,11.0,3320.0,3320.0,1247.0,37.6
31179,9335.0,9335.0,938.0,10.0,1836.0,1836.0,37.0,2.0,6113.0,6113.0,440.0,7.2,1386.0,1386.0,461.0,33.3
31181,3489.0,3489.0,539.0,15.4,817.0,817.0,58.0,7.1,1940.0,1940.0,212.0,10.9,732.0,732.0,269.0,36.7
31183,822.0,822.0,127.0,15.5,150.0,150.0,3.0,2.0,478.0,478.0,62.0,13.0,194.0,194.0,62.0,32.0
31185,13095.0,13095.0,1832.0,14.0,3157.0,3157.0,164.0,5.2,7436.0,7436.0,812.0,10.9,2502.0,2502.0,856.0,34.2
32001,23094.0,23094.0,3296.0,14.3,5473.0,5473.0,231.0,4.2,13248.0,13248.0,1689.0,12.7,4373.0,4373.0,1376.0,31.5
32003,2117691.0,2117691.0,258341.0,12.2,503724.0,503724.0,19283.0,3.8,1314704.0,1314704.0,134037.0,10.2,299263.0,299263.0,105021.0,35.1
32005,47558.0,47558.0,7254.0,15.3,8282.0,8282.0,287.0,3.5,26706.0,26706.0,3033.0,11.4,12570.0,12570.0,3934.0,31.3
32007,51606.0,51606.0,6095.0,11.8,14365.0,14365.0,452.0,3.1,31882.0,31882.0,3453.0,10.8,5359.0,5359.0,2190.0,40.9
32009,976.0,976.0,185.0,19.0,196.0,196.0,22.0,11.2,511.0,511.0,83.0,16.2,269.0,269.0,80.0,29.7
32011,1825.0,1825.0,328.0,18.0,436.0,436.0,54.0,12.4,1106.0,1106.0,155.0,14.0,283.0,283.0,119.0,42.0
32013,16688.0,16688.0,1893.0,11.3,4644.0,4644.0,199.0,4.3,9986.0,9986.0,894.0,9.0,2058.0,2058.0,800.0,38.9
32015,5704.0,5704.0,630.0,11.0,1678.0,1678.0,56.0,3.3,3226.0,3226.0,275.0,8.5,800.0,800.0,299.0,37.4
32017,4633.0,4633.0,979.0,21.1,833.0,833.0,71.0,8.5,2600.0,2600.0,394.0,15.2,1200.0,1200.0,514.0,42.8
32019,52889.0,52889.0,9441.0,17.9,11548.0,11548.0,906.0,7.8,30444.0,30444.0,4593.0,15.1,10897.0,10897.0,3942.0,36.2
32021,4376.0,4376.0,819.0,18.7,755.0,755.0,49.0,6.5,2552.0,2552.0,385.0,15.1,1069.0,1069.0,385.0,36.0
32023,43244.0,43244.0,10506.0,24.3,7457.0,7457.0,346.0,4.6,23201.0,23201.0,4844.0,20.9,12586.0,12586.0,5316.0,42.2
32027,4701.0,4701.0,664.0,14.1,1082.0,1082.0,36.0,3.3,2671.0,2671.0,252.0,9.4,948.0,948.0,376.0,39.7
