countyFIPS,Estimate!!COMMUTING TO WORK!!Workers 16 years and over,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over,"Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- drove alone","Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- drove alone","Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- carpooled","Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- carpooled",Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Public transportation (excluding taxicab),Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Public transportation (excluding taxicab),Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Walked,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Walked,Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Other means,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Other means,Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Worked at home,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Worked at home,Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Mean travel time to work (minutes),Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Mean travel time to work (minutes)
31035,2972,2972,2375,79.9,358,12.0,0,0.0,93,3.1,59,2.0,87,2.9,21.1,(X)
31037,5237,5237,3697,70.6,746,14.2,0,0.0,251,4.8,211,4.0,332,6.3,16.6,(X)
31039,4556,4556,3737,82.0,301,6.6,0,0.0,199,4.4,10,0.2,309,6.8,16.5,(X)
31041,5417,5417,4157,76.7,440,8.1,1,0.0,266,4.9,110,2.0,443,8.2,15.8,(X)
31043,10115,10115,7751,76.6,1542,15.2,19,0.2,402,4.0,39,0.4,362,3.6,15.5,(X)
31045,4552,4552,3207,70.5,362,8.0,4,0.1,616,13.5,147,3.2,216,4.7,13.5,(X)
31047,12019,12019,9226,76.8,2046,17.0,3,0.0,257,2.1,116,1.0,371,3.1,15.9,(X)
31049,910,910,723,79.5,73,8.0,0,0.0,46,5.1,27,3.0,41,4.5,19.0,(X)
31051,2891,2891,2390,82.7,193,6.7,0,0.0,118,4.1,14,0.5,176,6.1,21.5,(X)
31053,18284,18284,15093,82.5,2094,11.5,24,0.1,431,2.4,188,1.0,454,2.5,18.7,(X)
31055,285090,285090,235974,82.8,24794,8.7,3387,1.2,5758,2.0,3868,1.4,11309,4.0,19.4,(X)
31057,923,923,827,89.6,26,2.8,2,0.2,16,1.7,4,0.4,48,5.2,14.7,(X)
31059,2765,2765,2217,80.2,192,6.9,2,0.1,129,4.7,48,1.7,177,6.4,16.8,(X)
31061,1474,1474,1199,81.3,62,4.2,8,0.5,66,4.5,14,0.9,125,8.5,20.2,(X)
31063,1231,1231,903,73.4,115,9.3,0,0.0,89,7.2,9,0.7,115,9.3,18.9,(X)
31065,2345,2345,1856,79.1,241,10.3,0,0.0,103,4.4,28,1.2,117,5.0,13.7,(X)
31067,10830,10830,8600,79.4,1137,10.5,11,0.1,324,3.0,104,1.0,654,6.0,20.3,(X)
31069,848,848,616,72.6,40,4.7,1,0.1,55,6.5,6,0.7,130,15.3,17.4,(X)
31071,976,976,732,75.0,47,4.8,0,0.0,91,9.3,10,1.0,96,9.8,12.1,(X)
31073,1087,1087,898,82.6,90,8.3,9,0.8,27,2.5,17,1.6,46,4.2,16.4,(X)
31075,360,360,217,60.3,19,5.3,0,0.0,36,10.0,17,4.7,71,19.7,20.9,(X)
31077,1175,1175,807,68.7,59,5.0,10,0.9,70,6.0,6,0.5,223,19.0,20.7,(X)
31079,30870,30870,25371,82.2,3671,11.9,118,0.4,412,1.3,483,1.6,815,2.6,16.7,(X)
31081,4738,4738,3758,79.3,367,7.7,0,0.0,238,5.0,52,1.1,323,6.8,17.9,(X)
31083,1597,1597,1268,79.4,147,9.2,6,0.4,63,3.9,9,0.6,104,6.5,17.0,(X)
31085,494,494,378,76.5,46,9.3,0,0.0,24,4.9,3,0.6,43,8.7,24.2,(X)
31087,1277,1277,1003,78.5,123,9.6,0,0.0,57,4.5,2,0.2,92,7.2,20.4,(X)
31089,5575,5575,4122,73.9,446,8.0,23,0.4,216,3.9,55,1.0,713,12.8,13.6,(X)
31091,278,278,179,64.4,15,5.4,0,0.0,36,12.9,15,5.4,33,11.9,14.8,(X)
31093,3309,3309,2527,76.4,279,8.4,11,0.3,124,3.7,16,0.5,352,10.6,21.8,(X)
31095,3493,3493,2804,80.3,255,7.3,5,0.1,175,5.0,22,0.6,232,6.6,15.2,(X)
31097,2098,2098,1655,78.9,219,10.4,2,0.1,78,3.7,20,1.0,124,5.9,21.0,(X)
31099,3366,3366,2699,80.2,343,10.2,0,0.0,137,4.1,32,1.0,155,4.6,17.8,(X)
31101,4085,4085,3318,81.2,190,4.7,50,1.2,163,4.0,112,2.7,252,6.2,15.1,(X)
31103,456,456,262,57.5,27,5.9,0,0.0,55,12.1,10,2.2,102,22.4,17.4,(X)
31105,1692,1692,1310,77.4,163,9.6,8,0.5,81,4.8,15,0.9,115,6.8,14.8,(X)
31107,4153,4153,3274,78.8,335,8.1,2,0.0,230,5.5,20,0.5,292,7.0,17.5,(X)
31109,167569,167569,136169,81.3,15074,9.0,2099,1.3,5335,3.2,2891,1.7,6001,3.6,19.1,(X)
31111,16950,16950,14383,84.9,1359,8.0,93,0.5,520,3.1,150,0.9,445,2.6,14.8,(X)
31113,432,432,309,71.5,51,11.8,3,0.7,25,5.8,3,0.7,41,9.5,27.2,(X)
31115,275,275,158,57.5,11,4.0,0,0.0,12,4.4,2,0.7,92,33.5,26.3,(X)
31117,220,220,106,48.2,19,8.6,0,0.0,20,9.1,11,5.0,64,29.1,28.7,(X)
31119,18134,18134,14748,81.3,1825,10.1,74,0.4,329,1.8,400,2.2,758,4.2,14.3,(X)
31121,3905,3905,3278,83.9,292,7.5,13,0.3,73,1.9,31,0.8,218,5.6,19.7,(X)
31123,2318,2318,1673,72.2,281,12.1,5,0.2,98,4.2,23,1.0,238,10.3,18.9,(X)
31125,1726,1726,1376,79.7,147,8.5,0,0.0,74,4.3,8,0.5,121,7.0,20.2,(X)
31127,3307,3307,2616,79.1,363,11.0,0,0.0,192,5.8,7,0.2,129,3.9,17.9,(X)
31129,2212,2212,1693,76.5,260,11.8,0,0.0,71,3.2,4,0.2,184,8.3,16.6,(X)
31131,7999,7999,6428,80.4,752,9.4,3,0.0,295,3.7,16,0.2,505,6.3,21.9,(X)
31133,1196,1196,826,69.1,178,14.9,0,0.0,47,3.9,5,0.4,140,11.7,24.1,(X)
31135,1467,1467,1137,77.5,135,9.2,1,0.1,27,1.8,8,0.5,159,10.8,13.9,(X)
31137,4662,4662,3868,83.0,458,9.8,0,0.0,123,2.6,32,0.7,181,3.9,14.1,(X)
31139,3655,3655,2928,80.1,292,8.0,0,0.0,123,3.4,45,1.2,267,7.3,19.1,(X)
31141,17402,17402,13949,80.2,2039,11.7,9,0.1,524,3.0,167,1.0,714,4.1,13.7,(X)
31143,2598,2598,2060,79.3,241,9.3,6,0.2,93,3.6,31,1.2,167,6.4,21.1,(X)
31145,5592,5592,4791,85.7,318,5.7,7,0.1,149,2.7,87,1.6,240,4.3,13.2,(X)
31147,3937,3937,3197,81.2,443,11.3,0,0.0,104,2.6,43,1.1,150,3.8,17.0,(X)
31149,744,744,530,71.2,53,7.1,0,0.0,52,7.0,4,0.5,105,14.1,13.6,(X)
31151,6847,6847,5456,79.7,729,10.6,11,0.2,325,4.7,45,0.7,281,4.1,20.8,(X)
31153,95783,95783,83919,87.6,6845,7.1,174,0.2,662,0.7,690,0.7,3493,3.6,20.7,(X)
31155,10819,10819,9093,84.0,879,8.1,5,0.0,262,2.4,113,1.0,467,4.3,24.2,(X)
31157,17182,17182,14384,83.7,1757,10.2,35,0.2,258,1.5,174,1.0,574,3.3,15.0,(X)
31159,8791,8791,7129,81.1,668,7.6,9,0.1,438,5.0,78,0.9,469,5.3,21.9,(X)
31161,2583,2583,1794,69.5,361,14.0,0,0.0,199,7.7,26,1.0,203,7.9,18.8,(X)
31163,1468,1468,1166,79.4,155,10.6,0,0.0,60,4.1,24,1.6,63,4.3,25.3,(X)
31165,654,654,342,52.3,59,9.0,0,0.0,99,15.1,5,0.8,149,22.8,19.9,(X)
31167,3118,3118,2591,83.1,271,8.7,0,0.0,62,2.0,21,0.7,173,5.5,19.5,(X)
31169,2549,2549,2086,81.8,155,6.1,2,0.1,141,5.5,18,0.7,147,5.8,12.9,(X)
31171,349,349,229,65.6,26,7.4,0,0.0,34,9.7,0,0.0,60,17.2,12.3,(X)
31173,2552,2552,1942,76.1,279,10.9,34,1.3,135,5.3,27,1.1,135,5.3,15.8,(X)
31175,2136,2136,1644,77.0,221,10.3,0,0.0,97,4.5,5,0.2,169,7.9,16.4,(X)
31177,10228,10228,8858,86.6,451,4.4,17,0.2,352,3.4,85,0.8,465,4.5,22.0,(X)
31179,5093,5093,4107,80.6,382,7.5,0,0.0,241,4.7,8,0.2,355,7.0,18.7,(X)
31181,1656,1656,1261,76.1,227,13.7,4,0.2,52,3.1,4,0.2,108,6.5,20.6,(X)
31183,450,450,313,69.6,18,4.0,0,0.0,17,3.8,1,0.2,101,22.4,18.8,(X)
31185,6699,6699,5360,80.0,633,9.4,11,0.2,240,3.6,36,0.5,419,6.3,16.8,(X)
32001,10026,10026,8278,82.6,968,9.7,0,0.0,290,2.9,168,1.7,322,3.2,20.8,(X)
32003,989494,989494,779226,78.7,96910,9.8,37131,3.8,15126,1.5,23304,2.4,37797,3.8,24.8,(X)
32005,20478,20478,15959,77.9,2291,11.2,30,0.1,338,1.7,206,1.0,1654,8.1,24.5,(X)
32007,25818,25818,16101,62.4,3595,13.9,3612,14.0,1333,5.2,378,1.5,799,3.1,30.9,(X)
32009,381,381,247,64.8,46,12.1,0,0.0,38,10.0,10,2.6,40,10.5,15.1,(X)
32011,961,961,543,56.5,133,13.8,74,7.7,168,17.5,0,0.0,43,4.5,25.3,(X)
32013,8472,8472,5534,65.3,1053,12.4,1051,12.4,304,3.6,99,1.2,431,5.1,28.9,(X)
32015,2581,2581,1520,58.9,573,22.2,259,10.0,136,5.3,42,1.6,51,2.0,24.4,(X)
32017,1767,1767,1454,82.3,117,6.6,0,0.0,26,1.5,24,1.4,146,8.3,16.8,(X)
32019,21716,21716,17342,79.9,3045,14.0,84,0.4,307,1.4,323,1.5,615,2.8,28.5,(X)
32021,1704,1704,1315,77.2,91,5.3,0,0.0,190,11.2,20,1.2,88,5.2,13.8,(X)
32023,14613,14613,11412,78.1,1729,11.8,186,1.3,486,3.3,292,2.0,508,3.5,25.0,(X)
32027,1946,1946,1481,76.1,205,10.5,17,0.9,120,6.2,14,0.7,109,5.6,16.1,(X)
32029,1670,1670,1328,79.5,115,6.9,27,1.6,132,7.9,13,0.8,55,3.3,27.8,(X)
32031,222085,222085,172685,77.8,25388,11.4,3945,1.8,5834,2.6,4163,1.9,10070,4.5,21.6,(X)
32033,3595,3595,2821,78.5,261,7.3,59,1.6,354,9.8,21,0.6,79,2.2,14.7,(X)
32510,24643,24643,19712,80.0,2998,12.2,99,0.4,568,2.3,535,2.2,731,3.0,19.2,(X)
33001,30332,30332,24421,80.5,3028,10.0,23,0.1,621,2.0,654,2.2,1585,5.2,25.5,(X)
33003,22901,22901,18636,81.4,1882,8.2,17,0.1,512,2.2,280,1.2,1574,6.9,26.0,(X)
33005,39435,39435,30582,77.6,2997,7.6,134,0.3,1323,3.4,769,2.0,3630,9.2,23.4,(X)
33007,14151,14151,10928,77.2,1466,10.4,22,0.2,367,2.6,441,3.1,927,6.6,21.2,(X)
33009,45405,45405,33905,74.7,4064,9.0,572,1.3,3027,6.7,1326,2.9,2511,5.5,22.6,(X)
33011,219983,219983,178980,81.4,18322,8.3,1940,0.9,4498,2.0,2203,1.0,14040,6.4,28.2,(X)
33013,77829,77829,62907,80.8,6121,7.9,277,0.4,2027,2.6,980,1.3,5517,7.1,26.6,(X)
33015,169829,169829,141879,83.5,10240,6.0,1377,0.8,2980,1.8,1717,1.0,11636,6.9,30.3,(X)
33017,66373,66373,52485,79.1,5752,8.7,1369,2.1,3038,4.6,945,1.4,2784,4.2,26.5,(X)
33019,20799,20799,16930,81.4,1948,9.4,75,0.4,610,2.9,178,0.9,1058,5.1,23.5,(X)
34001,124850,124850,96394,77.2,9818,7.9,7720,6.2,4217,3.4,3118,2.5,3583,2.9,24.3,(X)
34003,464960,464960,319491,68.7,33877,7.3,70871,15.2,12742,2.7,6205,1.3,21774,4.7,32.7,(X)
34005,222233,222233,184412,83.0,16089,7.2,7885,3.5,2736,1.2,2255,1.0,8856,4.0,29.7,(X)
34007,242412,242412,185538,76.5,22132,9.1,17803,7.3,4762,2.0,3594,1.5,8583,3.5,28.3,(X)
34009,41535,41535,33374,80.4,2617,6.3,708,1.7,2069,5.0,1050,2.5,1717,4.1,22.7,(X)
34011,61704,61704,49878,80.8,6756,10.9,1145,1.9,1321,2.1,1270,2.1,1334,2.2,24.0,(X)
34013,366088,366088,223349,61.0,28363,7.7,78513,21.4,15828,4.3,5787,1.6,14248,3.9,34.6,(X)
34015,144686,144686,123129,85.1,9448,6.5,3215,2.2,1624,1.1,1705,1.2,5565,3.8,30.5,(X)
34017,345277,345277,128431,37.2,25966,7.5,145233,42.1,27523,8.0,7563,2.2,10561,3.1,36.0,(X)
34019,64737,64737,51868,80.1,3486,5.4,1734,2.7,1279,2.0,593,0.9,5777,8.9,34.1,(X)
34021,176477,176477,125718,71.2,19439,11.0,13335,7.6,6640,3.8,2530,1.4,8815,5.0,28.0,(X)
34023,397812,397812,288710,72.6,35648,9.0,38458,9.7,9360,2.4,8213,2.1,17423,4.4,33.9,(X)
34025,309570,309570,233771,75.5,21567,7.0,25362,8.2,5172,1.7,6496,2.1,17202,5.6,34.3,(X)
34027,256536,256536,204020,79.5,16476,6.4,13991,5.5,4930,1.9,2392,0.9,14727,5.7,31.0,(X)
34029,249760,249760,206066,82.5,18441,7.4,4487,1.8,3784,1.5,4294,1.7,12688,5.1,30.9,(X)
34031,234560,234560,167608,71.5,26787,11.4,20121,8.6,8004,3.4,4337,1.8,7703,3.3,27.9,(X)
34033,28899,28899,24322,84.2,2518,8.7,262,0.9,491,1.7,478,1.7,828,2.9,26.0,(X)
34035,170127,170127,133168,78.3,13521,7.9,8944,5.3,3201,1.9,1112,0.7,10181,6.0,32.3,(X)
34037,73746,73746,61771,83.8,5303,7.2,1313,1.8,845,1.1,433,0.6,4081,5.5,38.2,(X)
34039,273296,273296,186708,68.3,21709,7.9,32780,12.0,7766,2.8,14046,5.1,10287,3.8,31.4,(X)
34041,53853,53853,43800,81.3,4738,8.8,669,1.2,1369,2.5,780,1.4,2497,4.6,35.8,(X)
35001,313630,313630,252196,80.4,28488,9.1,5898,1.9,5692,1.8,6870,2.2,14486,4.6,22.2,(X)
35003,814,814,453,55.7,33,4.1,0,0.0,142,17.4,89,10.9,97,11.9,12.5,(X)
35005,26337,26337,21764,82.6,2821,10.7,294,1.1,408,1.5,270,1.0,780,3.0,19.9,(X)
35006,9283,9283,7026,75.7,804,8.7,31,0.3,287,3.1,504,5.4,631,6.8,22.9,(X)
35007,4688,4688,3512,74.9,775,16.5,5,0.1,150,3.2,40,0.9,206,4.4,17.6,(X)
35009,22687,22687,19108,84.2,2379,10.5,23,0.1,390,1.7,509,2.2,278,1.2,15.2,(X)
35011,742,742,547,73.7,64,8.6,0,0.0,38,5.1,34,4.6,59,8.0,12.2,(X)
35013,88427,88427,71823,81.2,9009,10.2,487,0.6,2001,2.3,1352,1.5,3755,4.2,20.9,(X)
35015,25991,25991,22508,86.6,2357,9.1,171,0.7,276,1.1,237,0.9,442,1.7,18.7,(X)
35017,10409,10409,8523,81.9,794,7.6,72,0.7,294,2.8,142,1.4,584,5.6,17.2,(X)
35019,1284,1284,1080,84.1,132,10.3,0,0.0,38,3.0,13,1.0,21,1.6,15.5,(X)
35021,145,145,93,64.1,12,8.3,0,0.0,9,6.2,1,0.7,30,20.7,25.0,(X)
35023,1562,1562,1235,79.1,114,7.3,0,0.0,61,3.9,45,2.9,107,6.9,21.5,(X)
35025,28416,28416,24070,84.7,3116,11.0,50,0.2,359,1.3,219,0.8,602,2.1,20.6,(X)
35027,6951,6951,5324,76.6,828,11.9,7,0.1,187,2.7,47,0.7,558,8.0,18.9,(X)
35028,9392,9392,7241,77.1,889,9.5,338,3.6,338,3.6,351,3.7,235,2.5,16.2,(X)
35029,7516,7516,6098,81.1,738,9.8,51,0.7,154,2.0,93,1.2,382,5.1,17.9,(X)
35031,23198,23198,16975,73.2,2575,11.1,192,0.8,1023,4.4,319,1.4,2114,9.1,22.2,(X)
35033,1399,1399,920,65.8,296,21.2,0,0.0,57,4.1,0,0.0,126,9.0,40.0,(X)
35035,25810,25810,20657,80.0,3109,12.0,193,0.7,655,2.5,359,1.4,837,3.2,18.5,(X)
35037,2835,2835,2146,75.7,392,13.8,7,0.2,59,2.1,43,1.5,188,6.6,16.6,(X)
35039,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
35041,8164,8164,6417,78.6,893,10.9,25,0.3,381,4.7,303,3.7,145,1.8,17.9,(X)
35043,59697,59697,47138,79.0,7526,12.6,452,0.8,834,1.4,582,1.0,3165,5.3,28.3,(X)
35045,49882,49882,41442,83.1,5443,10.9,161,0.3,875,1.8,465,0.9,1496,3.0,23.7,(X)
35047,9612,9612,7202,74.9,977,10.2,50,0.5,375,3.9,100,1.0,908,9.4,22.1,(X)
35049,69944,69944,55140,78.8,5921,8.5,853,1.2,1432,2.0,852,1.2,5746,8.2,22.3,(X)
35051,3553,3553,2759,77.7,381,10.7,5,0.1,82,2.3,175,4.9,151,4.2,19.6,(X)
35053,5528,5528,3659,66.2,843,15.2,16,0.3,426,7.7,348,6.3,236,4.3,17.5,(X)
35055,13339,13339,8860,66.4,1886,14.1,177,1.3,525,3.9,251,1.9,1640,12.3,19.7,(X)
35057,5613,5613,4461,79.5,363,6.5,3,0.1,97,1.7,27,0.5,662,11.8,29.8,(X)
35059,1570,1570,1219,77.6,176,11.2,20,1.3,49,3.1,54,3.4,52,3.3,19.1,(X)
35061,28772,28772,23483,81.6,3013,10.5,234,0.8,229,0.8,453,1.6,1360,4.7,28.3,(X)
36001,156817,156817,118857,75.8,13196,8.4,9504,6.1,7596,4.8,2357,1.5,5307,3.4,20.5,(X)
36003,19556,19556,14794,75.6,1556,8.0,98,0.5,2263,11.6,257,1.3,588,3.0,21.7,(X)
36005,578100,578100,135160,23.4,24902,4.3,346240,59.9,42710,7.4,10830,1.9,18258,3.2,44.8,(X)
36007,85248,85248,68861,80.8,7069,8.3,2803,3.3,3231,3.8,685,0.8,2599,3.0,19.7,(X)
36009,32863,32863,27241,82.9,2638,8.0,108,0.3,1432,4.4,440,1.3,1004,3.1,21.6,(X)
36011,35534,35534,29689,83.6,2422,6.8,238,0.7,1452,4.1,510,1.4,1223,3.4,22.9,(X)
36013,54603,54603,44197,80.9,4962,9.1,207,0.4,2376,4.4,783,1.4,2078,3.8,17.9,(X)
36015,36614,36614,30354,82.9,3294,9.0,712,1.9,1133,3.1,333,0.9,788,2.2,19.6,(X)
36017,21472,21472,16594,77.3,2544,11.8,52,0.2,1047,4.9,189,0.9,1046,4.9,24.3,(X)
36019,35085,35085,28162,80.3,3408,9.7,227,0.6,1358,3.9,975,2.8,955,2.7,19.5,(X)
36021,28634,28634,21863,76.4,2461,8.6,714,2.5,1279,4.5,339,1.2,1978,6.9,25.8,(X)
36023,22775,22775,17841,78.3,2348,10.3,129,0.6,1224,5.4,265,1.2,968,4.3,20.9,(X)
36025,19766,19766,14734,74.5,1659,8.4,235,1.2,1356,6.9,439,2.2,1343,6.8,24.4,(X)
36027,140804,140804,106680,75.8,10488,7.4,7956,5.7,5835,4.1,1450,1.0,8395,6.0,32.8,(X)
36029,438586,438586,357843,81.6,33941,7.7,16600,3.8,11993,2.7,4786,1.1,13423,3.1,21.5,(X)
36031,16833,16833,13273,78.9,1458,8.7,91,0.5,508,3.0,453,2.7,1050,6.2,21.8,(X)
36033,19633,19633,15297,77.9,2040,10.4,195,1.0,748,3.8,262,1.3,1091,5.6,21.8,(X)
36035,23793,23793,19821,83.3,2326,9.8,140,0.6,585,2.5,524,2.2,397,1.7,24.9,(X)
36037,29126,29126,24349,83.6,2465,8.5,101,0.3,935,3.2,548,1.9,728,2.5,22.2,(X)
36039,19895,19895,16113,81.0,1634,8.2,224,1.1,541,2.7,420,2.1,963,4.8,27.4,(X)
36041,1914,1914,1579,82.5,93,4.9,7,0.4,72,3.8,99,5.2,64,3.3,25.3,(X)
36043,28014,28014,22374,79.9,2477,8.8,291,1.0,1394,5.0,302,1.1,1176,4.2,23.3,(X)
36045,53089,53089,41107,77.4,4844,9.1,232,0.4,2916,5.5,1253,2.4,2737,5.2,17.8,(X)
36047,1189261,1189261,220529,18.5,49577,4.2,729737,61.4,103348,8.7,33952,2.9,52118,4.4,42.6,(X)
36049,11574,11574,9089,78.5,1214,10.5,32,0.3,561,4.8,114,1.0,564,4.9,24.3,(X)
36051,28187,28187,22955,81.4,2040,7.2,170,0.6,1740,6.2,212,0.8,1070,3.8,25.4,(X)
36053,32969,32969,26551,80.5,2281,6.9,176,0.5,1716,5.2,430,1.3,1815,5.5,23.4,(X)
36055,357749,357749,290477,81.2,26709,7.5,10773,3.0,10842,3.0,4379,1.2,14569,4.1,20.2,(X)
36057,21083,21083,16710,79.3,1731,8.2,196,0.9,991,4.7,575,2.7,880,4.2,25.1,(X)
36059,671593,671593,460779,68.6,47008,7.0,113180,16.9,16269,2.4,7159,1.1,27198,4.0,36.2,(X)
36061,879881,879881,53211,6.0,16712,1.9,521777,59.3,178492,20.3,49195,5.6,60494,6.9,32.1,(X)
36063,99049,99049,85716,86.5,6284,6.3,959,1.0,1954,2.0,1443,1.5,2693,2.7,22.6,(X)
36065,100180,100180,82118,82.0,8205,8.2,1059,1.1,3536,3.5,773,0.8,4489,4.5,19.8,(X)
36067,217428,217428,173798,79.9,17133,7.9,6685,3.1,8613,4.0,2159,1.0,9040,4.2,20.0,(X)
36069,53524,53524,44544,83.2,4064,7.6,342,0.6,1706,3.2,389,0.7,2479,4.6,23.4,(X)
36071,174767,174767,129950,74.4,16291,9.3,9518,5.4,6506,3.7,3409,2.0,9093,5.2,33.3,(X)
36073,17681,17681,14120,79.9,1914,10.8,121,0.7,466,2.6,496,2.8,564,3.2,25.0,(X)
36075,52200,52200,42859,82.1,4512,8.6,439,0.8,2062,4.0,679,1.3,1649,3.2,25.0,(X)
36077,27411,27411,20340,74.2,2434,8.9,463,1.7,2268,8.3,488,1.8,1418,5.2,22.8,(X)
36079,49707,49707,38017,76.5,4153,8.4,4057,8.2,599,1.2,322,0.6,2559,5.1,39.3,(X)
36081,1098078,1098078,356384,32.5,70303,6.4,563428,51.3,62728,5.7,16812,1.5,28423,2.6,44.1,(X)
36083,79183,79183,64306,81.2,6264,7.9,2475,3.1,2682,3.4,678,0.9,2778,3.5,24.3,(X)
36085,208212,208212,117782,56.6,15751,7.6,61905,29.7,5329,2.6,2144,1.0,5301,2.5,44.5,(X)
36087,144796,144796,102231,70.6,15629,10.8,12380,8.5,4705,3.2,2621,1.8,7230,5.0,31.6,(X)
36089,43471,43471,33613,77.3,4406,10.1,222,0.5,2695,6.2,392,0.9,2143,4.9,20.7,(X)
36091,118245,118245,98330,83.2,8919,7.5,932,0.8,2097,1.8,913,0.8,7054,6.0,25.4,(X)
36093,72355,72355,59122,81.7,4821,6.7,2876,4.0,2016,2.8,1209,1.7,2311,3.2,22.8,(X)
36095,13997,13997,11049,78.9,1177,8.4,178,1.3,814,5.8,116,0.8,663,4.7,29.9,(X)
36097,8351,8351,6466,77.4,1027,12.3,65,0.8,204,2.4,86,1.0,503,6.0,24.9,(X)
36099,15213,15213,12176,80.0,1403,9.2,111,0.7,567,3.7,307,2.0,649,4.3,21.6,(X)
36101,42118,42118,33899,80.5,4234,10.1,181,0.4,1633,3.9,704,1.7,1467,3.5,21.8,(X)
36103,731739,731739,582496,79.6,56428,7.7,46736,6.4,10196,1.4,8494,1.2,27389,3.7,32.4,(X)
36105,32161,32161,26376,82.0,2361,7.3,699,2.2,661,2.1,464,1.4,1600,5.0,30.6,(X)
36107,22616,22616,19045,84.2,2174,9.6,136,0.6,433,1.9,193,0.9,635,2.8,23.3,(X)
36109,48599,48599,29798,61.3,4717,9.7,3141,6.5,6686,13.8,1135,2.3,3122,6.4,18.9,(X)
36111,84712,84712,65433,77.2,6359,7.5,2094,2.5,3674,4.3,1241,1.5,5911,7.0,28.4,(X)
36113,31194,31194,25496,81.7,2765,8.9,327,1.0,948,3.0,535,1.7,1123,3.6,22.6,(X)
36115,27834,27834,22663,81.4,2587,9.3,282,1.0,850,3.1,265,1.0,1187,4.3,26.6,(X)
36117,42850,42850,36198,84.5,3430,8.0,270,0.6,822,1.9,581,1.4,1549,3.6,24.7,(X)
36119,468771,468771,269955,57.6,37637,8.0,106155,22.6,22487,4.8,7064,1.5,25473,5.4,34.6,(X)
36121,18120,18120,15090,83.3,1414,7.8,94,0.5,730,4.0,179,1.0,613,3.4,24.9,(X)
36123,10958,10958,7442,67.9,1018,9.3,37,0.3,834,7.6,433,4.0,1194,10.9,22.1,(X)
37001,74286,74286,63521,85.5,6728,9.1,130,0.2,967,1.3,702,0.9,2238,3.0,23.8,(X)
37003,15828,15828,13561,85.7,1153,7.3,0,0.0,179,1.1,472,3.0,463,2.9,24.1,(X)
37005,4404,4404,3572,81.1,485,11.0,7,0.2,73,1.7,22,0.5,245,5.6,24.3,(X)
37007,10201,10201,8897,87.2,916,9.0,0,0.0,199,2.0,50,0.5,139,1.4,28.3,(X)
37009,12134,12134,9350,77.1,1738,14.3,6,0.0,187,1.5,232,1.9,621,5.1,25.7,(X)
37011,6578,6578,5049,76.8,838,12.7,42,0.6,320,4.9,92,1.4,237,3.6,21.5,(X)
37013,18718,18718,16267,86.9,1054,5.6,30,0.2,294,1.6,162,0.9,911,4.9,24.6,(X)
37015,7357,7357,6035,82.0,792,10.8,70,1.0,124,1.7,87,1.2,249,3.4,25.7,(X)
37017,12477,12477,10700,85.8,1156,9.3,57,0.5,182,1.5,81,0.6,301,2.4,24.4,(X)
37019,49652,49652,39599,79.8,5292,10.7,237,0.5,506,1.0,736,1.5,3282,6.6,24.2,(X)
37021,122804,122804,96252,78.4,9904,8.1,812,0.7,2661,2.2,1298,1.1,11877,9.7,20.1,(X)
37023,37453,37453,32377,86.4,3279,8.8,103,0.3,300,0.8,365,1.0,1029,2.7,21.9,(X)
37025,97925,97925,80947,82.7,9451,9.7,776,0.8,533,0.5,744,0.8,5474,5.6,27.8,(X)
37027,35291,35291,29470,83.5,3305,9.4,20,0.1,227,0.6,858,2.4,1411,4.0,24.1,(X)
37029,4565,4565,4171,91.4,239,5.2,2,0.0,51,1.1,63,1.4,39,0.9,32.8,(X)
37031,30454,30454,24448,80.3,3186,10.5,116,0.4,341,1.1,790,2.6,1573,5.2,23.2,(X)
37033,9484,9484,7980,84.1,1049,11.1,0,0.0,90,0.9,123,1.3,242,2.6,30.7,(X)
37035,71148,71148,60601,85.2,5801,8.2,167,0.2,682,1.0,1689,2.4,2208,3.1,22.4,(X)
37037,30887,30887,24471,79.2,2878,9.3,221,0.7,614,2.0,253,0.8,2450,7.9,29.6,(X)
37039,10143,10143,8237,81.2,850,8.4,0,0.0,259,2.6,191,1.9,606,6.0,24.1,(X)
37041,5277,5277,4219,80.0,515,9.8,34,0.6,190,3.6,118,2.2,201,3.8,29.3,(X)
