countyFIPS,Estimate!!COMMUTING TO WORK!!Workers 16 years and over,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over,"Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- drove alone","Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- drove alone","Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- carpooled","Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- carpooled",Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Public transportation (excluding taxicab),Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Public transportation (excluding taxicab),Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Walked,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Walked,Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Other means,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Other means,Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Worked at home,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Worked at home,Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Mean travel time to work (minutes),Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Mean travel time to work (minutes)
48469,41960,41960,33648,80.2,5226,12.5,377,0.9,451,1.1,430,1.0,1828,4.4,20.0,(X)
48471,24660,24660,19941,80.9,2004,8.1,119,0.5,962,3.9,293,1.2,1341,5.4,26.6,(X)
48473,22308,22308,17737,79.5,2317,10.4,156,0.7,736,3.3,350,1.6,1012,4.5,29.6,(X)
48475,4873,4873,4037,82.8,471,9.7,0,0.0,59,1.2,138,2.8,168,3.4,22.2,(X)
48477,14708,14708,12456,84.7,1324,9.0,3,0.0,99,0.7,201,1.4,625,4.2,22.4,(X)
48479,104987,104987,85292,81.2,12465,11.9,1152,1.1,1676,1.6,1589,1.5,2813,2.7,21.5,(X)
48481,18403,18403,15755,85.6,2050,11.1,45,0.2,176,1.0,28,0.2,349,1.9,23.1,(X)
48483,2504,2504,2199,87.8,181,7.2,0,0.0,56,2.2,36,1.4,32,1.3,19.9,(X)
48485,59970,59970,45870,76.5,5484,9.1,328,0.5,4840,8.1,1195,2.0,2253,3.8,15.5,(X)
48487,6346,6346,4900,77.2,1163,18.3,0,0.0,126,2.0,69,1.1,88,1.4,13.2,(X)
48489,6959,6959,5999,86.2,457,6.6,0,0.0,240,3.4,28,0.4,235,3.4,22.2,(X)
48491,262823,262823,210178,80.0,24607,9.4,2204,0.8,2048,0.8,3052,1.2,20734,7.9,28.4,(X)
48493,21047,21047,16863,80.1,2275,10.8,0,0.0,164,0.8,166,0.8,1579,7.5,35.0,(X)
48495,3193,3193,2571,80.5,434,13.6,0,0.0,25,0.8,32,1.0,131,4.1,20.9,(X)
48497,28488,28488,23276,81.7,3001,10.5,58,0.2,376,1.3,210,0.7,1567,5.5,32.5,(X)
48499,15514,15514,12644,81.5,1459,9.4,70,0.5,324,2.1,76,0.5,941,6.1,30.5,(X)
48501,3719,3719,2843,76.4,645,17.3,0,0.0,136,3.7,38,1.0,57,1.5,19.9,(X)
48503,7931,7931,6551,82.6,719,9.1,0,0.0,73,0.9,68,0.9,520,6.6,14.4,(X)
48505,4838,4838,3221,66.6,1259,26.0,0,0.0,209,4.3,8,0.2,141,2.9,19.0,(X)
48507,4582,4582,3825,83.5,292,6.4,16,0.3,75,1.6,200,4.4,174,3.8,14.1,(X)
49001,2692,2692,2081,77.3,429,15.9,2,0.1,60,2.2,12,0.4,108,4.0,17.7,(X)
49003,22814,22814,17770,77.9,3130,13.7,146,0.6,331,1.5,295,1.3,1142,5.0,23.0,(X)
49005,58265,58265,43572,74.8,6620,11.4,1203,2.1,2201,3.8,1437,2.5,3232,5.5,17.2,(X)
49007,8581,8581,6950,81.0,860,10.0,15,0.2,327,3.8,53,0.6,376,4.4,18.1,(X)
49009,250,250,114,45.6,7,2.8,0,0.0,117,46.8,0,0.0,12,4.8,14.3,(X)
49011,158992,158992,126913,79.8,15208,9.6,3628,2.3,2103,1.3,1875,1.2,9265,5.8,22.9,(X)
49013,7928,7928,6353,80.1,621,7.8,33,0.4,164,2.1,82,1.0,675,8.5,20.3,(X)
49015,3861,3861,3062,79.3,320,8.3,57,1.5,70,1.8,55,1.4,297,7.7,19.8,(X)
49017,2179,2179,1580,72.5,243,11.2,0,0.0,119,5.5,68,3.1,169,7.8,13.1,(X)
49019,4674,4674,3479,74.4,315,6.7,2,0.0,286,6.1,185,4.0,407,8.7,13.9,(X)
49021,21173,21173,16241,76.7,2847,13.4,43,0.2,703,3.3,313,1.5,1026,4.8,17.1,(X)
49023,4747,4747,3480,73.3,780,16.4,17,0.4,173,3.6,24,0.5,273,5.8,24.1,(X)
49025,3221,3221,2524,78.4,295,9.2,2,0.1,195,6.1,77,2.4,128,4.0,11.7,(X)
49027,5379,5379,3963,73.7,926,17.2,10,0.2,117,2.2,35,0.7,328,6.1,16.8,(X)
49029,4757,4757,3980,83.7,396,8.3,18,0.4,56,1.2,113,2.4,194,4.1,27.3,(X)
49031,604,604,471,78.0,105,17.4,0,0.0,13,2.2,3,0.5,12,2.0,20.6,(X)
49033,764,764,569,74.5,88,11.5,0,0.0,27,3.5,3,0.4,77,10.1,24.1,(X)
49035,569309,569309,426192,74.9,65215,11.5,21486,3.8,13139,2.3,9581,1.7,33696,5.9,22.2,(X)
49037,5346,5346,4121,77.1,378,7.1,30,0.6,202,3.8,94,1.8,521,9.7,21.9,(X)
49039,11087,11087,7988,72.0,1579,14.2,52,0.5,617,5.6,81,0.7,770,6.9,20.6,(X)
49041,8683,8683,6949,80.0,837,9.6,48,0.6,189,2.2,102,1.2,558,6.4,17.2,(X)
49043,21889,21889,15653,71.5,1704,7.8,450,2.1,549,2.5,666,3.0,2867,13.1,24.8,(X)
49045,28546,28546,21376,74.9,4655,16.3,419,1.5,462,1.6,260,0.9,1374,4.8,28.8,(X)
49047,14842,14842,11749,79.2,1971,13.3,69,0.5,288,1.9,100,0.7,665,4.5,18.9,(X)
49049,264911,264911,194391,73.4,30007,11.3,5431,2.1,10855,4.1,5932,2.2,18295,6.9,21.7,(X)
49051,14844,14844,11905,80.2,1656,11.2,37,0.2,241,1.6,198,1.3,807,5.4,23.9,(X)
49053,64128,64128,49678,77.5,6829,10.6,338,0.5,1007,1.6,1129,1.8,5147,8.0,17.5,(X)
49055,1235,1235,907,73.4,152,12.3,0,0.0,89,7.2,7,0.6,80,6.5,15.9,(X)
49057,117743,117743,94964,80.7,11729,10.0,1813,1.5,1597,1.4,1875,1.6,5765,4.9,22.1,(X)
50001,19508,19508,14429,74.0,1475,7.6,120,0.6,1339,6.9,254,1.3,1891,9.7,24.6,(X)
50003,17098,17098,13010,76.1,1340,7.8,67,0.4,850,5.0,338,2.0,1493,8.7,19.5,(X)
50005,14248,14248,11021,77.4,1294,9.1,7,0.0,571,4.0,287,2.0,1068,7.5,24.9,(X)
50007,89297,89297,65471,73.3,7253,8.1,2358,2.6,6962,7.8,2486,2.8,4767,5.3,21.1,(X)
50009,2687,2687,2111,78.6,274,10.2,8,0.3,82,3.1,23,0.9,189,7.0,26.7,(X)
50011,25240,25240,20663,81.9,2187,8.7,142,0.6,839,3.3,233,0.9,1176,4.7,24.7,(X)
50013,3606,3606,2767,76.7,403,11.2,12,0.3,69,1.9,18,0.5,337,9.3,34.1,(X)
50015,13327,13327,10248,76.9,1289,9.7,95,0.7,424,3.2,198,1.5,1073,8.1,25.2,(X)
50017,15042,15042,11359,75.5,1614,10.7,86,0.6,535,3.6,219,1.5,1229,8.2,27.3,(X)
50019,11984,11984,9149,76.3,1192,9.9,17,0.1,471,3.9,189,1.6,966,8.1,24.3,(X)
50021,29702,29702,23985,80.8,2365,8.0,238,0.8,1365,4.6,202,0.7,1547,5.2,21.8,(X)
50023,30897,30897,23000,74.4,2758,8.9,372,1.2,1926,6.2,399,1.3,2442,7.9,22.8,(X)
50025,21358,21358,15287,71.6,1615,7.6,265,1.2,1228,5.7,407,1.9,2556,12.0,22.1,(X)
50027,27630,27630,21538,78.0,2901,10.5,184,0.7,1191,4.3,275,1.0,1541,5.6,23.2,(X)
51001,13640,13640,10649,78.1,1475,10.8,122,0.9,451,3.3,259,1.9,684,5.0,21.8,(X)
51003,51211,51211,39302,76.7,4455,8.7,1195,2.3,1572,3.1,858,1.7,3829,7.5,21.7,(X)
51005,5960,5960,5159,86.6,496,8.3,48,0.8,70,1.2,45,0.8,142,2.4,24.2,(X)
51007,6174,6174,5231,84.7,397,6.4,64,1.0,107,1.7,165,2.7,210,3.4,38.6,(X)
51009,14355,14355,11918,83.0,1630,11.4,83,0.6,182,1.3,202,1.4,340,2.4,25.0,(X)
51011,6870,6870,5464,79.5,678,9.9,43,0.6,111,1.6,209,3.0,365,5.3,30.3,(X)
51013,146937,146937,76763,52.2,9184,6.3,38904,26.5,7196,4.9,4603,3.1,10287,7.0,29.0,(X)
51015,34745,34745,29692,85.5,2497,7.2,110,0.3,453,1.3,268,0.8,1725,5.0,24.5,(X)
51017,2074,2074,1733,83.6,192,9.3,37,1.8,48,2.3,0,0.0,64,3.1,25.6,(X)
51019,36319,36319,30769,84.7,2970,8.2,46,0.1,427,1.2,526,1.4,1581,4.4,27.2,(X)
51021,2539,2539,2280,89.8,142,5.6,14,0.6,22,0.9,43,1.7,38,1.5,28.8,(X)
51023,15658,15658,13639,87.1,991,6.3,2,0.0,117,0.7,120,0.8,789,5.0,28.3,(X)
51025,6247,6247,5325,85.2,459,7.3,10,0.2,96,1.5,229,3.7,128,2.0,29.7,(X)
51027,6245,6245,5534,88.6,419,6.7,30,0.5,77,1.2,129,2.1,56,0.9,27.1,(X)
51029,6539,6539,5469,83.6,571,8.7,65,1.0,78,1.2,74,1.1,282,4.3,35.5,(X)
51031,26581,26581,22713,85.4,2057,7.7,29,0.1,174,0.7,433,1.6,1175,4.4,25.2,(X)
51033,15148,15148,12213,80.6,1606,10.6,71,0.5,601,4.0,207,1.4,450,3.0,35.8,(X)
51035,12729,12729,10321,81.1,1810,14.2,4,0.0,119,0.9,48,0.4,427,3.4,26.3,(X)
51036,3273,3273,2684,82.0,266,8.1,64,2.0,118,3.6,43,1.3,98,3.0,33.7,(X)
51037,4886,4886,3655,74.8,446,9.1,14,0.3,136,2.8,249,5.1,386,7.9,31.1,(X)
51041,171257,171257,144343,84.3,14351,8.4,804,0.5,1168,0.7,2232,1.3,8359,4.9,26.4,(X)
51043,7043,7043,5607,79.6,635,9.0,29,0.4,133,1.9,79,1.1,560,8.0,37.0,(X)
51045,2124,2124,1766,83.1,273,12.9,0,0.0,1,0.0,0,0.0,84,4.0,36.4,(X)
51047,23457,23457,19033,81.1,2570,11.0,287,1.2,292,1.2,381,1.6,894,3.8,38.8,(X)
51049,4439,4439,3495,78.7,524,11.8,10,0.2,0,0.0,93,2.1,317,7.1,41.4,(X)
51051,4342,4342,3826,88.1,328,7.6,9,0.2,57,1.3,37,0.9,85,2.0,28.8,(X)
51053,13330,13330,11798,88.5,790,5.9,67,0.5,214,1.6,144,1.1,317,2.4,29.9,(X)
51057,5120,5120,4450,86.9,393,7.7,0,0.0,90,1.8,85,1.7,102,2.0,37.1,(X)
51059,610395,610395,431404,70.7,58461,9.6,59503,9.7,11468,1.9,10306,1.7,39253,6.4,32.2,(X)
51061,34549,34549,27909,80.8,2877,8.3,390,1.1,380,1.1,332,1.0,2661,7.7,40.0,(X)
51063,7112,7112,5523,77.7,959,13.5,45,0.6,96,1.3,51,0.7,438,6.2,34.3,(X)
51065,12116,12116,9345,77.1,1679,13.9,21,0.2,112,0.9,131,1.1,828,6.8,33.6,(X)
51067,24826,24826,19602,79.0,2557,10.3,155,0.6,356,1.4,355,1.4,1801,7.3,29.6,(X)
51069,42214,42214,35006,82.9,4379,10.4,125,0.3,428,1.0,213,0.5,2063,4.9,31.4,(X)
51071,7330,7330,6304,86.0,781,10.7,4,0.1,32,0.4,61,0.8,148,2.0,25.0,(X)
51073,17676,17676,14501,82.0,1807,10.2,80,0.5,103,0.6,472,2.7,713,4.0,34.0,(X)
51075,10556,10556,8746,82.9,996,9.4,45,0.4,22,0.2,109,1.0,638,6.0,31.1,(X)
51077,6261,6261,5253,83.9,565,9.0,25,0.4,202,3.2,49,0.8,167,2.7,26.5,(X)
51079,9681,9681,7821,80.8,1054,10.9,127,1.3,51,0.5,139,1.4,489,5.1,30.6,(X)
51081,3935,3935,3264,82.9,307,7.8,59,1.5,11,0.3,262,6.7,32,0.8,24.7,(X)
51083,14379,14379,12140,84.4,937,6.5,75,0.5,66,0.5,678,4.7,483,3.4,24.9,(X)
51085,54227,54227,45916,84.7,3098,5.7,175,0.3,774,1.4,660,1.2,3604,6.6,25.5,(X)
51087,167598,167598,138091,82.4,15129,9.0,1896,1.1,1269,0.8,1333,0.8,9880,5.9,22.3,(X)
51089,19787,19787,17421,88.0,1611,8.1,101,0.5,78,0.4,227,1.1,349,1.8,23.4,(X)
51091,876,876,680,77.6,86,9.8,0,0.0,71,8.1,0,0.0,39,4.5,24.9,(X)
51093,17268,17268,15340,88.8,1070,6.2,30,0.2,69,0.4,96,0.6,663,3.8,29.9,(X)
51095,33328,33328,27542,82.6,2685,8.1,248,0.7,305,0.9,422,1.3,2126,6.4,25.1,(X)
51097,3011,3011,2590,86.0,158,5.2,0,0.0,15,0.5,91,3.0,157,5.2,33.9,(X)
51099,13031,13031,10786,82.8,1308,10.0,221,1.7,94,0.7,111,0.9,511,3.9,38.2,(X)
51101,8214,8214,7281,88.6,363,4.4,20,0.2,52,0.6,69,0.8,429,5.2,37.5,(X)
51103,4290,4290,3575,83.3,366,8.5,12,0.3,37,0.9,60,1.4,240,5.6,27.2,(X)
51105,7184,7184,6050,84.2,757,10.5,14,0.2,94,1.3,78,1.1,191,2.7,30.6,(X)
51107,205463,205463,157558,76.7,18538,9.0,7814,3.8,3561,1.7,2646,1.3,15346,7.5,34.2,(X)
51109,16226,16226,12854,79.2,1868,11.5,128,0.8,190,1.2,184,1.1,1002,6.2,36.3,(X)
51111,4336,4336,3423,78.9,400,9.2,31,0.7,61,1.4,230,5.3,191,4.4,30.0,(X)
51113,6027,6027,4659,77.3,629,10.4,54,0.9,107,1.8,126,2.1,452,7.5,28.9,(X)
51115,3713,3713,2871,77.3,501,13.5,21,0.6,48,1.3,100,2.7,172,4.6,35.0,(X)
51117,12148,12148,9865,81.2,1082,8.9,26,0.2,116,1.0,447,3.7,612,5.0,24.8,(X)
51119,4242,4242,3463,81.6,283,6.7,16,0.4,108,2.5,108,2.5,264,6.2,30.3,(X)
51121,44986,44986,34420,76.5,3233,7.2,2146,4.8,2287,5.1,942,2.1,1958,4.4,19.2,(X)
51125,6904,6904,4981,72.1,984,14.3,13,0.2,86,1.2,199,2.9,641,9.3,30.4,(X)
51127,10460,10460,8766,83.8,877,8.4,2,0.0,97,0.9,110,1.1,608,5.8,35.0,(X)
51131,4845,4845,3603,74.4,593,12.2,62,1.3,124,2.6,43,0.9,420,8.7,20.1,(X)
51133,4682,4682,3873,82.7,307,6.6,19,0.4,56,1.2,105,2.2,322,6.9,30.1,(X)
51135,5539,5539,4656,84.1,418,7.5,13,0.2,69,1.2,86,1.6,297,5.4,27.3,(X)
51137,16278,16278,13160,80.8,1864,11.5,163,1.0,173,1.1,106,0.7,812,5.0,37.6,(X)
51139,10545,10545,8149,77.3,1618,15.3,15,0.1,197,1.9,33,0.3,533,5.1,34.5,(X)
51141,7128,7128,6207,87.1,609,8.5,0,0.0,79,1.1,18,0.3,215,3.0,28.8,(X)
51143,27306,27306,23013,84.3,2456,9.0,45,0.2,251,0.9,570,2.1,971,3.6,25.0,(X)
51145,13083,13083,10988,84.0,706,5.4,0,0.0,101,0.8,89,0.7,1199,9.2,31.9,(X)
51147,8240,8240,6482,78.7,483,5.9,40,0.5,763,9.3,240,2.9,232,2.8,22.9,(X)
51149,16310,16310,13947,85.5,1413,8.7,63,0.4,72,0.4,404,2.5,411,2.5,26.6,(X)
51153,235988,235988,179689,76.1,27682,11.7,11732,5.0,2308,1.0,4619,2.0,9958,4.2,39.6,(X)
51155,15229,15229,13189,86.6,1289,8.5,48,0.3,132,0.9,224,1.5,347,2.3,22.9,(X)
51157,3351,3351,2556,76.3,375,11.2,14,0.4,114,3.4,45,1.3,247,7.4,40.4,(X)
51159,3466,3466,2638,76.1,232,6.7,33,1.0,25,0.7,94,2.7,444,12.8,25.5,(X)
51161,45086,45086,38794,86.0,2983,6.6,197,0.4,481,1.1,232,0.5,2399,5.3,23.2,(X)
51163,9841,9841,8260,83.9,615,6.2,28,0.3,113,1.1,130,1.3,695,7.1,24.8,(X)
51165,38221,38221,31086,81.3,3394,8.9,55,0.1,1247,3.3,576,1.5,1863,4.9,22.3,(X)
51167,9363,9363,7956,85.0,768,8.2,0,0.0,182,1.9,33,0.4,424,4.5,27.7,(X)
51169,8121,8121,7076,87.1,701,8.6,0,0.0,41,0.5,85,1.0,218,2.7,28.9,(X)
51171,20082,20082,16114,80.2,2534,12.6,57,0.3,363,1.8,128,0.6,886,4.4,31.0,(X)
51173,12330,12330,10171,82.5,1298,10.5,77,0.6,244,2.0,156,1.3,384,3.1,21.3,(X)
51175,7667,7667,6459,84.2,620,8.1,37,0.5,59,0.8,214,2.8,278,3.6,29.3,(X)
51177,64764,64764,50350,77.7,8473,13.1,1737,2.7,382,0.6,775,1.2,3047,4.7,38.3,(X)
51179,72848,72848,54278,74.5,9535,13.1,3010,4.1,885,1.2,825,1.1,4315,5.9,40.9,(X)
51181,2913,2913,2304,79.1,344,11.8,75,2.6,22,0.8,38,1.3,130,4.5,41.4,(X)
51183,3243,3243,2676,82.5,261,8.0,42,1.3,45,1.4,130,4.0,89,2.7,34.8,(X)
51185,15131,15131,12996,85.9,1260,8.3,17,0.1,147,1.0,83,0.5,628,4.2,24.8,(X)
51187,18569,18569,13785,74.2,3094,16.7,34,0.2,333,1.8,164,0.9,1159,6.2,40.9,(X)
51191,23544,23544,19643,83.4,2187,9.3,55,0.2,419,1.8,269,1.1,971,4.1,24.6,(X)
51193,7556,7556,6040,79.9,625,8.3,32,0.4,66,0.9,135,1.8,658,8.7,41.0,(X)
51195,12600,12600,10544,83.7,1417,11.2,83,0.7,241,1.9,12,0.1,303,2.4,22.0,(X)
51197,12905,12905,10975,85.0,1131,8.8,66,0.5,271,2.1,117,0.9,345,2.7,23.0,(X)
51199,33006,33006,28091,85.1,2136,6.5,58,0.2,732,2.2,393,1.2,1596,4.8,22.5,(X)
51510,97680,97680,57744,59.1,7834,8.0,20227,20.7,3877,4.0,2766,2.8,5232,5.4,31.8,(X)
51520,7128,7128,5566,78.1,851,11.9,120,1.7,276,3.9,118,1.7,197,2.8,20.7,(X)
51530,2987,2987,2506,83.9,135,4.5,0,0.0,203,6.8,89,3.0,54,1.8,19.3,(X)
51540,24385,24385,14563,59.7,2136,8.8,1783,7.3,3082,12.6,1260,5.2,1561,6.4,17.0,(X)
51550,115605,115605,98682,85.4,8953,7.7,565,0.5,1355,1.2,1468,1.3,4582,4.0,26.4,(X)
51570,7508,7508,6511,86.7,576,7.7,79,1.1,135,1.8,94,1.3,113,1.5,23.5,(X)
51580,2437,2437,2203,90.4,90,3.7,0,0.0,58,2.4,13,0.5,73,3.0,16.5,(X)
51590,16172,16172,13263,82.0,1616,10.0,376,2.3,351,2.2,229,1.4,337,2.1,19.4,(X)
51595,1939,1939,1484,76.5,247,12.7,17,0.9,58,3.0,110,5.7,23,1.2,16.8,(X)
51600,12494,12494,8757,70.1,1158,9.3,1172,9.4,467,3.7,115,0.9,825,6.6,31.2,(X)
51610,7567,7567,4367,57.7,540,7.1,1486,19.6,328,4.3,254,3.4,592,7.8,29.9,(X)
51620,3388,3388,2998,88.5,165,4.9,10,0.3,35,1.0,32,0.9,148,4.4,22.9,(X)
51630,15227,15227,10421,68.4,1522,10.0,862,5.7,904,5.9,317,2.1,1201,7.9,29.3,(X)
51640,2744,2744,2201,80.2,332,12.1,22,0.8,8,0.3,37,1.3,144,5.2,22.0,(X)
51650,65436,65436,54212,82.8,5599,8.6,1504,2.3,1290,2.0,1134,1.7,1697,2.6,22.4,(X)
51660,25035,25035,17504,69.9,3450,13.8,590,2.4,1880,7.5,760,3.0,851,3.4,16.1,(X)
51670,9306,9306,7497,80.6,1281,13.8,59,0.6,64,0.7,164,1.8,241,2.6,24.7,(X)
51678,2101,2101,1117,53.2,42,2.0,0,0.0,757,36.0,21,1.0,164,7.8,14.8,(X)
51680,35066,35066,26474,75.5,3458,9.9,1163,3.3,1778,5.1,860,2.5,1333,3.8,17.5,(X)
51683,21715,21715,16752,77.1,2830,13.0,865,4.0,347,1.6,262,1.2,659,3.0,35.5,(X)
51685,8492,8492,5915,69.7,1309,15.4,631,7.4,23,0.3,113,1.3,501,5.9,39.5,(X)
51690,5258,5258,4188,79.7,597,11.4,92,1.7,32,0.6,173,3.3,176,3.3,19.0,(X)
51700,87820,87820,69567,79.2,8462,9.6,2929,3.3,2755,3.1,1690,1.9,2417,2.8,23.3,(X)
51710,127830,127830,94174,73.7,10217,8.0,4492,3.5,12466,9.8,2845,2.2,3636,2.8,21.3,(X)
51720,1529,1529,1469,96.1,46,3.0,0,0.0,0,0.0,0,0.0,14,0.9,14.5,(X)
51730,13427,13427,10267,76.5,1814,13.5,347,2.6,215,1.6,398,3.0,386,2.9,21.3,(X)
51735,5875,5875,5231,89.0,283,4.8,0,0.0,13,0.2,87,1.5,261,4.4,24.3,(X)
51740,43762,43762,35659,81.5,3596,8.2,849,1.9,1679,3.8,907,2.1,1072,2.4,23.3,(X)
51750,7659,7659,5821,76.0,586,7.7,98,1.3,749,9.8,266,3.5,139,1.8,17.8,(X)
51760,110257,110257,78773,71.4,11025,10.0,5902,5.4,5776,5.2,4273,3.9,4508,4.1,21.6,(X)
51770,46708,46708,36800,78.8,3910,8.4,1668,3.6,1425,3.1,1147,2.5,1758,3.8,21.3,(X)
51775,12080,12080,10046,83.2,841,7.0,9,0.1,489,4.0,42,0.3,653,5.4,19.9,(X)
51790,11566,11566,9739,84.2,687,5.9,49,0.4,420,3.6,232,2.0,439,3.8,20.6,(X)
51800,42830,42830,36656,85.6,3674,8.6,95,0.2,499,1.2,446,1.0,1460,3.4,28.8,(X)
51810,238409,238409,195790,82.1,20611,8.6,2146,0.9,6413,2.7,4615,1.9,8834,3.7,23.7,(X)
51820,10216,10216,8686,85.0,949,9.3,106,1.0,209,2.0,73,0.7,193,1.9,22.2,(X)
51830,5889,5889,3756,63.8,415,7.0,215,3.7,797,13.5,220,3.7,486,8.3,20.0,(X)
51840,13535,13535,8982,66.4,2076,15.3,187,1.4,881,6.5,367,2.7,1042,7.7,25.2,(X)
53001,7670,7670,5547,72.3,1394,18.2,15,0.2,150,2.0,132,1.7,432,5.6,18.5,(X)
53003,9428,9428,7819,82.9,807,8.6,40,0.4,166,1.8,226,2.4,370,3.9,15.6,(X)
53005,85156,85156,69186,81.2,9036,10.6,752,0.9,1174,1.4,1005,1.2,4003,4.7,22.0,(X)
53007,33989,33989,26194,77.1,2773,8.2,423,1.2,1518,4.5,919,2.7,2162,6.4,18.8,(X)
53009,28367,28367,22129,78.0,2775,9.8,223,0.8,975,3.4,529,1.9,1736,6.1,21.4,(X)
53011,216960,216960,170993,78.8,18877,8.7,4772,2.2,4226,1.9,2925,1.3,15167,7.0,26.8,(X)
53013,1745,1745,1075,61.6,184,10.5,4,0.2,289,16.6,68,3.9,125,7.2,20.7,(X)
53015,42614,42614,34101,80.0,4728,11.1,87,0.2,958,2.2,577,1.4,2163,5.1,25.1,(X)
53017,18693,18693,15261,81.6,1244,6.7,157,0.8,514,2.7,803,4.3,714,3.8,18.4,(X)
53019,2563,2563,1548,60.4,464,18.1,8,0.3,239,9.3,28,1.1,276,10.8,22.6,(X)
53021,38870,38870,31127,80.1,5039,13.0,254,0.7,437,1.1,522,1.3,1491,3.8,21.6,(X)
53023,897,897,654,72.9,151,16.8,0,0.0,32,3.6,6,0.7,54,6.0,20.5,(X)
53025,40375,40375,29693,73.5,5451,13.5,826,2.0,1298,3.2,836,2.1,2271,5.6,18.7,(X)
53027,26808,26808,20710,77.3,3020,11.3,244,0.9,634,2.4,403,1.5,1797,6.7,26.2,(X)
53029,36399,36399,26935,74.0,3769,10.4,961,2.6,1509,4.1,719,2.0,2506,6.9,27.7,(X)
53031,11336,11336,8437,74.4,813,7.2,201,1.8,613,5.4,294,2.6,978,8.6,22.9,(X)
53033,1153731,1153731,718579,62.3,108068,9.4,155109,13.4,61720,5.3,32652,2.8,77603,6.7,29.6,(X)
53035,124015,124015,85883,69.3,9869,8.0,11084,8.9,6094,4.9,3301,2.7,7784,6.3,30.4,(X)
53037,21131,21131,15606,73.9,1696,8.0,335,1.6,1989,9.4,550,2.6,955,4.5,21.5,(X)
53039,8078,8078,5791,71.7,768,9.5,32,0.4,395,4.9,149,1.8,943,11.7,23.9,(X)
53041,29793,29793,23929,80.3,3433,11.5,136,0.5,708,2.4,250,0.8,1337,4.5,27.5,(X)
53043,4103,4103,2758,67.2,396,9.7,8,0.2,274,6.7,101,2.5,566,13.8,24.7,(X)
53045,23490,23490,17959,76.5,3204,13.6,429,1.8,319,1.4,262,1.1,1317,5.6,32.1,(X)
53047,16535,16535,12753,77.1,1430,8.6,116,0.7,893,5.4,214,1.3,1129,6.8,17.5,(X)
53049,6862,6862,5381,78.4,691,10.1,33,0.5,189,2.8,203,3.0,365,5.3,20.1,(X)
53051,4488,4488,3446,76.8,456,10.2,7,0.2,77,1.7,133,3.0,369,8.2,29.6,(X)
53053,403858,403858,316192,78.3,39564,9.8,15011,3.7,8209,2.0,5533,1.4,19349,4.8,32.0,(X)
53055,7462,7462,4918,65.9,642,8.6,204,2.7,647,8.7,167,2.2,884,11.8,15.7,(X)
53057,54798,54798,42471,77.5,5916,10.8,482,0.9,1421,2.6,920,1.7,3588,6.5,26.2,(X)
53059,4880,4880,3777,77.4,410,8.4,13,0.3,169,3.5,52,1.1,459,9.4,30.3,(X)
53061,396516,396516,293877,74.1,46041,11.6,21329,5.4,7299,1.8,6209,1.6,21761,5.5,32.2,(X)
53063,225182,225182,175824,78.1,20623,9.2,6173,2.7,6150,2.7,3846,1.7,12566,5.6,21.5,(X)
53065,15973,15973,12366,77.4,1643,10.3,118,0.7,510,3.2,291,1.8,1045,6.5,29.0,(X)
53067,127821,127821,101112,79.1,12629,9.9,2185,1.7,2509,2.0,2645,2.1,6741,5.3,26.3,(X)
53069,1364,1364,1077,79.0,105,7.7,29,2.1,50,3.7,27,2.0,76,5.6,27.9,(X)
53071,26260,26260,18797,71.6,3162,12.0,167,0.6,2116,8.1,571,2.2,1447,5.5,16.2,(X)
53073,102843,102843,78403,76.2,9078,8.8,2404,2.3,4199,4.1,2750,2.7,6009,5.8,21.3,(X)
53075,21707,21707,13195,60.8,2531,11.7,1010,4.7,3510,16.2,437,2.0,1024,4.7,15.7,(X)
53077,102579,102579,81305,79.3,13945,13.6,532,0.5,1786,1.7,1397,1.4,3614,3.5,19.0,(X)
54001,6262,6262,5002,79.9,591,9.4,7,0.1,226,3.6,166,2.7,270,4.3,27.5,(X)
54003,53238,53238,44414,83.4,5785,10.9,403,0.8,477,0.9,175,0.3,1984,3.7,30.6,(X)
54005,6474,6474,5626,86.9,434,6.7,0,0.0,168,2.6,120,1.9,126,1.9,34.1,(X)
54007,5349,5349,4320,80.8,393,7.3,0,0.0,67,1.3,336,6.3,233,4.4,29.4,(X)
54009,9985,9985,8500,85.1,642,6.4,11,0.1,497,5.0,36,0.4,299,3.0,25.9,(X)
